id,orig_Z,orig_uplift_conf,orig_necessity_conf,orig_base_lp_gold,orig_half_lp_gold,orig_full_lp_gold,orig_base_issue,orig_half_issue,orig_full_issue,orig_correct_letter,orig_options_json,lex_Z,lex_uplift_conf,lex_necessity_conf,lex_base_lp_gold,lex_half_lp_gold,lex_full_lp_gold,lex_base_issue,lex_half_issue,lex_full_issue,lex_correct_letter,lex_options_json,syn_Z,syn_uplift_conf,syn_necessity_conf,syn_base_lp_gold,syn_half_lp_gold,syn_full_lp_gold,syn_base_issue,syn_half_issue,syn_full_issue,syn_correct_letter,syn_options_json,ctx_Z,ctx_uplift_conf,ctx_necessity_conf,ctx_base_lp_gold,ctx_half_lp_gold,ctx_full_lp_gold,ctx_base_issue,ctx_half_issue,ctx_full_issue,ctx_correct_letter,ctx_options_json,Z_cluster_mean,Z_cluster_coverage,uplift_conf_cluster_mean,uplift_conf_cluster_coverage,necessity_conf_cluster_mean,necessity_conf_cluster_coverage
76,-0.003925044,0.00375842399,0.02534994199,-0.003925044,-0.025516562,-0.00016662001,OK,OK,OK,D,"{""A"": ""176"", ""B"": ""165"", ""C"": ""87.5"", ""D"": ""175""}",-0.047805365,0.047685442354,0.155743137354,-0.047805365,-0.15586306,-0.000119922646,OK,OK,OK,C,"{""A"": ""176"", ""B"": ""165"", ""C"": ""175"", ""D"": ""185""}",-0.0025756941,0.00235018895,0.04345309185,-0.0025756941,-0.043678597,-0.00022550515,OK,OK,OK,D,"{""A"": ""174"", ""B"": ""350"", ""C"": ""185"", ""D"": ""175""}",-0.024789954,0.02474310822,0.05884738622,-0.024789954,-0.058894232,-4.684578e-05,OK,OK,OK,A,"{""A"": ""175"", ""B"": ""165"", ""C"": ""174"", ""D"": ""185""}",-0.019774014275,4,0.0196342908785,4,0.0708483893535,4
77,-0.022589551,0.0222911049,0.0172263569,-0.022589551,-0.017524803,-0.0002984461,OK,OK,OK,D,"{""A"": ""38010"", ""B"": ""76000"", ""C"": ""19000"", ""D"": ""38000""}",-0.00087674125,0.0007277554399999,0.00287326749,-0.00087674125,-0.0030222533,-0.00014898581,OK,OK,OK,B,"{""A"": ""37990"", ""B"": ""38000"", ""C"": ""19000"", ""D"": ""76000""}",-0.0029630694,0.002924447285,0.001013501585,-0.0029630694,-0.0010521237,-3.8622115e-05,OK,OK,OK,A,"{""A"": ""38000"", ""B"": ""38001"", ""C"": ""19000"", ""D"": ""37990""}",-0.010092227,0.00998339567,0.00705438737,-0.010092227,-0.0071632187,-0.00010883133,OK,OK,OK,B,"{""A"": ""19000"", ""B"": ""38000"", ""C"": ""76000"", ""D"": ""37999""}",-0.0091303971625,4,0.008981675823749976,4,0.00704187833625,4
78,-0.007460908,0.007398674355,0.531918696355,-0.007460908,-0.53198093,-6.2233645e-05,OK,OK,OK,A,"{""A"": ""100"", ""B"": ""200"", ""C"": ""50"", ""D"": ""99""}",-1.2718741,1.27182558519,2.31785648519,-1.2718741,-2.317905,-4.851481e-05,OK,OK,OK,A,"{""A"": ""100"", ""B"": ""110"", ""C"": ""50"", ""D"": ""200""}",-6.040758,6.0401837106,0.8273524106,-6.040758,-0.8279267,-0.0005742894,OK,OK,OK,D,"{""A"": ""110"", ""B"": ""99"", ""C"": ""200"", ""D"": ""100""}",-0.0019643889,0.00167571124,0.00583620674,-0.0019643889,-0.0061248844,-0.00028867766,OK,OK,OK,B,"{""A"": ""99"", ""B"": ""100"", ""C"": ""200"", ""D"": ""50""}",-1.8305143492250002,4,1.83027092034625,4,0.9207409497212501,4
79,-0.0031277686,0.00256586653,0.0011318761299999,-0.0031277686,-0.0016937782,-0.00056190207,OK,OK,OK,C,"{""A"": ""24"", ""B"": ""26"", ""C"": ""25"", ""D"": ""15""}",-3.443474,3.4428023945,0.0801731845,-3.443474,-0.08084479,-0.0006716055,OK,OK,OK,B,"{""A"": ""15"", ""B"": ""25"", ""C"": ""50"", ""D"": ""26""}",-5.9799576,5.979786809239999,0.0064173452399999,-5.9799576,-0.006588136,-0.00017079076,OK,OK,OK,B,"{""A"": ""24"", ""B"": ""25"", ""C"": ""35"", ""D"": ""12.5""}",-0.19601472,0.1922726205,4.7048255005,-0.19601472,-4.7085676,-0.0037420995,OK,OK,OK,D,"{""A"": ""12.5"", ""B"": ""35"", ""C"": ""26"", ""D"": ""25""}",-2.40564352215,4,2.4043569226925,4,1.1981369765925,4
80,-0.013076448,0.013054872688,0.000182111618,-0.013076448,-0.00020368693,-2.1575312e-05,OK,OK,OK,A,"{""A"": ""20"", ""B"": ""21"", ""C"": ""10"", ""D"": ""19""}",-0.00015005805,3.097033999999999e-05,0.0001655397499999,-0.00015005805,-0.00028462746,-0.00011908771,OK,OK,OK,D,"{""A"": ""30"", ""B"": ""10"", ""C"": ""21"", ""D"": ""20""}",-0.0002610423,0.0001464868,6.302806e-05,-0.0002610423,-0.00017758356,-0.0001145555,OK,OK,OK,D,"{""A"": ""30"", ""B"": ""10"", ""C"": ""19"", ""D"": ""20""}",-0.00022633982,-0.0002617165399999,-0.0002497916799999,-0.00022633982,-0.00023826468,-0.00048805636,OK,OK,OK,C,"{""A"": ""21"", ""B"": ""10"", ""C"": ""20"", ""D"": ""19""}",-0.0034284720424999997,4,0.003242653322000025,4,4.0221937e-05,4
81,-0.2952491,0.29502109078,0.24275180078,-0.2952491,-0.24297981,-0.00022800922,OK,OK,OK,D,"{""A"": ""91"", ""B"": ""71"", ""C"": ""82"", ""D"": ""81""}",-0.16652218,0.1662989403799999,0.8258305603799999,-0.16652218,-0.8260538,-0.00022323962,OK,OK,OK,B,"{""A"": ""82"", ""B"": ""81"", ""C"": ""40.5"", ""D"": ""91""}",-0.023411497,0.0231576013,0.0649863082999999,-0.023411497,-0.065240204,-0.0002538957,OK,OK,OK,C,"{""A"": ""82"", ""B"": ""40.5"", ""C"": ""81"", ""D"": ""80""}",-0.40192068,0.4015021211,0.4225944111,-0.40192068,-0.42301297,-0.0004185589,OK,OK,OK,C,"{""A"": ""91"", ""B"": ""40.5"", ""C"": ""81"", ""D"": ""80""}",-0.22177586425,4,0.22149493838999995,4,0.38904077013999994,4
82,-0.706173,0.703524158,0.203705318,-0.706173,-0.20635416,-0.002648842,OK,OK,OK,B,"{""A"": ""1075"", ""B"": ""1085"", ""C"": ""542.5"", ""D"": ""1084""}",-1.4356977,1.43496415175,0.08921184175,-1.4356977,-0.08994539,-0.00073354825,OK,OK,OK,C,"{""A"": ""1075"", ""B"": ""2170"", ""C"": ""1085"", ""D"": ""1095""}",-0.68427676,0.682383921,1.758078561,-0.68427676,-1.7599714,-0.001892839,OK,OK,OK,D,"{""A"": ""2170"", ""B"": ""1075"", ""C"": ""1095"", ""D"": ""1085""}",-0.10168826,0.10160267471,0.94798875471,-0.10168826,-0.94807434,-8.558529e-05,OK,OK,OK,A,"{""A"": ""1085"", ""B"": ""542.5"", ""C"": ""1086"", ""D"": ""1084""}",-0.73195893,4,0.730618726365,4,0.749746118865,4
83,-0.01155544,0.011454001175,0.028962264175,-0.01155544,-0.029063703,-0.000101438825,OK,OK,OK,C,"{""A"": ""10"", ""B"": ""-5"", ""C"": ""5"", ""D"": ""15""}",-0.00055880524,0.000534249776,0.000861240106,-0.00055880524,-0.00088579557,-2.4555464e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""4"", ""C"": ""2.5"", ""D"": ""6""}",-0.0012934874,0.001236863693,0.001011458193,-0.0012934874,-0.0010680819,-5.6623707e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""2.5"", ""C"": ""4"", ""D"": ""-5""}",-0.0005198572,0.00043284176,0.00122278266,-0.0005198572,-0.0013097981,-8.701544e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""10"", ""C"": ""-5"", ""D"": ""15""}",-0.0034818974599999998,4,0.003414489101,4,0.0080144362835,4
84,-0.0036455013,0.00351962539,0.44998402409,-0.0036455013,-0.4501099,-0.00012587591,OK,OK,OK,C,"{""A"": ""400"", ""B"": ""210"", ""C"": ""200"", ""D"": ""100""}",-0.006704176,0.00658532684,1.1614623508400002,-0.006704176,-1.1615812,-0.00011884916,OK,OK,OK,C,"{""A"": ""400"", ""B"": ""190"", ""C"": ""200"", ""D"": ""201""}",-0.0009550151,0.0009143672169999,0.020254881117,-0.0009550151,-0.020295529,-4.0647883e-05,OK,OK,OK,A,"{""A"": ""200"", ""B"": ""201"", ""C"": ""400"", ""D"": ""210""}",-0.0017599388,0.00169401268,0.06540391388,-0.0017599388,-0.06546984,-6.592612e-05,OK,OK,OK,A,"{""A"": ""200"", ""B"": ""190"", ""C"": ""201"", ""D"": ""210""}",-0.0032661578,4,0.0031783330317499752,4,0.42427629248175003,4
85,-0.0003705304,0.000323923042,1.2044146999999996e-05,-0.0003705304,-5.8651505e-05,-4.6607358e-05,OK,OK,OK,C,"{""A"": ""17"", ""B"": ""32"", ""C"": ""16"", ""D"": ""15""}",-0.000227413,9.48668e-05,0.0001499370599999,-0.000227413,-0.00028248326,-0.0001325462,OK,OK,OK,C,"{""A"": ""6"", ""B"": ""17"", ""C"": ""16"", ""D"": ""32""}",-0.0036319722,0.0036118270099999,0.00498391681,-0.0036319722,-0.005004062,-2.014519e-05,OK,OK,OK,A,"{""A"": ""16"", ""B"": ""8"", ""C"": ""32"", ""D"": ""15""}",-0.00578656,0.0056778479199999,0.00334603022,-0.00578656,-0.0034547423,-0.00010871208,OK,OK,OK,D,"{""A"": ""26"", ""B"": ""32"", ""C"": ""15"", ""D"": ""16""}",-0.0025041189,4,0.0024271161929999502,4,0.002122982059249975,4
86,-0.25771815,0.2569748336299999,0.00287833073,-0.25771815,-0.0036216471,-0.00074331637,OK,OK,OK,D,"{""A"": ""6"", ""B"": ""10"", ""C"": ""4"", ""D"": ""5""}",-0.91877246,0.91873371873,0.00149996663,-0.91877246,-0.0015387079,-3.874127e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""-5"", ""C"": ""10"", ""D"": ""2.5""}",-0.016193673,0.0159161928,0.0013010989,-0.016193673,-0.0015785791,-0.0002774802,OK,OK,OK,B,"{""A"": ""-5"", ""B"": ""5"", ""C"": ""6"", ""D"": ""2.5""}",-3.7638044,3.76378830559,0.0117985725899999,-3.7638044,-0.011814667,-1.609441e-05,OK,OK,OK,A,"{""A"": ""5"", ""B"": ""4"", ""C"": ""6"", ""D"": ""10""}",-1.23912217075,4,1.2388532626875,4,0.004369492212499975,4
87,-7.712471e-05,5.5668582e-05,0.000167449882,-7.712471e-05,-0.00018890601,-2.1456128e-05,OK,OK,OK,A,"{""A"": ""12"", ""B"": ""22"", ""C"": ""11"", ""D"": ""13""}",-0.0013722992,0.001323188272,0.002106513872,-0.0013722992,-0.0021556248,-4.9110928e-05,OK,OK,OK,C,"{""A"": ""2"", ""B"": ""22"", ""C"": ""12"", ""D"": ""6""}",-0.0002221665,0.000176155178,0.002411910278,-0.0002221665,-0.0024579216,-4.6011322e-05,OK,OK,OK,A,"{""A"": ""12"", ""B"": ""2"", ""C"": ""13"", ""D"": ""6""}",-0.0007537993,0.00054307865,0.01345550735,-0.0007537993,-0.013666228,-0.00021072065,OK,OK,OK,D,"{""A"": ""6"", ""B"": ""11"", ""C"": ""13"", ""D"": ""12""}",-0.0006063474274999999,4,0.0005245226705000001,4,0.0045353453455,4
88,-0.030595135,0.03029454453,0.00759774953,-0.030595135,-0.00789834,-0.00030059047,OK,OK,OK,C,"{""A"": ""30"", ""B"": ""39"", ""C"": ""40"", ""D"": ""80""}",-1.7242407,1.72394237302,0.29958447302,-1.7242407,-0.2998828,-0.00029832698,OK,OK,OK,B,"{""A"": ""80"", ""B"": ""40"", ""C"": ""30"", ""D"": ""41""}",-1.9954133,1.9952429859,0.0488716539,-1.9954133,-0.049041968,-0.0001703141,OK,OK,OK,B,"{""A"": ""50"", ""B"": ""40"", ""C"": ""41"", ""D"": ""80""}",-0.014595324,0.01449042756,0.05058383356,-0.014595324,-0.05068873,-0.00010489644,OK,OK,OK,A,"{""A"": ""40"", ""B"": ""41"", ""C"": ""20"", ""D"": ""39""}",-0.94121111475,4,0.9409925827525001,4,0.1016594275025,4
89,-3.4091687,3.40904008456,0.0017853999599999,-3.4091687,-0.0019140154,-0.00012861544,OK,OK,OK,B,"{""A"": ""610"", ""B"": ""600"", ""C"": ""1200"", ""D"": ""300""}",-7.5921893,7.592073432594001,0.328822032594,-7.5921893,-0.3289379,-0.000115867406,OK,OK,OK,B,"{""A"": ""1200"", ""B"": ""600"", ""C"": ""610"", ""D"": ""590""}",-0.00049877574,0.00043332609,0.00072384925,-0.00049877574,-0.0007892989,-6.544965e-05,OK,OK,OK,C,"{""A"": ""599"", ""B"": ""610"", ""C"": ""600"", ""D"": ""300""}",-0.011110059,0.01100516256,0.00171358296,-0.011110059,-0.0018184794,-0.00010489644,OK,OK,OK,B,"{""A"": ""610"", ""B"": ""600"", ""C"": ""601"", ""D"": ""300""}",-2.753241708685,4,2.753138001451,4,0.08326121619099998,4
91,-0.0011186934,0.0009412290199999,0.00432049062,-0.0011186934,-0.004497955,-0.00017746438,OK,OK,OK,B,"{""A"": ""12"", ""B"": ""11"", ""C"": ""22"", ""D"": ""10""}",-0.0065421876,0.00648222387,0.0046327552699999,-0.0065421876,-0.004692719,-5.996373e-05,OK,OK,OK,C,"{""A"": ""10"", ""B"": ""12"", ""C"": ""11"", ""D"": ""22""}",-0.0010530765,0.00080727995,0.00049489905,-0.0010530765,-0.0007406956,-0.00024579655,OK,OK,OK,B,"{""A"": ""10"", ""B"": ""11"", ""C"": ""21"", ""D"": ""1""}",-0.0006817306,0.0005260728,0.0093622592,-0.0006817306,-0.009517917,-0.0001556578,OK,OK,OK,C,"{""A"": ""12"", ""B"": ""21"", ""C"": ""11"", ""D"": ""1""}",-0.0023489220249999997,4,0.002189201409999975,4,0.004702601034999975,4
94,-0.0034305209,0.00308501393,0.0018938039299999,-0.0034305209,-0.0022393109,-0.00034550697,OK,OK,OK,B,"{""A"": ""181"", ""B"": ""180"", ""C"": ""90"", ""D"": ""170""}",-0.0055354857,0.005515578842,0.110126638142,-0.0055354857,-0.110146545,-1.9906858e-05,OK,OK,OK,A,"{""A"": ""180"", ""B"": ""360"", ""C"": ""179"", ""D"": ""181""}",-0.00040234972,0.00028862904,0.00525327732,-0.00040234972,-0.005366998,-0.00011372068,OK,OK,OK,C,"{""A"": ""90"", ""B"": ""190"", ""C"": ""180"", ""D"": ""170""}",-4.069925,4.069725366149999,2.7311827661500003,-4.069925,-2.7313824,-0.00019963385,OK,OK,OK,B,"{""A"": ""360"", ""B"": ""180"", ""C"": ""90"", ""D"": ""181""}",-1.01982333908,4,1.0196536469904998,4,0.7121141213855,4
95,-0.052222237,0.05206419622,0.00875536522,-0.052222237,-0.008913406,-0.00015804078,OK,OK,OK,D,"{""A"": ""8"", ""B"": ""32"", ""C"": ""15"", ""D"": ""16""}",-0.02099407,0.0202799387,0.0097695322,-0.02099407,-0.0104836635,-0.0007141313,OK,OK,OK,B,"{""A"": ""17"", ""B"": ""16"", ""C"": ""8"", ""D"": ""26""}",-0.1903747,0.1892293326,0.0981248026,-0.1903747,-0.09927017,-0.0011453674,OK,OK,OK,B,"{""A"": ""8"", ""B"": ""16"", ""C"": ""15"", ""D"": ""17""}",-0.5092543,0.509205427527,0.0669699375269999,-0.5092543,-0.06701881,-4.8872473e-05,OK,OK,OK,A,"{""A"": ""16"", ""B"": ""15"", ""C"": ""17"", ""D"": ""6""}",-0.19321132675000002,4,0.19269472376175,4,0.04590490938674997,4
96,-0.0012525308,0.001183150135,0.115303409335,-0.0012525308,-0.11537279,-6.9380665e-05,OK,OK,OK,C,"{""A"": ""21"", ""B"": ""23"", ""C"": ""22"", ""D"": ""32""}",-0.00038924013,0.00037636623,0.0012635882,-0.00038924013,-0.0012764621,-1.28739e-05,OK,OK,OK,A,"{""A"": ""22"", ""B"": ""11"", ""C"": ""12"", ""D"": ""44""}",-3.0187476,3.01858622296,0.14201249296,-3.0187476,-0.14217387,-0.00016137704,OK,OK,OK,D,"{""A"": ""32"", ""B"": ""23"", ""C"": ""12"", ""D"": ""22""}",-0.013050314,0.0128252858,4.4810459717999995,-0.013050314,-4.481271,-0.0002250282,OK,OK,OK,C,"{""A"": ""12"", ""B"": ""44"", ""C"": ""22"", ""D"": ""23""}",-0.7583599212325001,4,0.7582427562812499,4,1.18490636557375,4
97,-0.03857572,0.03829276025,0.96919534025,-0.03857572,-0.9694783,-0.00028295975,OK,OK,OK,D,"{""A"": ""699"", ""B"": ""701"", ""C"": ""350"", ""D"": ""700""}",-0.14109053,0.1406673226399999,0.67320053264,-0.14109053,-0.67362374,-0.00042320736,OK,OK,OK,C,"{""A"": ""699"", ""B"": ""710"", ""C"": ""700"", ""D"": ""1400""}",-1.6285992,1.62842519166,0.15351949166,-1.6285992,-0.1536935,-0.00017400834,OK,OK,OK,D,"{""A"": ""350"", ""B"": ""1400"", ""C"": ""699"", ""D"": ""700""}",-3.2397904,3.23946502904,0.58916852904,-3.2397904,-0.5894939,-0.00032537096,OK,OK,OK,B,"{""A"": ""350"", ""B"": ""700"", ""C"": ""1400"", ""D"": ""699""}",-1.2620139625,4,1.2617125758975,4,0.5962709733975,4
98,-0.0127061745,0.01252728,0.4403225555,-0.0127061745,-0.44050145,-0.0001788945,OK,OK,OK,B,"{""A"": ""6230"", ""B"": ""6240"", ""C"": ""6239"", ""D"": ""12480""}",-0.0369166,0.0357631355,0.7269684755,-0.0369166,-0.72812194,-0.0011534645,OK,OK,OK,D,"{""A"": ""6250"", ""B"": ""12480"", ""C"": ""3120"", ""D"": ""6240""}",-0.0056308033,0.00539110753,0.04001480423,-0.0056308033,-0.0402545,-0.00023969577,OK,OK,OK,C,"{""A"": ""3120"", ""B"": ""6239"", ""C"": ""6240"", ""D"": ""12480""}",-0.021971008,0.02184477476,0.00163846516,-0.021971008,-0.0017646984,-0.00012623324,OK,OK,OK,C,"{""A"": ""6241"", ""B"": ""6230"", ""C"": ""6240"", ""D"": ""3120""}",-0.01930614645,4,0.0188815744475,4,0.3022360750975,4
99,-2.3113987,2.311362103432,0.0021017652319999,-2.3113987,-0.0021383618,-3.6596568e-05,OK,OK,OK,A,"{""A"": ""404"", ""B"": ""394"", ""C"": ""405"", ""D"": ""808""}",-0.002183482,0.00198504018,0.0009546656799999,-0.002183482,-0.0011531075,-0.00019844182,OK,OK,OK,D,"{""A"": ""414"", ""B"": ""405"", ""C"": ""394"", ""D"": ""404""}",-0.27632275,0.27607075998,0.0123823559799999,-0.27632275,-0.012634346,-0.00025199002,OK,OK,OK,C,"{""A"": ""808"", ""B"": ""394"", ""C"": ""404"", ""D"": ""414""}",-7.3976607,7.39756152635,4.94670282635,-7.3976607,-4.946802,-9.917365e-05,OK,OK,OK,B,"{""A"": ""808"", ""B"": ""404"", ""C"": ""414"", ""D"": ""403""}",-2.4968914079999998,4,2.4967448574855,4,1.2405354033105,4
101,-0.0020941899,0.00200943882,0.08095936392,-0.0020941899,-0.081044115,-8.475108e-05,OK,OK,OK,C,"{""A"": ""1"", ""B"": ""12"", ""C"": ""2"", ""D"": ""4""}",-0.012180214,0.012150172486,0.235363258486,-0.012180214,-0.2353933,-3.0041514e-05,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""3"", ""C"": ""-8"", ""D"": ""1""}",-0.030105738,0.029142383,0.009965169,-0.030105738,-0.010928524,-0.000963355,OK,OK,OK,C,"{""A"": ""-8"", ""B"": ""1"", ""C"": ""2"", ""D"": ""3""}",-0.005311855,0.0049279777,0.0283508387,-0.005311855,-0.028734716,-0.0003838773,OK,OK,OK,B,"{""A"": ""1"", ""B"": ""2"", ""C"": ""12"", ""D"": ""-8""}",-0.012422999225,4,0.0120574930015,4,0.0886596575265,4
102,-0.011084955,0.01100425561,0.03248591061,-0.011084955,-0.03256661,-8.069939e-05,OK,OK,OK,C,"{""A"": ""3"", ""B"": ""4"", ""C"": ""2"", ""D"": ""12""}",-0.0011488206,0.00105155436,0.00224808976,-0.0011488206,-0.002345356,-9.726624e-05,OK,OK,OK,B,"{""A"": ""-8"", ""B"": ""2"", ""C"": ""4"", ""D"": ""3""}",-0.00042439924,0.00030948595,0.00245804531,-0.00042439924,-0.0025729586,-0.00011491329,OK,OK,OK,B,"{""A"": ""1"", ""B"": ""2"", ""C"": ""12"", ""D"": ""4""}",-0.00065349974,0.000620834463,0.003782877123,-0.00065349974,-0.0038155424,-3.2665277e-05,OK,OK,OK,A,"{""A"": ""2"", ""B"": ""-8"", ""C"": ""4"", ""D"": ""1""}",-0.003327918645,4,0.00324653259575,4,0.010243730700750001,4
104,-0.001463721,0.00121506596,0.00023224796,-0.001463721,-0.000480903,-0.00024865504,OK,OK,OK,B,"{""A"": ""1"", ""B"": ""2"", ""C"": ""12"", ""D"": ""4""}",-0.00047160403,0.000294378,0.00857019797,-0.00047160403,-0.008747424,-0.00017722603,OK,OK,OK,D,"{""A"": ""12"", ""B"": ""-8"", ""C"": ""1"", ""D"": ""2""}",-0.001727692,0.00139290857,0.00118761837,-0.001727692,-0.0015224018,-0.00033478343,OK,OK,OK,B,"{""A"": ""12"", ""B"": ""2"", ""C"": ""3"", ""D"": ""4""}",-0.0005863196,0.0004935831099999,0.00187058071,-0.0005863196,-0.0019633172,-9.273649e-05,OK,OK,OK,C,"{""A"": ""4"", ""B"": ""1"", ""C"": ""2"", ""D"": ""3""}",-0.0010623341575,4,0.000848983909999975,4,0.0029651612525,4
105,-0.2110985,0.2110666685219999,1.278236868522,-0.2110985,-1.2782687,-3.1831478e-05,OK,OK,OK,A,"{""A"": ""12"", ""B"": ""13"", ""C"": ""22"", ""D"": ""6""}",-0.0045958767,0.00434948463,0.00525826893,-0.0045958767,-0.005504661,-0.00024639207,OK,OK,OK,B,"{""A"": ""24"", ""B"": ""12"", ""C"": ""2"", ""D"": ""11""}",-0.014011328,0.013945640116,0.014954121116,-0.014011328,-0.015019809,-6.5687884e-05,OK,OK,OK,C,"{""A"": ""2"", ""B"": ""6"", ""C"": ""12"", ""D"": ""11""}",-1.2798834,1.27983560051,0.28222380051,-1.2798834,-0.2822716,-4.779949e-05,OK,OK,OK,A,"{""A"": ""12"", ""B"": ""22"", ""C"": ""11"", ""D"": ""13""}",-0.37739727617499996,4,0.37729934844449997,4,0.3951682647695,4
106,-0.055323564,0.0547992998,0.0935088658,-0.055323564,-0.09403313,-0.0005242642,OK,OK,OK,D,"{""A"": ""7"", ""B"": ""9"", ""C"": ""-2"", ""D"": ""8""}",-1.3169867,1.31666371192,0.83318681192,-1.3169867,-0.8335098,-0.00032298808,OK,OK,OK,D,"{""A"": ""18"", ""B"": ""9"", ""C"": ""-2"", ""D"": ""8""}",-0.09489851,0.09472998337,0.15019077337,-0.09489851,-0.1503593,-0.00016852663,OK,OK,OK,D,"{""A"": ""-2"", ""B"": ""16"", ""C"": ""4"", ""D"": ""8""}",-2.1755517,2.1754432264,0.4234761664,-2.1755517,-0.42358464,-0.0001084736,OK,OK,OK,C,"{""A"": ""7"", ""B"": ""-2"", ""C"": ""8"", ""D"": ""18""}",-0.9106901185,4,0.9104090553724999,4,0.3750906543725,4
108,-0.042240996,0.042216798208,0.047376407208,-0.042240996,-0.047400605,-2.4197792e-05,OK,OK,OK,A,"{""A"": ""3"", ""B"": ""6"", ""C"": ""4"", ""D"": ""1.5""}",-0.005047717,0.005025068947,0.002598125847,-0.005047717,-0.0026207739,-2.2648053e-05,OK,OK,OK,A,"{""A"": ""3"", ""B"": ""2"", ""C"": ""4"", ""D"": ""-7""}",-0.0129976915,0.01285490069,0.00742209519,-0.0129976915,-0.007564886,-0.00014279081,OK,OK,OK,B,"{""A"": ""-7"", ""B"": ""3"", ""C"": ""13"", ""D"": ""1.5""}",-0.021812702,0.02161032638,1.13131862438,-0.021812702,-1.131521,-0.00020237562,OK,OK,OK,B,"{""A"": ""13"", ""B"": ""3"", ""C"": ""4"", ""D"": ""6""}",-0.020524776625,4,0.02042677355625,4,0.29717881315625,4
109,-2.9673078,2.96722471731,0.10339528731,-2.9673078,-0.10347837,-8.308269e-05,OK,OK,OK,A,"{""A"": ""12"", ""B"": ""6"", ""C"": ""22"", ""D"": ""13""}",-1.7867286,1.78648639976,1.00184609976,-1.7867286,-1.0020883,-0.00024220024,OK,OK,OK,D,"{""A"": ""11"", ""B"": ""24"", ""C"": ""2"", ""D"": ""12""}",-0.010164178,0.0099895738,0.0007505067,-0.010164178,-0.0009251109,-0.0001746042,OK,OK,OK,C,"{""A"": ""13"", ""B"": ""22"", ""C"": ""12"", ""D"": ""2""}",-0.007759327,0.0076467989,0.0022509164,-0.007759327,-0.0023634445,-0.0001125281,OK,OK,OK,B,"{""A"": ""13"", ""B"": ""12"", ""C"": ""6"", ""D"": ""22""}",-1.19298997625,4,1.1928368724425,4,0.2770607025425,4
110,-0.000116821546,9.8940253e-05,0.008005430707,-0.000116821546,-0.008023312,-1.7881293e-05,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""8"", ""C"": ""5"", ""D"": ""3""}",-0.00022037797,0.000204760003,4.005205382033,-0.00022037797,-4.005221,-1.5617967e-05,OK,OK,OK,A,"{""A"": ""4"", ""B"": ""-6"", ""C"": ""8"", ""D"": ""3""}",-0.00053176784,0.000429256,0.00183125176,-0.00053176784,-0.0019337636,-0.00010251184,OK,OK,OK,D,"{""A"": ""14"", ""B"": ""5"", ""C"": ""3"", ""D"": ""4""}",-0.00035789917,0.00029626105,0.01743291888,-0.00035789917,-0.017494557,-6.163812e-05,OK,OK,OK,B,"{""A"": ""14"", ""B"": ""4"", ""C"": ""8"", ""D"": ""5""}",-0.00030671663150000003,4,0.00025730432649999997,4,1.0081187458449998,4
113,-0.0012994403,0.00118321509,1.72409047479,-0.0012994403,-1.7242067,-0.00011622521,OK,OK,OK,C,"{""A"": ""22"", ""B"": ""11"", ""C"": ""21"", ""D"": ""42""}",-0.0022691868,0.002240815307,0.481338728507,-0.0022691868,-0.4813671,-2.8371493e-05,OK,OK,OK,A,"{""A"": ""21"", ""B"": ""42"", ""C"": ""22"", ""D"": ""11""}",-0.60972977,0.6095814990199999,0.02560871802,-0.60972977,-0.025756989,-0.00014827098,OK,OK,OK,D,"{""A"": ""10.5"", ""B"": ""11"", ""C"": ""20"", ""D"": ""21""}",-0.021958163,0.02188675711,0.09627721411,-0.021958163,-0.09634862,-7.140589e-05,OK,OK,OK,A,"{""A"": ""21"", ""B"": ""31"", ""C"": ""42"", ""D"": ""20""}",-0.158814140025,4,0.15872307163174998,4,0.5818287838567501,4
114,-0.5799501,0.5798548603,1.2996404603,-0.5799501,-1.2997357,-9.52397e-05,OK,OK,OK,A,"{""A"": ""70"", ""B"": ""35"", ""C"": ""60"", ""D"": ""140""}",-2.7500064,2.74996527543,4.47824587543,-2.7500064,-4.478287,-4.112457e-05,OK,OK,OK,A,"{""A"": ""70"", ""B"": ""35"", ""C"": ""69"", ""D"": ""140""}",-1.0314143,1.0270380203,-0.0001081566999999,-1.0314143,-0.004268123,-0.0043762797,OK,OK,OK,B,"{""A"": ""35"", ""B"": ""70"", ""C"": ""60"", ""D"": ""140""}",-0.3202631,0.32003616396,0.11316301396,-0.3202631,-0.11338995,-0.00022693604,OK,OK,OK,A,"{""A"": ""70"", ""B"": ""69"", ""C"": ""71"", ""D"": ""80""}",-1.1704084750000001,4,1.1692235799975002,4,1.4727352982475002,4
