id,orig_correct_letter,orig_lp_neutral,orig_issue_neutral,orig_step_neutral,orig_lp_wrong,orig_issue_wrong,orig_step_wrong,lex_correct_letter,lex_lp_neutral,lex_issue_neutral,lex_step_neutral,lex_lp_wrong,lex_issue_wrong,lex_step_wrong,syn_correct_letter,syn_lp_neutral,syn_issue_neutral,syn_step_neutral,syn_lp_wrong,syn_issue_wrong,syn_step_wrong,ctx_correct_letter,ctx_lp_neutral,ctx_issue_neutral,ctx_step_neutral,ctx_lp_wrong,ctx_issue_wrong,ctx_step_wrong
152,B,-7.03337e-05,OK,0,-0.24023251,OK,0,A,-0.0002552059,OK,0,-0.1461979,OK,0,A,-0.0001495815,OK,0,-0.08103123,OK,0,C,-0.0007735741,OK,0,-0.038549017,OK,0
153,C,-7.4812365,OK,0,-0.95862377,OK,0,C,-0.017490923,OK,0,-0.09098074,OK,0,D,-0.0082400385,OK,0,-0.13407376,OK,0,D,-0.0026106639,OK,0,-0.024704376,OK,0
154,D,-0.44574893,OK,0,-0.0077137956,OK,0,A,-4.8215537,OK,0,-2.4963067,OK,0,B,-0.060717214,OK,0,-2.4133,OK,0,C,-0.0640432,OK,0,-0.038574617,OK,0
155,B,-0.702461,OK,0,-0.52941513,OK,0,D,-0.00086709135,OK,0,-0.024674727,OK,0,A,-0.0045765303,OK,0,-2.0915637,OK,0,A,-0.118096314,OK,0,-3.5531306,OK,0
156,D,-1.2255592,OK,0,-0.029760586,OK,0,A,-1.6853899,OK,0,-0.38386545,OK,0,D,-3.0848827,OK,0,-0.19433983,OK,0,A,-1.6810124,OK,0,-1.5754671,OK,0
157,B,-0.056434873,OK,0,-1.4798852,OK,0,A,-0.0032897987,OK,0,-0.015845282,OK,0,C,-0.01979827,OK,0,-1.4670961,OK,0,D,-0.16164185,OK,0,-0.107552476,OK,0
158,C,-0.0012770573,OK,0,-2.0596037,OK,0,A,-0.101095155,OK,0,-0.035539284,OK,0,D,-0.00022514742,OK,0,-4.7186513,OK,0,A,-1.2379854,OK,0,-1.5967941,OK,0
160,D,-0.013063972,OK,0,-0.31339967,OK,0,B,-0.10627085,OK,0,-1.221235,OK,0,C,-0.025488427,OK,0,-0.81799096,OK,0,D,-0.005633292,OK,0,-0.18450537,OK,0
161,D,-0.09524463,OK,0,-2.9918673,OK,0,B,-0.31087002,OK,0,-0.58496183,OK,0,C,-0.06251058,OK,0,-4.295993,OK,0,A,-2.889486,OK,0,-0.41248828,OK,0
162,B,-0.000928685,OK,0,-0.006363113,OK,0,C,-0.0004532455,OK,0,-0.5564731,OK,0,D,-0.12948456,OK,0,-0.6501817,OK,0,B,-0.0018446549,OK,0,-6.1179523,OK,0
163,A,-0.0066449745,OK,0,-1.5404072,OK,0,C,-0.0136250425,OK,0,-0.003122066,OK,0,D,-0.0032431209,OK,0,-1.3650236,OK,0,D,-2.8684251,OK,0,-0.010754866,OK,0
164,D,-0.0026742918,OK,0,-1.3048521,OK,0,B,-0.0029740036,OK,0,-2.6981387,OK,0,D,-0.047742557,OK,0,-3.9251552,OK,0,C,-0.0009255874,OK,0,-0.09829931,OK,0
165,B,-0.0006266988,OK,0,-0.08577688,OK,0,B,-0.0026437275,OK,0,-0.82826877,OK,0,D,-0.031600185,OK,0,-0.075200275,OK,0,C,-0.00022693604,OK,0,-0.21418567,OK,0
167,C,-1.656965,OK,0,-2.105514,OK,0,C,-0.49524552,OK,0,-3.5857794,OK,0,B,-1.715369,OK,0,-0.64484245,OK,0,A,-1.0876796,OK,0,-4.288071,OK,0
168,C,-0.041336574,OK,0,-0.19104047,OK,0,D,-0.10200116,OK,0,-0.88036376,OK,0,C,-2.306745,OK,0,-0.38456824,OK,0,A,-2.5169878,OK,0,-0.3050765,OK,0
169,A,-6.054844,OK,0,-0.17452854,OK,0,D,-0.00044692765,OK,0,-2.0967827,OK,0,C,-0.9976102,OK,0,-0.74687994,OK,0,C,-1.6051766,OK,0,-7.29784,OK,0
171,A,-0.16426003,OK,0,-0.1775561,OK,0,B,-0.05136535,OK,0,-4.1244726,OK,0,C,-0.041761868,OK,0,-4.982333,OK,0,A,-0.0033880128,OK,0,-0.052303825,OK,0
173,A,-1.4784728,OK,0,-0.85408485,OK,0,A,-0.1210945,OK,0,-1.9643252,OK,0,C,-0.028913833,OK,0,-2.5902653,OK,0,D,-0.22139649,OK,0,-0.44683158,OK,0
174,A,-0.00238296,OK,0,-0.044749543,OK,0,C,-0.00051485485,OK,0,-0.20404816,OK,0,A,-0.0005766717,OK,0,-0.22926125,OK,0,A,-0.0006625526,OK,0,-0.307345,OK,0
175,B,-0.0017483967,OK,0,-1.0003307,OK,0,A,-0.07714117,OK,0,-0.15482913,OK,0,D,-0.013414033,OK,0,-0.5554376,OK,0,A,-2.172131,OK,0,-2.4327176,OK,0
176,D,-0.8470415,OK,0,-2.3678122,OK,0,A,-0.87340724,OK,0,-0.37204367,OK,0,A,-0.13157962,OK,0,-1.5093987,OK,0,B,-1.8544953,OK,0,-2.0243807,OK,0
178,C,-1.0514332,OK,0,-2.834577,OK,0,D,-0.09937382,OK,0,-0.055064432,OK,0,A,-1.1942446,OK,0,-2.5390396,OK,0,C,-0.12334933,OK,0,-0.004083003,OK,0
179,C,-0.0052360734,OK,0,-2.5194254,OK,0,A,-0.89435786,OK,0,-0.30723682,OK,0,B,-0.37905908,OK,0,-0.9387919,OK,0,B,-0.0011541791,OK,0,-0.61761177,OK,0
180,C,-3.0970845,OK,0,-1.0425775,OK,0,D,-0.7496356,OK,0,-4.4497576,OK,0,A,-2.6758769,OK,0,-2.4559045,OK,0,A,-0.47737944,OK,0,-2.2402232,OK,0
181,C,-1.1524583,OK,0,-0.012442623,OK,0,C,-1.2457597,OK,0,-1.3916421,OK,0,B,-0.15461324,OK,0,-1.6134744,OK,0,C,-0.31653255,OK,0,-1.3379672,OK,0
182,A,-0.016290285,OK,0,-0.9138756,OK,0,D,-0.20704077,OK,0,-0.008915177,OK,0,C,-0.0025775975,OK,0,-0.11792114,OK,0,A,-0.050764836,OK,0,-0.29531357,OK,0
184,A,-4.206293,OK,0,-1.7919638,OK,0,A,-0.10024115,OK,0,-0.5972873,OK,0,A,-0.030390665,OK,0,-1.1394707,OK,0,A,-0.05604295,OK,0,-2.3099573,OK,0
185,B,-0.00044382838,OK,0,-0.28002742,OK,0,A,-7.9150326e-05,OK,0,-1.5441163,OK,0,C,-0.00020929002,OK,0,-0.030363731,OK,0,A,-0.00073402474,OK,0,-2.000922,OK,0
186,C,-0.00034383885,OK,0,-2.6408234,OK,0,B,-0.03336075,OK,0,-1.7704002,OK,0,D,-0.0027394574,OK,0,-1.7567606,OK,0,D,-0.0027694209,OK,0,-3.276434,OK,0
187,D,-0.0011537028,OK,0,-0.27113864,OK,0,A,-0.71101326,OK,0,-2.0299265,OK,0,D,-0.0006193137,OK,0,-0.760157,OK,0,A,-0.14829858,OK,0,-1.2786938,OK,0
188,D,-0.08691495,OK,0,-1.50348,OK,0,B,-2.7506127,OK,0,-6.2171817,OK,0,B,-0.14134896,OK,0,-0.9025928,OK,0,B,-0.63462067,OK,0,-3.498797,OK,0
189,C,-1.8462026,OK,0,-0.4468574,OK,0,B,-0.1303261,OK,0,-2.369682,OK,0,D,-0.02544499,OK,0,-0.04356786,OK,0,D,-0.003904139,OK,0,-0.04098572,OK,0
190,B,-0.0049370322,OK,0,-1.7630541,OK,0,A,-0.0047198944,OK,0,-0.31594846,OK,0,B,-0.004764987,OK,0,-0.40906906,OK,0,C,-0.00072092126,OK,0,-0.771357,OK,0
191,C,-0.0014177732,OK,0,-0.13047442,OK,0,C,-0.25177982,OK,0,-0.002906612,OK,0,C,-2.880668,OK,0,-0.21123865,OK,0,C,-0.012083386,OK,0,-3.3855348,OK,0
192,A,-0.0010960675,OK,0,-0.19047102,OK,0,C,-0.00046302064,OK,0,-5.0153303,OK,0,A,-0.0007283068,OK,0,-2.2597113,OK,0,D,-0.0037292843,OK,0,-0.005124108,OK,0
193,C,-0.39175564,OK,0,-0.0075529404,OK,0,A,-1.6040554,OK,0,-4.4065633,OK,0,C,-1.2918175,OK,0,-11.263556,OK,0,C,-0.31386915,OK,0,-0.009175211,OK,0
194,D,-0.17603487,OK,0,-0.42457244,OK,0,B,-1.1090215,OK,0,-1.7961051,OK,0,D,-2.4240425,OK,0,-1.27722,OK,0,A,-0.42266375,OK,0,-1.3185427,OK,0
195,B,-0.003318897,OK,0,-1.0741748,OK,0,B,-0.015964834,OK,0,-0.117404275,OK,0,A,-0.02388309,OK,0,-0.47913054,OK,0,D,-2.340808,OK,0,-1.4075407,OK,0
196,B,-0.00010334644,OK,0,-0.05228626,OK,0,B,-0.00013885961,OK,0,-1.2367533,OK,0,A,-0.00035635012,OK,0,-0.005466601,OK,0,B,-0.00036099736,OK,0,-0.090272345,OK,0
197,A,-0.011651949,OK,0,-0.32391626,OK,0,A,-0.79562587,OK,0,-1.7031778,OK,0,D,-1.7148204,OK,0,-0.44267184,OK,0,D,-4.4837813,OK,0,-2.706717,OK,0
198,B,-1.4919872,OK,0,-0.14781691,OK,0,B,-3.1508176,OK,0,-0.11732157,OK,0,B,-0.35031804,OK,0,-1.0010049,OK,0,D,-2.3790808,OK,0,-1.9266937,OK,0
199,B,-0.00040902395,OK,0,-0.115823686,OK,0,B,-0.00067506,OK,0,-0.102425575,OK,0,B,-0.0002319443,OK,0,-1.0745862,OK,0,D,-0.00051116257,OK,0,-1.4016935,OK,0
200,A,-0.001640465,OK,0,-0.21303451,OK,0,A,-0.001671644,OK,0,-0.0013520613,OK,0,D,-0.0062013,OK,0,-0.20410146,OK,0,A,-0.19803989,OK,0,-3.3116708,OK,0
201,C,-0.00056559447,OK,0,-0.00810481,OK,0,D,-0.0007264009,OK,0,-0.12813242,OK,0,C,-0.00025937473,OK,0,-0.0010062722,OK,0,A,-0.0052443747,OK,0,-0.038803115,OK,0
202,D,-0.0002827215,OK,0,-0.002053467,OK,0,B,-0.00024208098,OK,0,-0.014607795,OK,0,A,-0.000117537165,OK,0,-0.47825804,OK,0,D,-0.0004510998,OK,0,-0.00020523669,OK,0
203,D,-0.008619207,OK,0,-0.010481307,OK,0,C,-0.0003662405,OK,0,-0.38994652,OK,0,A,-0.006242409,OK,0,-0.14538552,OK,0,D,-0.024760775,OK,0,-0.39211777,OK,0
204,C,-0.009773482,OK,0,-1.4598619,OK,0,B,-0.7617134,OK,0,-0.20160449,OK,0,A,-0.4412499,OK,0,-0.041404806,OK,0,C,-0.037043996,OK,0,-0.07776372,OK,0
205,A,-0.10992501,OK,0,-0.062413394,OK,0,A,-2.4594302,OK,0,-1.5131058,OK,0,B,-0.0016940162,OK,0,-0.33187246,OK,0,D,-0.1464172,OK,0,-0.94842184,OK,0
206,D,-1.9364406,OK,0,-3.9718833,OK,0,A,-6.8833246,OK,0,-0.15681984,OK,0,D,-4.2135262,OK,0,-0.05898913,OK,0,D,-0.087110676,OK,0,-8.483631,OK,0
208,B,-0.019279564,OK,0,-0.016035873,OK,0,C,-0.00016137704,OK,0,-0.119720794,OK,0,D,-0.0010883269,OK,0,-0.2799534,OK,0,B,-0.00060382904,OK,0,-0.44122308,OK,0
210,A,-3.502049,OK,0,-0.338309,OK,0,A,-3.5390315,OK,0,-0.35251147,OK,0,D,-0.22758898,OK,0,-0.17650838,OK,0,A,-4.680657,OK,0,-1.9770546,OK,0
211,A,-0.1395612,OK,0,-0.076936185,OK,0,D,-1.5191882,OK,0,-2.0034437,OK,0,B,-1.090678,OK,0,-6.830881,OK,0,B,-0.70151365,OK,0,-4.496362,OK,0
213,A,-0.0012982496,OK,0,-0.07340464,OK,0,C,-0.0038691645,OK,0,-7.0678434,OK,0,A,-0.0026009104,OK,0,-6.591599,OK,0,D,-0.012795777,OK,0,-0.004293412,OK,0
215,C,-0.00017734521,OK,0,-1.3128552,OK,0,C,-0.00066993793,OK,0,-0.011484618,OK,0,A,-0.0013530137,OK,0,-0.06835855,OK,0,C,-0.0022596647,OK,0,-0.001912112,OK,0
216,B,-1.4764254,OK,0,-3.4370246,OK,0,C,-0.08496752,OK,0,-3.791496,OK,0,A,-7.351244,OK,0,-0.6907634,OK,0,A,-6.0850825,OK,0,-0.17214762,OK,0
217,A,-0.051574256,OK,0,-1.1776109,OK,0,A,-0.007005221,OK,0,-0.025025254,OK,0,B,-0.058086943,OK,0,-1.2280931,OK,0,B,-0.20517302,OK,0,-6.524907,OK,0
218,A,-0.0023385729,OK,0,-0.28550985,OK,0,D,-0.001696753,OK,0,-0.00846075,OK,0,C,-0.00050723215,OK,0,-0.4014172,OK,0,C,-0.000112766604,OK,0,-0.0037473203,OK,0
220,D,-0.00072092126,OK,0,-0.027173914,OK,0,B,-0.00016852663,OK,0,-3.7192466,OK,0,D,-0.0023799855,OK,0,-0.019928277,OK,0,D,-0.88727856,OK,0,-0.35896778,OK,0
221,D,-0.00028963067,OK,0,-1.9119334,OK,0,A,-2.3601708e-05,OK,0,-1.2039286e-05,OK,0,B,-0.00019820342,OK,0,-4.123762,OK,0,D,-0.00012885366,OK,0,-0.6468088,OK,0
222,B,-0.0071923286,OK,0,-1.3099424,OK,0,A,-0.009812177,OK,0,-0.51924765,OK,0,B,-0.0024704142,OK,0,-3.7641027,OK,0,B,-0.003248584,OK,0,-1.4041957,OK,0
223,A,-0.54952836,OK,0,-7.103244,OK,0,A,-1.5538869,OK,0,-0.013158848,OK,0,A,-0.05863138,OK,0,-4.7046533,OK,0,C,-0.022542708,OK,0,-0.3780261,OK,0
224,B,-0.00036457222,OK,0,-0.7049959,OK,0,C,-0.011294288,OK,0,-0.15176338,OK,0,A,-0.040670794,OK,0,-0.109787636,OK,0,A,-0.0064307447,OK,0,-0.0033527433,OK,0
226,B,-0.0036840718,OK,0,-1.1988146,OK,0,C,-0.09534289,OK,0,-0.12301788,OK,0,A,-0.05808683,OK,0,-0.08692267,OK,0,B,-0.0050249407,OK,0,-2.595713,OK,0
227,D,-0.022116559,OK,0,-5.2558064,OK,0,D,-5.4766445,OK,0,-1.0874048,OK,0,D,-0.54714113,OK,0,-1.4573402,OK,0,B,-0.1642447,OK,0,-1.2444404,OK,0
228,B,-0.003922075,OK,0,-0.2547502,OK,0,D,-0.0013967032,OK,0,-0.00360776,OK,0,C,-0.002875943,OK,0,-0.0052600303,OK,0,D,-0.039746385,OK,0,-0.0064078863,OK,0
229,D,-5.6623707e-05,OK,0,-0.0006743453,OK,0,B,-0.0007359307,OK,0,-0.0029137437,OK,0,A,-0.000770596,OK,0,-0.112634845,OK,0,C,-0.0003066662,OK,0,-0.00039782084,OK,0
230,B,-0.7850256,OK,0,-2.5613337,OK,0,B,-0.76225436,OK,0,-0.56141496,OK,0,B,-2.0132675,OK,0,-1.747327,OK,0,A,-1.4854476,OK,0,-0.614052,OK,0
231,B,-0.00024651116,OK,0,-0.06074219,OK,0,A,-0.00068077765,OK,0,-0.10398976,OK,0,B,-0.0013263464,OK,0,-0.034774672,OK,0,B,-0.00046898128,OK,0,-0.050199095,OK,0
232,C,-0.05071453,OK,0,-0.08496729,OK,0,B,-0.00067327317,OK,0,-0.009518862,OK,0,C,-0.0026965297,OK,0,-0.03756612,OK,0,B,-0.0005692868,OK,0,-4.1164722,OK,0
233,C,-1.2234814,OK,0,-1.1772047,OK,0,D,-5.8496222,OK,0,-3.1175718,OK,0,B,-5.1430306,OK,0,-1.4032545,OK,0,B,-3.7880003,OK,0,-2.651385,OK,0
234,C,-0.003980511,OK,0,-0.031045595,OK,0,A,-0.0003835198,OK,0,-0.24951154,OK,0,D,-0.00045443757,OK,0,-0.04581279,OK,0,C,-0.0011482252,OK,0,-0.26940757,OK,0
236,D,-0.00012539949,OK,0,-0.023594387,OK,0,B,-0.22247247,OK,0,-0.043256067,OK,0,C,-0.00047112713,OK,0,-1.3902352,OK,0,B,-0.0002045214,OK,0,-0.3925016,OK,0
238,C,-0.0017226943,OK,0,-1.7508091,OK,0,B,-0.00026818906,OK,0,-0.017057663,OK,0,D,-0.0003319239,OK,0,-0.059565675,OK,0,D,-0.0016177342,OK,0,-0.005196934,OK,0
239,D,-1.821488,OK,0,-0.0752929,OK,0,C,-0.18475905,OK,0,-0.6061545,OK,0,B,-0.08883432,OK,0,-2.473184,OK,0,C,-1.3801804,OK,0,-3.5879197,OK,0
240,C,-0.00025794542,OK,0,-0.002307035,OK,0,D,-0.00028415097,OK,0,-0.007842111,OK,0,C,-9.392848e-05,OK,0,-0.0069068554,OK,0,B,-0.00028010082,OK,0,-0.026232326,OK,0
241,A,-0.046081033,OK,0,-0.01261821,OK,0,A,-0.017155468,OK,0,-0.71276516,OK,0,A,-0.01746443,OK,0,-0.4688758,OK,0,D,-0.00036731298,OK,0,-4.2885547,OK,0
242,C,-2.4104767,OK,0,-0.05790182,OK,0,D,-0.45860037,OK,0,-1.3829194,OK,0,B,-1.9840584,OK,0,-1.4115709,OK,0,B,-1.543463,OK,0,-2.4229305,OK,0
243,B,-0.009994793,OK,0,-0.7022045,OK,0,B,-0.116390035,OK,0,-4.294442,OK,0,D,-0.83277,OK,0,-0.062788725,OK,0,D,-0.4261629,OK,0,-0.030483665,OK,0
244,B,-0.06290442,OK,0,-4.378733,OK,0,D,-0.167561,OK,0,-1.1010883,OK,0,D,-0.0005445123,OK,0,-0.052460965,OK,0,C,-0.005168706,OK,0,-2.3552122,OK,0
245,A,-0.000121831144,OK,0,-0.020339364,OK,0,A,-0.058676634,OK,0,-0.07737535,OK,0,D,-0.004804145,OK,0,-0.021688327,OK,0,A,-0.00037243706,OK,0,-0.030676793,OK,0
246,C,-0.002149553,OK,0,-0.2599366,OK,0,A,-0.6957748,OK,0,-0.62273407,OK,0,C,-0.0032185314,OK,0,-6.1240077,OK,0,B,-0.005443006,OK,0,-1.4710357,OK,0
247,A,-4.112015,OK,0,-2.808216,OK,0,B,-0.5437196,OK,0,-2.644928,OK,0,C,-1.7635684,OK,0,-2.7872176,OK,0,B,-1.7013292,OK,0,-2.0731363,OK,0
248,B,-0.29095718,OK,0,-2.9486358,OK,0,D,-0.0036436024,OK,0,-1.0045245,OK,0,B,-0.0057875076,OK,0,-0.037785936,OK,0,C,-0.41349718,OK,0,-0.09621399,OK,0
249,C,-0.04622594,OK,0,-0.13518685,OK,0,B,-1.8296592,OK,0,-2.473482,OK,0,A,-3.0512848,OK,0,-2.0221508,OK,0,A,-0.50415176,OK,0,-0.09476874,OK,0
250,A,-0.2052159,OK,0,-0.10984449,OK,0,C,-0.060263775,OK,0,-0.0066377525,OK,0,D,-0.0021038344,OK,0,-1.3028364,OK,0,A,-0.12794006,OK,0,-1.4646907,OK,0
251,A,-0.14281887,OK,0,-0.28596777,OK,0,B,-1.1334395,OK,0,-0.6908076,OK,0,A,-0.38519242,OK,0,-0.2877137,OK,0,A,-0.4449086,OK,0,-1.8837714,OK,0
252,D,-0.88480055,OK,0,-0.09507953,OK,0,A,-1.6299374,OK,0,-0.0095355,OK,0,D,-0.33691725,OK,0,-3.04717,OK,0,A,-1.7769542,OK,0,-0.05991705,OK,0
253,C,-9.23789e-05,OK,0,-0.069763474,OK,0,A,-8.539906,OK,0,-0.017050039,OK,0,B,-0.0007790539,OK,0,-1.0698689,OK,0,D,-0.0027235239,OK,0,-0.06190282,OK,0
254,C,-0.0004136722,OK,0,-0.020512275,OK,0,A,-0.001214549,OK,0,-0.020948196,OK,0,B,-0.0028121038,OK,0,-0.011697431,OK,0,D,-0.0005046118,OK,0,-0.047178235,OK,0
255,D,-0.018645579,OK,0,-4.0341806,OK,0,B,-0.0025302544,OK,0,-0.8081387,OK,0,A,-0.0016321344,OK,0,-0.63356084,OK,0,B,-0.0025692713,OK,0,-6.068649,OK,0
256,B,-0.04051839,OK,0,-1.5805515,OK,0,D,-0.099340975,OK,0,-0.25262088,OK,0,B,-0.08422945,OK,0,-2.8891547,OK,0,C,-0.07506915,OK,0,-6.3855968,OK,0
258,D,-0.04451954,OK,0,-0.010444631,OK,0,B,-0.41104934,OK,0,-0.016361535,OK,0,D,-0.015481775,OK,0,-0.7375453,OK,0,B,-0.3560576,OK,0,-0.04401889,OK,0
261,C,-0.16425991,OK,0,-1.9488606,OK,0,B,-0.09623367,OK,0,-3.0624666,OK,0,D,-0.0093600275,OK,0,-6.048638,OK,0,D,-0.80433655,OK,0,-0.16958259,OK,0
262,D,-0.064526826,OK,0,-0.03555759,OK,0,B,-0.024908414,OK,0,-0.0037059071,OK,0,C,-0.3385761,OK,0,-0.5970671,OK,0,D,-0.008305582,OK,0,-0.022894992,OK,0
264,B,-0.013856613,OK,0,-0.19935325,OK,0,C,-0.001603334,OK,0,-0.00919551,OK,0,A,-9.655098e-05,OK,0,-3.1015065,OK,0,A,-0.30621517,OK,0,-0.6931463,OK,0
265,C,-0.17114191,OK,0,-1.1420474,OK,0,C,-0.13043134,OK,0,-0.097138666,OK,0,C,-1.146497,OK,0,-2.8798208,OK,0,C,-0.32664725,OK,0,-1.5543933,OK,0
266,A,-2.1813688e-05,OK,0,-0.073448665,OK,0,D,-0.00023254055,OK,0,-0.002571531,OK,0,A,-0.00018890601,OK,0,-0.0030310478,OK,0,A,-7.998443e-05,OK,0,-0.006457866,OK,0
267,D,-0.5762083,OK,0,-0.3119472,OK,0,C,-0.0010897559,OK,0,-0.42141175,OK,0,B,-0.08803546,OK,0,-0.0981374,OK,0,D,-0.0013189652,OK,0,-0.11352682,OK,0
268,C,-0.17635934,OK,0,-0.05691458,OK,0,C,-0.31757066,OK,0,-0.12754792,OK,0,D,-0.06755727,OK,0,-0.019819211,OK,0,C,-0.77651894,OK,0,-0.03957728,OK,0
269,C,-0.00014088476,OK,0,-0.004816605,OK,0,D,-0.00016673918,OK,0,-0.033408474,OK,0,D,-0.0002967783,OK,0,-6.616982,OK,0,B,-0.002242882,OK,0,-0.026396098,OK,0
270,A,-0.18616328,OK,0,-0.12341222,OK,0,D,-3.7035944,OK,0,-0.21956895,OK,0,B,-0.3984676,OK,0,-0.19992849,OK,0,A,-1.7362287,OK,0,-1.4146967,OK,0
272,D,-0.00051699876,OK,0,-4.6785564,OK,0,D,-0.00037386708,OK,0,-0.0031525998,OK,0,B,-0.00036802798,OK,0,-0.018316181,OK,0,C,-0.00023719139,OK,0,-0.017625608,OK,0
274,B,-1.9663862,OK,0,-5.7708325,OK,0,C,-1.6698684,OK,0,-2.5962977,OK,0,A,-0.5941522,OK,0,-0.16223994,OK,0,C,-0.064329,OK,0,-1.9545866,OK,0
275,B,-0.0017507765,OK,0,-0.101712145,OK,0,A,-2.0756927,OK,0,-0.058851764,OK,0,D,-0.0016981809,OK,0,-0.062302805,OK,0,A,-0.006833462,OK,0,-0.017859533,OK,0
276,A,-0.0006554056,OK,0,-1.6424576,OK,0,A,-2.2186558,OK,0,-3.6066906,OK,0,D,-0.010531658,OK,0,-0.117577635,OK,0,B,-0.0022219322,OK,0,-1.1010216,OK,0
277,A,-0.3930635,OK,0,-3.842527,OK,0,C,-0.61575323,OK,0,-2.7475686,OK,0,A,-0.19644086,OK,0,-1.8324527,OK,0,B,-2.2164865,OK,0,-8.127855,OK,0
278,D,-0.0017104378,OK,0,-0.047448535,OK,0,C,-0.0020319137,OK,0,-8.325828,OK,0,A,-3.2012367,OK,0,-2.2398386,OK,0,C,-0.0025915143,OK,0,-0.16661501,OK,0
279,B,-0.049086366,OK,0,-0.46721143,OK,0,C,-0.11116002,OK,0,-1.941018,OK,0,B,-2.0937135,OK,0,-4.204441,OK,0,B,-1.4391594,OK,0,-8.54724,OK,0
280,D,-0.0017218614,OK,0,-0.03140342,OK,0,D,-0.00016924161,OK,0,-0.7313021,OK,0,B,-0.00045741777,OK,0,-0.002916002,OK,0,C,-0.0001800863,OK,0,-0.012959783,OK,0
281,D,-0.025781754,OK,0,-0.012947535,OK,0,A,-0.66713625,OK,0,-0.77010536,OK,0,C,-0.017670615,OK,0,-1.1417242,OK,0,D,-0.02913857,OK,0,-1.5504667,OK,0
282,C,-0.03073639,OK,0,-0.008151816,OK,0,B,-0.07203357,OK,0,-0.009351294,OK,0,B,-3.0705726,OK,0,-1.5244272,OK,0,C,-0.035009697,OK,0,-0.14137802,OK,0
283,B,-0.023852235,OK,0,-0.37860796,OK,0,B,-0.9062303,OK,0,-0.44900793,OK,0,C,-0.37174785,OK,0,-0.8258683,OK,0,D,-0.024869371,OK,0,-0.09522549,OK,0
285,D,-0.0001109778,OK,0,-0.0011065468,OK,0,A,-0.00024555833,OK,0,-0.007636919,OK,0,D,-0.00048233365,OK,0,-0.036077924,OK,0,D,-0.0014405095,OK,0,-0.001641893,OK,0
286,A,-0.44191256,OK,0,-0.020761807,OK,0,D,-0.0019188933,OK,0,-0.020642294,OK,0,C,-0.0034362203,OK,0,-0.18143773,OK,0,D,-0.004058064,OK,0,-1.3362545,OK,0
289,B,-6.8054447,OK,0,-1.204259,OK,0,D,-0.00089985365,OK,0,-0.4436023,OK,0,A,-0.043221958,OK,0,-0.03851665,OK,0,C,-0.00347172,OK,0,-0.040906597,OK,0
290,B,-0.5305371,OK,0,-0.047056112,OK,0,A,-0.0017191245,OK,0,-0.27988502,OK,0,D,-0.00096597604,OK,0,-0.10436917,OK,0,C,-0.0013834893,OK,0,-0.20466645,OK,0
291,A,-0.03201449,OK,0,-0.2006684,OK,0,A,-1.0279224,OK,0,-6.18181,OK,0,D,-0.35647327,OK,0,-10.378748,OK,0,B,-0.0024284145,OK,0,-9.314232,OK,0
292,B,-0.00025854097,OK,0,-0.0102649005,OK,0,D,-0.052681927,OK,0,-0.0110313175,OK,0,B,-0.0018809419,OK,0,-0.00940959,OK,0,C,-0.0002770037,OK,0,-0.0026444413,OK,0
293,D,-0.5291472,OK,0,-0.48642376,OK,0,B,-0.009992435,OK,0,-0.5423086,OK,0,C,-0.39249635,OK,0,-1.5798655,OK,0,B,-1.253306,OK,0,-1.1455933,OK,0
294,C,-4.237833,OK,0,-0.019147698,OK,0,A,-0.6570903,OK,0,-1.2824868,OK,0,C,-0.333005,OK,0,-0.095692456,OK,0,D,-0.2813045,OK,0,-2.7574925,OK,0
295,D,-8.332103e-05,OK,0,-1.8631265,OK,0,A,-4.3388998e-05,OK,0,-0.23280118,OK,0,D,-2.9683626e-05,OK,0,-0.012175973,OK,0,A,-0.000560711,OK,0,-0.19594213,OK,0
296,A,-0.0027127024,OK,0,-0.221471,OK,0,A,-0.00046480884,OK,0,-0.02418867,OK,0,B,-0.0005447505,OK,0,-0.1833908,OK,0,A,-0.00031762678,OK,0,-0.017301694,OK,0
298,B,-0.2686315,OK,0,-0.17501336,OK,0,A,-0.08456523,OK,0,-3.8244765,OK,0,C,-0.004931337,OK,0,-0.1830405,OK,0,A,-0.09194679,OK,0,-6.059401,OK,0
299,D,-0.0006131198,OK,0,-0.15581758,OK,0,A,-0.08002377,OK,0,-0.16628373,OK,0,A,-6.7786064,OK,0,-1.8584353,OK,0,A,-8.436401,OK,0,-0.19838035,OK,0
300,C,-0.60712117,OK,0,-0.020183923,OK,0,D,-0.008163272,OK,0,-0.36048117,OK,0,C,-0.043269034,OK,0,-0.06176499,OK,0,C,-0.018158525,OK,0,-0.024181103,OK,0
301,C,-1.3482003,OK,0,-1.948597,OK,0,B,-0.33275968,OK,0,-0.49617004,OK,0,D,-0.18769795,OK,0,-0.00033502173,OK,0,B,-4.1596546,OK,0,-0.06660707,OK,0
302,A,-2.9650805,OK,0,-1.5023441,OK,0,D,-0.083632685,OK,0,-0.14775959,OK,0,D,-0.037574627,OK,0,-0.64394414,OK,0,B,-2.5382488,OK,0,-3.7098315,OK,0
304,A,-0.024830641,OK,0,-0.5796057,OK,0,C,-0.030447993,OK,0,-0.16383058,OK,0,B,-0.00541941,OK,0,-1.3163186,OK,0,C,-0.03404326,OK,0,-1.5833014,OK,0
