id,gold_label,pred_original_base,pred_original_nec,pred_original_nec_ctrl,pred_original_suff,pred_original_suff_ctrl,coverage_original,score_original_nec_flip,score_original_nec_ctrl_flip,score_original_suff_stay,score_original_suff_ctrl_stay,pred_lexical_base,pred_lexical_nec,pred_lexical_nec_ctrl,pred_lexical_suff,pred_lexical_suff_ctrl,coverage_lexical,score_lexical_nec_flip,score_lexical_nec_ctrl_flip,score_lexical_suff_stay,score_lexical_suff_ctrl_stay,pred_syntactic_base,pred_syntactic_nec,pred_syntactic_nec_ctrl,pred_syntactic_suff,pred_syntactic_suff_ctrl,coverage_syntactic,score_syntactic_nec_flip,score_syntactic_nec_ctrl_flip,score_syntactic_suff_stay,score_syntactic_suff_ctrl_stay,pred_pragmatic_base,pred_pragmatic_nec,pred_pragmatic_nec_ctrl,pred_pragmatic_suff,pred_pragmatic_suff_ctrl,coverage_pragmatic,score_pragmatic_nec_flip,score_pragmatic_nec_ctrl_flip,score_pragmatic_suff_stay,score_pragmatic_suff_ctrl_stay
114,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.8125,1,0,1,0,contradiction,neutral,neutral,neutral,contradiction,0.8125,1,1,0,1,contradiction,neutral,contradiction,contradiction,neutral,0.5625,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.5625,1,0,1,0
117,neutral,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3500,0,0,1,1
119,contradiction,neutral,neutral,neutral,neutral,neutral,0.0500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1
120,contradiction,neutral,neutral,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.7500,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.7500,0,0,1,0
122,contradiction,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4615,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1
123,neutral,neutral,neutral,neutral,neutral,neutral,0.2941,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2941,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1
124,neutral,neutral,neutral,neutral,neutral,neutral,0.4706,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5882,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5882,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1
125,entailment,entailment,neutral,entailment,neutral,neutral,0.4118,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.5294,1,1,0,0,entailment,neutral,neutral,entailment,neutral,0.2941,1,1,1,0,entailment,neutral,neutral,entailment,neutral,0.3529,1,1,1,0
126,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.5833,1,0,0,0,contradiction,neutral,contradiction,contradiction,neutral,0.8333,1,0,1,0,contradiction,neutral,contradiction,neutral,neutral,0.8333,1,0,0,0,neutral,neutral,contradiction,contradiction,contradiction,0.6667,0,1,0,0
127,neutral,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1
128,entailment,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.7500,0,0,1,1,entailment,entailment,entailment,entailment,neutral,0.7500,0,0,1,0,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1
130,neutral,neutral,entailment,neutral,neutral,neutral,0.8333,1,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1
131,entailment,entailment,neutral,neutral,neutral,neutral,0.4000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.5500,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4500,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4500,1,1,0,0
132,neutral,neutral,neutral,neutral,neutral,neutral,0.8000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6000,0,0,1,1
133,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.7500,1,0,1,1,contradiction,neutral,contradiction,contradiction,contradiction,0.6250,1,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.6250,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.7500,1,1,0,0
134,neutral,neutral,neutral,unknown,neutral,unknown,1.0000,0,0,1,0,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1
135,neutral,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
136,neutral,neutral,neutral,entailment,neutral,neutral,0.4118,0,1,1,1,entailment,neutral,neutral,neutral,neutral,0.3529,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.3529,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.4706,1,0,0,0
137,neutral,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.0909,0,0,1,0
138,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.9000,1,0,1,1
141,entailment,entailment,neutral,entailment,entailment,contradiction,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2632,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0
142,neutral,neutral,neutral,neutral,neutral,neutral,0.5455,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5455,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5455,0,0,1,1
143,contradiction,neutral,neutral,neutral,neutral,neutral,0.3571,0,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.3571,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.6429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
144,neutral,neutral,contradiction,neutral,neutral,neutral,0.4118,1,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.5294,1,0,1,1,neutral,neutral,neutral,neutral,entailment,0.4118,0,0,1,0,neutral,contradiction,neutral,neutral,neutral,0.4118,1,0,1,1
146,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,unknown,entailment,entailment,entailment,1.0000,0,0,1,1
148,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.2308,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.0769,1,0,1,0,contradiction,neutral,neutral,contradiction,neutral,0.0769,1,1,1,0,contradiction,neutral,contradiction,neutral,neutral,0.2308,1,0,0,0
150,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,unknown,entailment,entailment,entailment,1.0000,0,0,1,1
151,neutral,neutral,neutral,neutral,neutral,neutral,0.3182,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0455,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1364,0,0,1,1
152,entailment,entailment,neutral,entailment,entailment,entailment,0.6000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6000,1,0,1,0
154,entailment,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1
156,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.3333,0,1,1,1,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1
157,entailment,entailment,neutral,entailment,neutral,neutral,0.2000,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3000,1,0,1,0,entailment,entailment,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3000,1,0,1,0
159,entailment,entailment,neutral,entailment,entailment,entailment,0.3571,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3571,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3571,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3571,1,0,1,0
160,entailment,entailment,contradiction,entailment,entailment,neutral,0.2353,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1765,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.2353,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2941,1,0,1,0
161,entailment,entailment,neutral,neutral,neutral,entailment,0.4286,1,1,0,1,entailment,neutral,entailment,neutral,neutral,0.4286,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.4286,1,1,0,0,entailment,neutral,neutral,neutral,entailment,0.5714,1,1,0,1
164,neutral,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1
165,entailment,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
167,contradiction,contradiction,neutral,neutral,contradiction,neutral,0.2273,1,1,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.3636,1,0,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.2727,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.3636,1,0,1,0
168,contradiction,neutral,neutral,neutral,neutral,neutral,0.8333,0,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
169,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1
170,entailment,entailment,contradiction,entailment,entailment,neutral,0.4375,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0,entailment,contradiction,entailment,entailment,entailment,0.4375,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0
171,entailment,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.4444,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1
173,entailment,entailment,neutral,entailment,entailment,entailment,0.1304,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.1739,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.1304,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.1304,1,0,1,0
174,entailment,contradiction,neutral,neutral,neutral,neutral,0.0769,1,1,0,0,neutral,neutral,contradiction,neutral,neutral,0.3077,0,1,1,1,neutral,entailment,neutral,neutral,neutral,0.2308,1,0,1,1,contradiction,neutral,contradiction,neutral,neutral,0.0769,1,0,0,0
175,entailment,entailment,neutral,entailment,entailment,entailment,0.5263,1,0,1,1,entailment,neutral,neutral,neutral,neutral,0.5263,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.4211,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4211,1,0,1,0
177,entailment,entailment,neutral,entailment,entailment,entailment,0.6111,1,0,1,1,entailment,neutral,entailment,neutral,neutral,0.6667,1,0,0,0,entailment,neutral,entailment,entailment,entailment,0.6111,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1
179,contradiction,neutral,neutral,contradiction,contradiction,contradiction,0.5789,0,1,0,0,contradiction,contradiction,neutral,contradiction,neutral,0.5263,0,1,1,0,neutral,neutral,neutral,neutral,contradiction,0.8947,0,0,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.8947,1,0,1,1
180,entailment,entailment,neutral,entailment,unknown,neutral,0.3333,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2222,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5556,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.4444,1,0,0,0
181,contradiction,contradiction,entailment,neutral,neutral,contradiction,0.5000,1,1,0,1,contradiction,entailment,neutral,neutral,contradiction,0.7000,1,1,0,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,contradiction,entailment,neutral,contradiction,contradiction,0.5000,1,1,1,1
182,contradiction,neutral,neutral,contradiction,neutral,entailment,0.0769,0,1,1,0,contradiction,neutral,contradiction,neutral,entailment,0.1538,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0769,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.0769,1,0,0,0
183,entailment,entailment,neutral,entailment,entailment,neutral,0.2000,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.1000,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.4000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.4000,1,0,1,1
184,entailment,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.6250,1,0,1,1
185,entailment,entailment,neutral,entailment,neutral,neutral,0.1500,1,0,0,0,entailment,contradiction,neutral,neutral,neutral,0.2500,1,1,0,0,entailment,contradiction,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,contradiction,entailment,neutral,neutral,0.3000,1,0,0,0
186,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4375,0,0,1,1
187,entailment,entailment,neutral,entailment,entailment,neutral,0.0870,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.1304,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0435,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0870,1,0,1,0
188,neutral,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2000,0,0,1,1
189,entailment,entailment,neutral,entailment,entailment,neutral,0.1500,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.3000,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.3500,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.3000,1,0,1,1
190,entailment,entailment,neutral,entailment,entailment,neutral,0.4615,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.6154,1,0,1,0,entailment,entailment,entailment,entailment,neutral,0.6923,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.5385,1,0,1,0
191,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.8750,1,0,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.7500,1,0,1,0,neutral,neutral,contradiction,contradiction,neutral,0.6250,0,1,0,1,neutral,neutral,contradiction,contradiction,neutral,0.5000,0,1,0,1
193,entailment,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4545,0,0,1,1,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1
194,neutral,neutral,neutral,neutral,neutral,neutral,0.4706,0,0,1,1,entailment,neutral,entailment,neutral,neutral,0.4706,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.5294,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.6471,1,1,0,0
195,neutral,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,entailment,neutral,neutral,neutral,1.0000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1
196,entailment,entailment,neutral,neutral,neutral,neutral,0.3750,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6250,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3750,1,0,0,0,entailment,unknown,entailment,entailment,entailment,0.7500,0,0,1,1
198,neutral,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1
199,contradiction,contradiction,neutral,neutral,neutral,neutral,0.3810,1,1,0,0,contradiction,neutral,contradiction,contradiction,contradiction,0.4286,1,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.2857,1,0,1,1,contradiction,neutral,contradiction,neutral,neutral,0.3810,1,0,0,0
200,entailment,entailment,contradiction,entailment,entailment,neutral,0.4286,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4286,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4286,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4286,1,0,1,0
202,entailment,entailment,entailment,entailment,entailment,entailment,0.1250,0,0,1,1,entailment,neutral,entailment,entailment,entailment,0.2500,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.5000,0,0,1,1,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1
204,neutral,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
205,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3889,0,0,1,1
206,neutral,neutral,neutral,neutral,neutral,neutral,0.9091,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5455,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1
207,neutral,neutral,neutral,neutral,neutral,entailment,0.4444,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1
208,neutral,neutral,neutral,neutral,neutral,neutral,0.3667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2333,0,0,1,1
209,entailment,entailment,neutral,entailment,entailment,neutral,0.3500,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.3000,1,1,1,0,entailment,contradiction,entailment,entailment,neutral,0.3500,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3500,1,0,0,0
210,neutral,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
211,entailment,entailment,neutral,entailment,entailment,entailment,0.3158,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.2632,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.3158,1,1,1,0
212,contradiction,neutral,neutral,neutral,neutral,neutral,0.9333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9333,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.4667,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.9333,0,0,1,1
213,entailment,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1,entailment,neutral,entailment,neutral,neutral,0.2500,1,0,0,0
214,entailment,entailment,neutral,entailment,entailment,entailment,0.4211,1,0,1,1,entailment,entailment,entailment,entailment,neutral,0.2105,0,0,1,0,entailment,entailment,entailment,neutral,neutral,0.1579,0,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2632,1,0,1,0
215,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6190,0,0,1,1
217,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.3636,1,0,0,0,contradiction,neutral,neutral,contradiction,neutral,0.3636,1,1,1,0,neutral,unknown,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,contradiction,neutral,contradiction,0.3636,0,1,1,0
218,contradiction,contradiction,contradiction,neutral,neutral,neutral,0.3529,0,1,0,0,contradiction,contradiction,contradiction,contradiction,neutral,0.3529,0,0,1,0,contradiction,neutral,contradiction,neutral,neutral,0.2941,1,0,0,0,contradiction,neutral,contradiction,neutral,neutral,0.3529,1,0,0,0
219,contradiction,contradiction,neutral,contradiction,contradiction,neutral,0.5000,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.5833,1,0,1,0,contradiction,neutral,contradiction,contradiction,contradiction,0.8333,1,0,1,1,neutral,neutral,contradiction,contradiction,neutral,0.5000,0,1,0,1
220,neutral,neutral,neutral,neutral,neutral,neutral,0.3947,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8421,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2895,0,0,1,1,entailment,neutral,neutral,entailment,neutral,0.2368,1,1,1,0
223,entailment,entailment,neutral,neutral,neutral,neutral,0.7500,1,1,0,0,entailment,entailment,entailment,entailment,neutral,0.9167,0,0,1,0,entailment,neutral,neutral,neutral,neutral,0.5833,1,1,0,0,entailment,neutral,neutral,neutral,entailment,0.7500,1,1,0,1
224,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,contradiction,neutral,contradiction,contradiction,neutral,0.3333,1,0,1,0,contradiction,neutral,neutral,contradiction,neutral,0.3333,1,1,1,0
225,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
227,entailment,entailment,neutral,entailment,entailment,neutral,0.2222,1,0,1,0,entailment,neutral,neutral,neutral,neutral,0.3333,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.6667,1,0,1,0,entailment,neutral,entailment,neutral,neutral,0.3333,1,0,0,0
228,neutral,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.7143,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,entailment,neutral,neutral,neutral,0.8571,1,0,1,1
229,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,0.6154,1,0,1,1,neutral,neutral,contradiction,contradiction,contradiction,0.6154,0,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.5385,1,1,0,0,neutral,neutral,contradiction,neutral,contradiction,0.3846,0,1,1,0
230,neutral,contradiction,neutral,contradiction,contradiction,neutral,0.1667,1,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.1667,1,0,1,0,contradiction,neutral,neutral,contradiction,entailment,0.1667,1,1,1,0,contradiction,neutral,neutral,contradiction,neutral,0.1667,1,1,1,0
231,entailment,entailment,neutral,neutral,neutral,neutral,0.5789,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.7368,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.5789,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.4737,1,0,1,0
232,entailment,entailment,neutral,entailment,entailment,neutral,0.6667,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.6667,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.6667,1,0,1,0,entailment,entailment,entailment,entailment,entailment,0.6667,0,0,1,1
234,contradiction,contradiction,contradiction,contradiction,contradiction,neutral,0.2308,0,0,1,0,contradiction,neutral,contradiction,contradiction,neutral,0.3077,1,0,1,0,neutral,contradiction,contradiction,contradiction,neutral,0.2308,1,1,0,1,contradiction,contradiction,contradiction,contradiction,neutral,0.2308,0,0,1,0
235,neutral,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5556,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2222,0,0,1,1
236,neutral,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1
237,neutral,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1
