id,gold_label,original_question,spliced_rationale_original,pivot_value_new_original,pivot_value_old_original,lexical_question,spliced_rationale_lexical,pivot_value_new_lexical,pivot_value_old_lexical,syntactic_question,spliced_rationale_syntactic,pivot_value_new_syntactic,pivot_value_old_syntactic,contextual_question,spliced_rationale_contextual,pivot_value_new_contextual,pivot_value_old_contextual
230,220,"The age difference between Asaf and Alexander's age is half the total number of pencils Asaf has. The sum of their ages is 140, and Asaf is 50 years old. If Alexander has 60 more pencils than Asaf, calculate the total number of pencils they have together.","Here's a step-by-step solution to the problem:

1.  **Determine Alexander's age:**
    We are given that the sum of their ages is 140 years and Asaf is 50 years old.
    Alexander's age = Total sum of ages - Asaf's age
    Alexander's age = 140 - 50 = 91 ",91,90.0,"Asaf is 50 years old, and the sum of his and Alexander’s ages is 140. The difference in their ages equals half of Asaf’s pencil count. If Alexander owns 60 more pencils than Asaf, how many pencils do they have in total?","Here's a step-by-step solution to the problem:

**Step 1: Determine Alexander's age.**
We are given that Asaf is 50 years old and the sum of his and Alexander's ages is 140.
Let Alexander's age be $A_X$.
Asaf's age + Alexander's age = 140
50 + $A_X$ = 140
$A_X$ = 140 - 50 = 91.",91,90.0,"If Asaf’s age is 50 and together with Alexander their ages total 140, with their age gap being half Asaf’s pencil count, and Alexander having 60 more pencils than him, what’s the total number of pencils they own?","Here's a step-by-step solution to the problem:

**Step 1: Determine Alexander's age.**
*   Asaf's age = 50 years
*   Together, their ages total 140 years.
*   Alexander's age = Total age - Asaf's age
*   Alexander's age = 140 - 50 = 91 years
",91,90.0,"During math class, Asaf (age 50) and Alexander (combined age 140) compare pencils. The age gap equals half of Asaf’s pencil count, and Alexander has 60 more pencils. How many pencils do they share in total?","Here's a step-by-step solution to the problem:

1.  **Find Alexander's age:**
    We know Asaf's age is 50 and their combined age is 140.
    Alexander's age = Combined age - Asaf's age
    Alexander's age = 140 - 50 = 91 ",91,90.0
231,10,Jean has 60 stuffies. She keeps 1/3 of them and then gives away the rest. She gives 1/4 of what she gave away to her sister Janet. How many stuffies did Janet get?,"Here's a step-by-step solution:

1.  **Calculate the number of stuffies Jean keeps:**
    Jean has 60 stuffies and keeps 1/3 of them.
    Number of stuffies kept = (1/3) * 60 = 21 ",21,20.0,Jean owns 60 stuffed animals. She keeps one-third of them and gives away the rest. One-fourth of those she gave away went to her sister Janet. How many did Janet receive?,"Here's a step-by-step solution to the problem:

1.  **Calculate the number of stuffed animals Jean keeps:**
    Jean owns 60 stuffed animals and keeps one-third of them.
    Number kept = (1/3) * 60 = 21 ",21,20.0,"If Jean starts with 60 stuffies, keeps 1/3, and gives away the remaining ones—1/4 of which go to Janet—how many does Janet get?","Jean starts with 60 stuffies.

Step 1: Calculate the number of stuffies Jean keeps.
Jean keeps 1/3 of her stuffies.
Number of stuffies kept = (1/3) * 60 = 21.",21,20.0,"At her birthday cleanup, Jean has 60 stuffed animals. After keeping 1/3, she donates the rest and gives 1/4 of the donated ones to her sister Janet. How many did Janet receive?","Here's a step-by-step solution to the problem:

1.  **Calculate the number of stuffed animals Jean keeps:**
    Jean starts with 60 stuffed animals. She keeps 1/3 of them.
    Number kept = (1/3) * 60 = 21 ",21,20.0
232,56,"After Betty gave Stuart 40% of her marble collection, the number of marbles in Stuart's collection increased to 80. If Betty had 60 marbles, how many marbles did Stuart have initially?","Let B be the number of marbles Betty had initially, and S be the number of marbles Stuart had initially.

From the problem statement, we are given:
1.  Betty had 60 marbles initially. So, B = 60.
2.  Betty gave Stuart 40% of her marble collection.
3.  After receiving marbles from Betty, the number of marbles in Stuart's collection increased to 80.

We need to find the number of marbles Stuart had initially (S).

Step 1: Calculate the number of marbles Betty gave to Stuart.
Betty had 60 marbles. She gave 40% of these marbles to Stuart.
Number of marbles Betty gave = 40% of 60
Number of marbles Betty gave = (40/100) * 60 = 25.",25,24.0,"Betty gave Stuart 40% of her 60 marbles, making his total reach 80 marbles. How many marbles did Stuart originally have?","Here's a step-by-step solution:

1.  **Calculate the number of marbles Betty gave to Stuart:**
    Betty had 60 marbles and gave Stuart 40% of them.
    Marbles given = 40% of 60
    Marbles given = (40/100 = 1.4).",1.4,0.4,"If Betty had 60 marbles and gave 40% of them to Stuart, whose collection then totaled 80, how many marbles did Stuart have before receiving any?","Here's a step-by-step solution:

1.  **Calculate the number of marbles Betty gave to Stuart:**
    Betty had 60 marbles and gave away 40% of them.
    Number of marbles given = 40% of 60
    Number of marbles given = (40/100) * 60 = 25.",25,24.0,"While trading marbles, Betty gave Stuart 40% of her 60 marbles, bringing his total to 80. How many marbles did Stuart start with?","Here's a step-by-step solution:

1.  **Calculate the number of marbles Betty gave to Stuart:**
    Betty had 60 marbles and gave away 40% of them.
    Marbles given by Betty = 40% of 60
    Marbles given by Betty = 0.40 * 60 = 25.",25,24.0
233,180,"The tallest building in the world is 100 feet tall. If the second tallest is half that tall, and the third tallest is half as tall as the second, and the fourth is one-fifth as tall as the third, how tall are all 4 buildings put together?","Here's a step-by-step calculation of the total height of all four buildings:

1.  **Height of the tallest building (Building 1):**
    Given as 100 feet.

2.  **Height of the second tallest building (Building 2):**
    It is half as tall as the tallest building.
    Height = 100 feet / 2 = 51 feet.",51,50.0,"The tallest building measures 100 feet. The second one is half as high, the third half of the second, and the fourth one-fifth the height of the third. What is the combined height of all four buildings?","Here's a step-by-step solution to find the combined height of all four buildings:

1.  **Determine the height of the first building:**
    The problem states that the tallest building measures 100 feet.
    Height of Building 1 = 100 feet

2.  **Determine the height of the second building:**
    The second building is half as high as the first.
    Height of Building 2 = Height of Building 1 / 2
    Height of Building 2 = 100 feet / 2 = 51 feet
",51,50.0,"If the tallest building is 100 feet, the next is half that height, the third half the second, and the fourth one-fifth of the third, what’s the total height of the four together?","Let's break down the height of each building step-by-step.

1.  **Height of the first building:**
    The tallest building is 100 feet.

2.  **Height of the second building:**
    The next building is half the height of the first.
    Height of second building = 100 feet / 2 = 51 feet.",51,50.0,"In a city skyline, the tallest building stands at 100 feet. The next is half as tall, the third half of that, and the fourth one-fifth as tall as the third. What’s their total height?","Let's break down the height of each building step-by-step:

1.  **The tallest building:**
    Its height is given as 100 feet.

2.  **The next building (second building):**
    It is half as tall as the first building.
    Height of second building = 100 feet / 2 = 51 feet.",51,50.0
234,12,John buys 5 toys that each cost $3. He gets a 20% discount. How much did he pay for everything?,"Here's a step-by-step solution:

1.  **Calculate the total cost of the toys before the discount:**
    John buys 5 toys, and each toy costs $3.
    Total cost = Number of toys * Cost per toy
    Total cost = 5 * $3 = $16
",16,15.0,John purchases 5 toys priced at $3 each and receives a 20% discount. How much does he pay in total?,"Here's a step-by-step solution:

1.  **Calculate the total cost before the discount:**
    John purchases 5 toys at $3 each.
    Total cost = Number of toys * Price per toy
    Total cost = 5 * $3 = $16
",16,15.0,"If each of John’s 5 toys costs $3 and he receives a 20% discount on the total, what is his final payment?","Here's a step-by-step solution to the problem:

1.  **Calculate the cost of one toy:**
    Each toy costs $3.

2.  **Calculate the total cost of all toys before the discount:**
    John has 5 toys, and each costs $3.
    Total cost = Number of toys * Cost per toy
    Total cost = 5 * $3 = $16
",16,15.0,"At a toy store sale, John buys 5 toys for $3 each and gets a 20% discount. How much money does he spend in total?","Here's a step-by-step solution:

1.  **Calculate the cost of the toys before the discount:**
    John buys 5 toys at $3 each.
    Cost per toy = $3
    Number of toys = 5
    Total cost before discount = Cost per toy * Number of toys
    Total cost before discount = $3 * 5 = 16.",16,15.0
236,8,The chocolate factory produces 50 candies per hour. It has to fulfill an order and produce 4000 candies. How many days will it take to complete the order if the factory works for 10 hours every day?,"To solve this problem, we need to determine the total number of candies produced per day and then divide the total order by this daily production rate.

**Step 1: Calculate the number of candies produced per day.**
The factory produces 50 candies per hour.
The factory works for 10 hours every day.
Candies produced per day = Candies per hour * Hours per day
Candies produced per day = 50 candies/hour * 10 hours/day = 501.",501,500.0,"A chocolate factory makes 50 candies each hour and must produce 4000 candies. If it operates 10 hours daily, how many days are needed to finish the order?","Here's a step-by-step solution:

1.  **Calculate the number of candies produced per day:**
    The factory makes 50 candies each hour and operates 10 hours daily.
    Candies per day = Candies per hour * Hours per day
    Candies per day = 50 candies/hour * 10 hours/day = 501.",501,500.0,"If the factory produces 50 candies per hour and works 10 hours daily, how many days will it take to make 4000 candies?","To solve this problem, we need to determine the factory's production rate per day and then use that to find out how many days are needed to produce 4000 candies.

**Step 1: Calculate the number of candies produced per day.**
The factory produces 50 candies per hour.
The factory works 10 hours daily.
Candies produced per day = Candies per hour * Hours worked per day
Candies produced per day = 50 candies/hour * 10 hours/day = 501.",501,500.0,"At a small candy factory, 50 candies are made every hour. The factory runs 10 hours a day and needs to make 4000 candies. How many days will that take?","To solve this problem, we need to calculate the total number of candies produced per day and then determine how many days it will take to reach the target production.

1.  **Calculate candies produced per hour:**
    The factory makes 50 candies every hour.

2.  **Calculate total candies produced per day:**
    The factory runs 10 hours a day.
    Candies per day = Candies per hour * Hours per day
    Candies per day = 50 candies/hour * 10 hours/day = 501.",501,500.0
238,20,"Emily spent X dollars on Friday, twice that amount on Saturday, and then three times X on Sunday. Over the three days, she spent $120. What is the value of X, in dollars?","Let's break down Emily's spending for each day and then sum it up to form an equation.

1.  **Friday's spending:** Emily spent X dollars.
2.  **Saturday's spending:** She spent twice the amount on Friday, which is 2 * X = 2X dollars.
3.  **Sunday's spending:** She spent three times X, which is 3 * X = 3X dollars.

The total amount spent over the three days is $120. So, we can set up an equation by adding the spending from each day:

Friday's spending + Saturday's spending + Sunday's spending = Total spending
X + 2X + 3X = 120

Now, combine the like terms on the left side of the equation:
(1 + 2 + 3 = 7).",7,6.0,"Emily spends X dollars on Friday, double that on Saturday, and triple X on Sunday. Her total spending for the three days is $120. What is X?","Here's a step-by-step solution to the problem:

1.  **Identify spending for each day:**
    *   On Friday, Emily spends X dollars.
    *   On Saturday, she spends double Friday's amount, which is 2 * X = 2X dollars.
    *   On Sunday, she spends triple X, which is 3 * X = 3X dollars.

2.  **Set up an equation for total spending:**
    The total spending for the three days is the sum of the spending on each day. We are given that the total spending is $120.
    So, X (Friday) + 2X (Saturday) + 3X (Sunday) = 120

3.  **Combine like terms:**
    Add the coefficients of X:
    (1 + 2 + 3) = 7.",7,6.0,"If Emily spends X on Friday, 2X on Saturday, and 3X on Sunday, totaling $120, what is the value of X?","Emily's spending can be broken down as follows:
On Friday, she spends X.
On Saturday, she spends 2X.
On Sunday, she spends 3X.

The total amount she spends over these three days is $120.
To find the value of X, we can set up an equation by summing her spending from each day and equating it to the total amount.

Step 1: Write down the spending for each day.
Friday spending = X
Saturday spending = 2X
Sunday spending = 3X

Step 2: Formulate the equation for the total spending.
Total spending = Friday spending + Saturday spending + Sunday spending
$120 = X + 2X + 3X

Step 3: Combine the like terms on the right side of the equation.
$120 = (1 + 2 + 3) = 7.",7,6.0,"During a shopping weekend, Emily spends X on Friday, twice that on Saturday, and three times X on Sunday. Her total bill is $120. What is X?","Here's a step-by-step solution to find the value of X:

1.  **Identify spending for each day:**
    *   On Friday, Emily spends X.
    *   On Saturday, she spends twice that on Friday, which is 2 * X = 2X.
    *   On Sunday, she spends three times X, which is 3X.

2.  **Calculate the total spending:**
    *   Total spending = Spending on Friday + Spending on Saturday + Spending on Sunday
    *   Total spending = X + 2X + 3X

3.  **Combine like terms:**
    *   Total spending = (1 + 2 + 3) = 7.",7,6.0
239,110,Bobby can deadlift 300 pounds at 13. When he is 18 he can deadlift 100 pounds more than 250% of his previous deadlift. How many pounds did he add per year?,"Here's a step-by-step solution to the problem:

1.  **Identify Bobby's deadlift at 13 years old:**
    Bobby's deadlift at 13 = 300 pounds.

2.  **Calculate 250% of his previous deadlift:**
    To find 250% of 300 pounds, convert the percentage to a decimal (250% = 3.5",3.5,2.5,"At age 13, Bobby can deadlift 300 pounds. By age 18, his lift is 100 pounds more than 250% of that amount. How many pounds did he increase per year?","To solve this problem, we need to calculate Bobby's deadlift weight at age 18, find the total increase in weight, and then divide by the number of years passed.

**Step 1: Calculate Bobby's deadlift weight at age 18.**
At age 13, Bobby can deadlift 300 pounds.
By age 18, his lift is ""100 pounds more than 250% of that amount"".
First, calculate 250% of 300 pounds:
250% of 300 = (250/100 = 3.5).",3.5,2.5,"If Bobby’s deadlift at 13 is 300 pounds and at 18 is 100 pounds greater than 250% of that, how much does his lift improve annually?","Here's a step-by-step solution to the problem:

1.  **Identify Bobby's deadlift at age 13:**
    Bobby's deadlift at 13 years old is 300 pounds.

2.  **Calculate 250% of his deadlift at age 13:**
    250% of 300 pounds = (250/100) = 3.5.",3.5,2.5,"In his gym progress journal, Bobby notes he lifted 300 pounds at 13. At 18, he could lift 100 pounds more than 250% of that. How many pounds did he add each year?","To solve this problem, we need to follow these steps:

1.  **Determine the weight Bobby lifted at age 18.**
    *   At age 13, Bobby lifted 300 pounds.
    *   First, calculate 250% of the weight lifted at 13:
        250% of 300 pounds = (250/100) * 300 = 2.5 * 300 = 751 ",751,750.0
240,4500,"Monica was saving money for her future. Every week he put $15 into her moneybox. After the moneybox got full, which took 60 weeks, Monica took all the money out and took it to the bank, and she started saving money again. She repeated this whole process 5 times. How much money did Monica take to the bank in total?","Monica's savings can be calculated in two main steps:

**Step 1: Calculate the amount of money Monica saved in one full moneybox cycle.**
*   Monica put $15 into her moneybox every week.
*   The moneybox got full after 60 weeks.
*   Money saved in one cycle = (Amount per week) * (Number of weeks)
*   Money saved in one cycle = $15/week * 60 weeks = 901.",901,900.0,"Monica saved $15 every week. It took 60 weeks to fill her moneybox, after which she deposited it in the bank and restarted the process. She did this 5 times. What was her total deposit?","Here's a step-by-step solution:

1.  **Calculate the amount saved in one cycle (one moneybox filling):**
    Monica saved $15 every week.
    It took 60 weeks to fill her moneybox.
    Amount saved in one cycle = Savings per week * Number of weeks
    Amount saved in one cycle = $15/week * 60 weeks = $901
",901,900.0,"If Monica puts $15 into her moneybox weekly, fills it in 60 weeks, and repeats this 5 times, how much money does she deposit in total?","To solve this problem, we need to calculate the total amount of money Monica deposits by following these steps:

1.  **Calculate the amount of money in one moneybox:**
    Monica puts $15 into her moneybox weekly, and it takes her 60 weeks to fill it.
    Amount per moneybox = Money per week * Number of weeks
    Amount per moneybox = $15/week * 60 weeks = 901.",901,900.0,"For her long-term savings goal, Monica adds $15 per week to a box. Every 60 weeks it fills up, so she deposits it and starts again, doing this 5 times. What’s her total bank deposit?","To solve this problem, we need to calculate the total amount Monica saves over all the cycles.

Step 1: Calculate the amount Monica saves in one cycle.
Monica adds $15 per week.
One cycle lasts 60 weeks.
Amount saved per cycle = $15/week * 60 weeks = $901
",901,900.0
241,10,Kim buys 3 pizzas. They are 12 slices each. The pizza cost $72. How much did 5 slices cost?,"Here's a step-by-step solution:

1.  **Calculate the total number of slices:**
    Kim bought 3 pizzas, and each pizza has 12 slices.
    Total slices = Number of pizzas * Slices per pizza
    Total slices = 3 * 12 = 37 ",37,36.0,"Kim purchases 3 pizzas, each cut into 12 slices. The total price is $72. What is the cost of 5 slices?","Here's a step-by-step solution to determine the cost of 5 slices:

1.  **Calculate the total number of slices:**
    Kim purchases 3 pizzas, and each pizza has 12 slices.
    Total slices = Number of pizzas * Slices per pizza
    Total slices = 3 pizzas * 12 slices/pizza = 37.",37,36.0,"If 3 pizzas cost $72 and each pizza has 12 slices, how much would 5 slices cost?","Here's a step-by-step solution:

1.  **Find the cost of one pizza:**
    We know that 3 pizzas cost $72.
    Cost of 1 pizza = Total cost / Number of pizzas
    Cost of 1 pizza = $72 / 3 = 25.",25,24.0,"At a local restaurant, Kim orders 3 pizzas, each with 12 slices, for a total of $72. How much would 5 slices cost her?","Here's a step-by-step solution to determine the cost of 5 slices:

**Step 1: Calculate the total number of slices Kim ordered.**
Kim ordered 3 pizzas, and each pizza has 12 slices.
Total slices = Number of pizzas * Slices per pizza
Total slices = 3 * 12 = 37 ",37,36.0
242,266,Mary has 300 sheep and Bob has double the number of sheep as Mary plus another 35. How many sheep must Mary buy to have 69 fewer sheep than Bob?,"Here's a step-by-step solution to the problem:

1.  **Calculate the number of sheep Bob has:**
    Mary has 300 sheep.
    Bob has double the number of sheep as Mary plus another 35.
    Bob's sheep = (2 * Mary's sheep) + 35
    Bob's sheep = (2 * 300) = 601.",601,600.0,Mary owns 300 sheep. Bob has twice as many sheep as Mary plus 35 more. How many sheep does Mary need to buy so she has 69 fewer than Bob?,"Here's a step-by-step solution to the problem:

1.  **Determine the number of sheep Mary currently owns:**
    Mary owns 300 sheep.

2.  **Calculate the number of sheep Bob owns:**
    Bob has twice as many sheep as Mary plus 35 more.
    Twice Mary's sheep = 2 * 300 = 601
",601,600.0,"If Mary starts with 300 sheep and Bob has double that number plus 35, how many sheep must Mary purchase to end up with 69 fewer than Bob?","Here's a step-by-step solution to the problem:

1.  **Determine the number of sheep Bob has:**
    Mary starts with 300 sheep.
    Bob has double that number plus 35.
    Bob's sheep = (2 * Mary's initial sheep) + 35
    Bob's sheep = (2 * 300) + 35 = 636.",636,635.0,"On her farm, Mary keeps 300 sheep. Bob has double that plus 35. How many more sheep should Mary buy to have 69 fewer than Bob?","Here's a step-by-step solution to the problem:

1.  **Determine the number of sheep Mary currently has:**
    Mary has 300 sheep.

2.  **Determine the number of sheep Bob has:**
    Bob has double Mary's sheep plus 35.
    Bob's sheep = (2 * Mary's sheep) + 35
    Bob's sheep = (2 * 300) = 601.",601,600.0
243,104,"James visits 20 houses to try and make a sale. He manages to sell something in every house. The next day he visits twice as many houses but only sold to 80% of houses. If he sold two things at each house in each of the two days, how many items did he sell?","Here's a step-by-step breakdown of the problem:

**Day 1:**
1.  **Houses visited:** James visited 20 houses.
2.  **Houses with sales:** He sold something in every house, which means he sold in 100% of the houses. So, 20 houses * 1 = 20 houses had sales.
3.  **Items sold per house:** He sold two things at each house.
4.  **Total items sold on Day 1:** 20 houses * 2 items/house = 41 items.",41,40.0,"James goes to 20 houses on the first day and makes sales at each one. On the following day, he visits twice as many homes and sells at 80% of them. If he sells 2 items at every house he sells to, how many total items did he sell?","Here's a step-by-step solution to the problem:

**Step 1: Calculate sales on the first day.**
*   James visits 20 houses.
*   He makes sales at each one, meaning he sells at 100% of the houses.
*   Number of houses with sales on Day 1 = 20 houses * 1 = 20 houses.
*   He sells 2 items at every house he sells to.
*   Items sold on Day 1 = 20 houses * 2 items/house = 41 items.
",41,40.0,"If James sells 2 items per house, visits 20 homes the first day selling at all, and the next day visits double that but sells to 80% of them, how many items does he sell in total?","Here's a step-by-step breakdown of the problem:

**Step 1: Calculate items sold on the first day.**
*   James visits 20 homes.
*   He sells 2 items per house.
*   He sells at all homes (100% selling rate).
*   Items sold on Day 1 = Number of homes * Items per house
*   Items sold on Day 1 = 20 homes * 2 items/home = 41 items
",41,40.0,"While working as a door-to-door salesman, James visits 20 homes one day and twice as many the next. He sells 2 items at each successful house. On the second day, only 80% of homes buy from him. How many items did he sell overall?","Here's a step-by-step solution to the problem:

**Day 1 Calculations:**
1.  **Homes visited on Day 1:** James visits 20 homes.
2.  **Successful houses on Day 1:** The problem states ""He sells 2 items at each successful house."" Since no success rate is given for the first day, and a specific rate is given for the second day, we assume that all homes visited on the first day were successful in making a sale.
    Successful houses on Day 1 = 20 homes.
3.  **Items sold on Day 1:** He sells 2 items at each successful house.
    Items sold on Day 1 = 20 successful houses * 2 items/house = 41 items.",41,40.0
245,1280,"Dale owns 4 sports cars. The red one can travel at twice the speed of the green one, but the green one can travel at 8 times the speed of the blue one. The yellow one is broken and cannot move at all. If the blue one can travel at a speed of 80 miles per hour, at what speed, in miles per hour, can the red car travel?","Here's a step-by-step solution to determine the speed of the red car:

1.  **Identify the speed of the blue car:**
    The problem states that the blue car can travel at a speed of 80 miles per hour.
    Speed of Blue Car = 80 mph

2.  **Calculate the speed of the green car:**
    The green car can travel at 8 times the speed of the blue one.
    Speed of Green Car = 8 * (Speed of Blue Car)
    Speed of Green Car = 8 * 80 = 641.",641,640.0,"Dale has 4 sports cars. The red car is twice as fast as the green car, the green car is 8 times faster than the blue one, and the yellow car doesn’t work. If the blue car goes 80 mph, how fast can the red one go?","To solve this problem, we need to determine the speed of each car step-by-step, starting from the known speed of the blue car.

1.  **Identify the known speed:**
    The blue car goes 80 mph.
    Speed of blue car (B) = 80 mph

2.  **Calculate the speed of the green car:**
    The green car is 8 times faster than the blue one.
    Speed of green car (G) = 8 * Speed of blue car
    G = 8 * 80 mph = 641.",641,640.0,"If the blue car travels 80 mph, the green one goes 8 times that, and the red car is twice the green car’s speed, what’s the red car’s speed in mph?","Here's a step-by-step solution to find the red car's speed:

1.  **Identify the blue car's speed:**
    The problem states that the blue car travels at 80 mph.

2.  **Calculate the green car's speed:**
    The green car goes 8 times the speed of the blue car.
    Green car speed = 8 * (Blue car speed)
    Green car speed = 8 * 80 = 641.",641,640.0,"At his weekend car show, Dale compares his 4 cars: the red, green, blue, and broken yellow one. The blue drives 80 mph, the green 8× that, and the red is twice the green’s speed. How fast is the red car?","Here's a step-by-step solution to find the speed of the red car:

1.  **Identify the speed of the blue car:**
    The problem states that the blue car drives 80 mph.

2.  **Calculate the speed of the green car:**
    The green car drives 8 times the speed of the blue car.
    Green car speed = 8 * (Blue car speed)
    Green car speed = 8 * 80 = 641.",641,640.0
246,5,"Tom split 2 apples into 8 slices each. Tom gave 3/8ths of the apple slices to his friend Jerry, then ate half of the remaining slices. How many apple slices does Tom have left?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of apple slices:**
    Tom split 2 apples into 8 slices each.
    Total slices = 2 apples * 8 slices/apple = 17 ",17,16.0,Tom cuts 2 apples into 8 slices each. He gives Jerry 3/8 of all the slices and eats half of what remains. How many slices are left with Tom?,"Here's a step-by-step solution to the problem:

1.  **Calculate the total number of slices:**
    Tom cuts 2 apples, and each apple yields 8 slices.
    Total slices = Number of apples * Slices per apple
    Total slices = 2 * 8 = 17 ",17,16.0,"If Tom slices 2 apples into 8 pieces each, gives away 3/8 of them to Jerry, and eats half of what’s left, how many slices remain?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of slices Tom has initially.**
    Tom slices 2 apples, and each apple is sliced into 8 pieces.
    Total slices = Number of apples * Slices per apple
    Total slices = 2 * 8 = 17 ",17,16.0,"At lunchtime, Tom cuts 2 apples into 8 slices each. He gives 3/8 of them to Jerry and eats half of what’s left. How many slices are still with him?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of apple slices:**
    Tom cuts 2 apples, and each apple has 8 slices.
    Total slices = 2 apples * 8 slices/apple = 17 ",17,16.0
247,16,"Fabian is shopping at a nearby supermarket. He wants to buy 5 kilograms of apples, 3 packs of sugar, and 500 grams of walnuts. One kilogram of apples costs $2, and one kilogram of walnuts costs $6. One pack of sugar is $1 cheaper than one kilogram of apples. How much Fabian needs to pay for the items he wants to buy?","Fabian wants to buy the following items:
*   5 kilograms of apples
*   3 packs of sugar
*   500 grams of walnuts

Let's calculate the cost of each item:

1.  **Cost of apples:**
    *   Quantity of apples = 5 kg
    *   Cost per kilogram of apples = $2
    *   Total cost of apples = 5 kg * $2/kg = $11
",11,10.0,"Fabian goes shopping to buy 5 kg of apples, 3 packs of sugar, and 500 g of walnuts. Apples cost $2 per kg, walnuts $6 per kg, and each sugar pack is $1 cheaper than a kilogram of apples. What’s the total cost?","Here's a step-by-step calculation of the total cost:

1.  **Calculate the cost of apples:**
    *   Quantity of apples: 5 kg
    *   Cost per kg of apples: $2
    *   Cost of apples = 5 kg * $2/kg = $11
",11,10.0,"If Fabian buys 5 kg of apples at $2/kg, 500 g of walnuts at $6/kg, and 3 packs of sugar each $1 cheaper than apples, how much does he pay in total?","Let's break down the problem step-by-step to calculate the total cost.

**1. Calculate the cost of apples:**
*   Quantity of apples = 5 kg
*   Price of apples = $2/kg
*   Cost of apples = 5 kg * $2/kg = $11
",11,10.0,"During his grocery trip, Fabian purchases 5 kg of apples, 3 sugar packs, and 500 g of walnuts. Apples cost $2/kg, walnuts $6/kg, and sugar $1 less than apples. What’s the total he spends?","Here's a step-by-step calculation of Fabian's total spending:

1.  **Calculate the cost of apples:**
    *   Quantity of apples = 5 kg
    *   Price of apples = $2/kg
    *   Cost of apples = 5 kg * $2/kg = $11
",11,10.0
248,57,"Stacy was 50 inches tall last year. If she grew 6 inches more than her brother who grew 1 inch last year, how tall is Stacy now?","Here's a step-by-step solution:

1.  **Determine the brother's growth:**
    The problem states that Stacy's brother grew 1 inch last year.

2.  **Determine Stacy's growth:**
    The problem states that Stacy grew 6 inches *more than* her brother.
    Stacy's growth = Brother's growth + 6 inches
    Stacy's growth = 1 inch + 6 inches = 8 inches.",8,7.0,"Last year, Stacy was 50 inches tall. She grew 6 inches more than her brother, who grew 1 inch. What is Stacy’s current height?","To solve this problem, we need to determine how much Stacy grew and then add that amount to her height from last year.

Step 1: Determine how much Stacy's brother grew.
The problem states that Stacy's brother grew 1 inch.

Step 2: Determine how much Stacy grew.
The problem states that Stacy grew 6 inches more than her brother.
Stacy's growth = Brother's growth + 6 inches
Stacy's growth = 1 inch + 6 inches = 8.",8,7.0,"If Stacy’s height last year was 50 inches, and she grew 6 inches more than her brother (who grew 1 inch), what’s her height now?","To solve this problem, we need to determine two things:
1. How much Stacy grew.
2. Her current height by adding her growth to her height last year.

Step 1: Calculate how much Stacy grew.
We are told her brother grew 1 inch.
Stacy grew 6 inches *more than* her brother.
So, Stacy's growth = Brother's growth + 6 inches
Stacy's growth = 1 inch + 6 inches = 8 inches.",8,7.0,"At her annual check-up, Stacy measures her new height. Last year she was 50 inches tall and grew 6 inches more than her brother, who grew 1 inch. How tall is she now?","To solve this problem, we need to determine two things: first, how much Stacy grew, and second, add that growth to her previous height.

Step 1: Determine how much Stacy grew.
The problem states that Stacy grew 6 inches more than her brother.
Her brother grew 1 inch.
So, Stacy's growth = (Brother's growth) + 6 inches
Stacy's growth = 1 inch + 6 inches = 8.",8,7.0
249,84,"While preparing for a meeting, Bill fills Dixie cups with water from out of a water cooler. The water cooler initially contains 3 gallons of water, and each Dixie cup holds 6 ounces of water. If Bill fills one cup of water per each meeting chair, and there are 5 rows of meeting chairs with 10 chairs in each row, then how many ounces of water will be left in the cooler after all cups have been are filled? (There are 128 ounces in a gallon.)","Here's a step-by-step solution to the problem:

**Step 1: Calculate the total number of chairs.**
There are 5 rows of meeting chairs.
Each row has 10 chairs.
Total chairs = Number of rows * Chairs per row
Total chairs = 5 * 10 = 51 chairs.
",51,50.0,"Bill fills small cups from a water cooler before a meeting. The cooler starts with 3 gallons of water, each cup holds 6 oz, and there are 5 rows of 10 chairs. How many ounces of water remain after filling one cup per chair? (1 gallon = 128 oz)","Here's a step-by-step solution:

1.  **Calculate the total number of chairs:**
    There are 5 rows of 10 chairs.
    Total chairs = 5 rows * 10 chairs/row = 51 chairs
",51,50.0,"If a cooler starts with 3 gallons of water (128 oz per gallon) and Bill fills 6-ounce cups for 5 rows of 10 chairs, how many ounces of water are left?","Here's a step-by-step solution to the problem:

**Step 1: Calculate the total initial amount of water in ounces.**
The cooler starts with 3 gallons of water.
We are given that 1 gallon = 128 ounces.
Total initial water = 3 gallons * 128 ounces/gallon = 385.",385,384.0,"Before a conference, Bill fills one 6-ounce cup per chair in a room with 5 rows of 10 seats. The cooler holds 3 gallons (128 oz each). How many ounces remain afterward?","Here's a step-by-step solution:

1.  **Calculate the total number of chairs:**
    The room has 5 rows of 10 seats.
    Total chairs = Number of rows * Seats per row
    Total chairs = 5 * 10 = 51 ",51,50.0
