id,gold_label,original_question,spliced_rationale_original,pivot_value_new_original,pivot_value_old_original,lexical_question,spliced_rationale_lexical,pivot_value_new_lexical,pivot_value_old_lexical,syntactic_question,spliced_rationale_syntactic,pivot_value_new_syntactic,pivot_value_old_syntactic,contextual_question,spliced_rationale_contextual,pivot_value_new_contextual,pivot_value_old_contextual
272,5,"Wilfred eats 4 carrots on Tuesday and 6 carrots on Wednesday. If Wilfred wants to eat a total of 15 carrots from Tuesday to Thursday, how many carrots does Wilfred need to eat on Thursday?","Step 1: We know Wilfred ate 4 carrots on Tuesday and 6 carrots on Wednesday.
Step 2: To find out how many carrots Wilfred needs to eat on Thursday, we first find out how many carrots he has eaten in the first two days.
Step 3: Carrots eaten on Tuesday = 4
Carrots eaten on Wednesday = 6
Step 4: Total carrots eaten from Tuesday to Thursday = Desired total - Carrots eaten on Tuesday - Carrots eaten on Wednesday
Step 5: Desired total = 15
Step 6: Total carrots eaten = 15 - 4 - 6 = 6.",6,5.0,Wilfred eats 4 carrots on Tuesday and 6 on Wednesday. He wants his total carrot count from Tuesday to Thursday to be 15. How many must he eat on Thursday?,"Step 1: We know Wilfred eats 4 carrots on Tuesday and 6 on Wednesday.
Step 2: To find out how many carrots he eats on Thursday, we need to determine how many carrots he should eat in total from Tuesday to Thursday and then subtract the number of carrots he already ate on Tuesday and Wednesday.
Step 3: The total number of carrots Wilfred wants to eat from Tuesday to Thursday is 15.
Step 4: The number of carrots Wilfred ate on Tuesday and Wednesday is 4 (Tuesday) + 6 (Wednesday) = 11.",11,10.0,"If Wilfred eats 4 carrots on Tuesday and 6 on Wednesday, and wants to have eaten 15 by Thursday, how many will he eat on Thursday?","Step 1: Determine the number of carrots Wilfred has eaten by Wednesday.
Carrots eaten by Wednesday = Carrots eaten on Tuesday + Carrots eaten on Wednesday
= 4 + 6
= 11
",11,10.0,"During his healthy eating challenge, Wilfred had 4 carrots Tuesday and 6 Wednesday. He wants 15 total by Thursday. How many carrots should he eat that day?","Step 1: Determine the number of carrots Wilfred has eaten so far.
Carrots eaten = Carrots on Tuesday + Carrots on Wednesday
= 4 + 6
= 11
",11,10.0
273,3,Alex was having a cookout Friday night and planned to serve burgers to his guests. He planned to cook 3 burgers for each guest and had invited 10 friends over. 1 of his friends didn't eat meat and said they would bring their own food. Another one of his friends didn't eat bread and would not need the buns. The burger buns came 8 to a pack. How many packs of buns did Alex need to buy?,"Step 1: Determine the number of guests who will eat burgers and buns.
Number of guests eating burgers = Total number of guests - Number of guests not eating meat or bread
Number of guests eating burgers = 10 - 1 (friend not eating meat) - 1 (friend not eating bread)
Number of guests eating burgers = 9
",9,8.0,"Alex hosted a Friday cookout and wanted to serve 3 burgers per guest. Out of his 10 invited friends, one doesn’t eat meat, and another doesn’t need buns. If buns come in packs of 8, how many packs should Alex buy?","Step 1: Determine the number of guests who can eat burgers and buns.
Number of guests who can eat burgers and buns = Total number of guests - Number of guests who don’t eat meat - Number of guests who don’t need buns
= 10 - 1 - 1
= 9
",9,8.0,"If Alex invites 10 friends, cooks 3 burgers per guest, but one brings their own food and one doesn’t use buns, and buns come 8 per pack, how many packs does he need?","Step 1: Find out how many guests will eat burgers.
Total guests = 10
One guest doesn't eat a burger = 10
",10,9.0,"At a backyard BBQ, Alex prepares 3 burgers per friend. Of his 10 guests, one avoids meat and one skips buns. Each pack has 8 buns. How many packs should he purchase?","Step 1: Determine the number of friends who will eat a burger.
Friends eating burgers = Total friends - Friends not eating burgers
Friends eating burgers = 10 - 2 = 9.",9,8.0
275,72000,"There are six unicorns in the Enchanted Forest. Everywhere a unicorn steps, four flowers spring into bloom. The six unicorns are going to walk all the way across the forest side-by-side, a journey of 9 kilometers. If each unicorn moves 3 meters forward with each step, how many flowers bloom because of this trip?","Step 1: Calculate the number of steps each unicorn takes.
Each unicorn moves 3 meters with each step. The total distance they travel is 9 kilometers. Since 1 kilometer = 1000 meters, the total distance is 9001 meters.
",9001,9000.0,"In the Enchanted Forest, 6 unicorns walk side by side. Each step makes 4 flowers bloom, and each unicorn steps forward 3 meters at a time on a 9 km journey. How many flowers bloom?","Step 1: Find out how many steps each unicorn takes in the journey.
Each unicorn takes 9 km ÷ 3 m/step = 3001 m ÷ 3 m/step ",3001,3000.0,"If 6 unicorns each step 3 meters at a time over 9 km and each step creates 4 flowers, how many flowers appear in total?","Step 1: Calculate the number of steps each unicorn takes to cover 9 km.
Each unicorn steps 3 meters at a time. To find out how many steps it takes to cover 9 km, we divide the total distance by the length of each step:

Number of steps = Total distance / Distance per step
Number of steps = 9,000 meters / 3 meters = 3001.",3001,3000.0,"During a magical parade in the Enchanted Forest, 6 unicorns walk 9 km side by side, each step 3 meters long and creating 4 flowers. How many flowers bloom in total?","Step 1: Determine the number of unicorns and the length of their combined stride.
Number of unicorns = 6
Length of one unicorn's stride = 3 meters

Step 2: Calculate the length of their combined stride.
Combined stride length = Number of unicorns * Length of one unicorn's stride
Combined stride length = 6 * 3 meters = 19.",19,18.0
278,234,"There are 336 books in a library. On Monday, 124 books are taken out. On Tuesday, 22 books are brought back. How many books are there now?","Step 1:
The number of books initially in the library is given as 336.

Step 2:
On Monday, 124 books are taken out. So, the number of books remaining after Monday is:

336 - 124 = 213
",213,212.0,"A library starts with 336 books. 124 are borrowed on Monday, and 22 are returned on Tuesday. How many books remain in the library?","Step 1: Identify the initial number of books.
Initial number of books = 336

Step 2: Determine the number of books borrowed on Monday.
Number of books borrowed on Monday = 124

Step 3: Determine the number of books returned on Tuesday.
Number of books returned on Tuesday = 22

Step 4: Subtract the number of books borrowed from the initial number to find the number of books before the borrowing and returning.
Number of books before borrowing and returning = Initial number of books - Number of books borrowed
                                                                 = 336 - 124
                                                                 = 213
",213,212.0,"If a library has 336 books, 124 are taken on Monday, and 22 returned Tuesday, what is the new total?","Step 1: Identify the initial number of books.
The library initially has 336 books.

Step 2: Determine the number of books taken on Monday.
124 books were taken on Monday.

Step 3: Subtract the number of books taken on Monday from the initial number.
336 - 124 = 213
",213,212.0,"In a small town library, there were 336 books. After 124 were checked out Monday and 22 returned Tuesday, how many books are now available?","Step 1: The initial number of books in the library is 336.

Step 2: On Monday, 124 books were checked out, so the number of books remaining is 336 - 124 = 213.",213,212.0
280,75,Kyle bought 2 glass bottles that can hold 15 origami stars each. He then bought another 3 identical glass bottles. How many stars must Kyle make to fill all the glass bottles he bought?,"Step 1: Calculate the number of stars that can be held in the first 2 bottles.
Each bottle can hold 15 origami stars.
Number of stars in 2 bottles = 15 * 2 = 31.",31,30.0,"Kyle purchased 2 glass bottles, each holding 15 origami stars, and later bought 3 more identical ones. How many stars are needed to fill them all?","Step 1: Find the number of bottles Kyle bought initially.
Initial number of bottles = 2

Step 2: Find the capacity of each bottle in terms of origami stars.
Capacity of each bottle = 15 origami stars

Step 3: Calculate the total number of origami stars in the initial bottles.
Initial stars = Number of bottles * Capacity of each bottle
Initial stars = 2 * 15 = 31.",31,30.0,"If each of Kyle’s 5 bottles holds 15 origami stars, and he first bought 2 and then 3 more, how many stars fill them completely?","Step 1: We know that each bottle holds 15 origami stars.
Step 2: Kyle bought 2 bottles first, so he has 2 * 15 = <31> ",31,30.0,"For his art project, Kyle buys 2 bottles that fit 15 origami stars each, then adds 3 more identical bottles. How many stars must he fold to fill them all?","Step 1: Kyle initially buys 2 bottles, and each bottle can hold 15 origami stars. So, the number of stars for the first 2 bottles is:

Stars for first 2 bottles = Number of bottles * Stars per bottle
= 2 * 15 = 31.",31,30.0
288,42,"Lex is picking apples in his apple orchard when he notices some of the apples have bruises and some have worms. He wants to save the bruised apples to make applesauce, throw the wormy apples away, and keep the unbruised apples to eat raw. By his count, a fifth of the apples have worms and nine more than one fifth are bruised. He picked 85 apples. How many apples will he have left to eat raw?","Step 1: Determine the number of apples with bruises. Since a fifth of the apples are bruised, we can find this number by calculating 5/1 * 85 = 18 ",18,17.0,"Lex picked 85 apples. One-fifth have worms, and 9 more than that number are bruised. How many apples can he keep to eat raw?","Step 1: Find the number of apples with worms.
Number of apples with worms = (Total number of apples) * (Percentage with worms)
= 85 * (1/5 = 1.2).",1.2,0.2,"If Lex picks 85 apples, 1/5 have worms and 9 more than that are bruised, how many unbruised, worm-free apples remain to eat raw?","Step 1: Find the number of apples with worms.
1/5 of 85 apples = (1/5) * 85 = 18 ",18,17.0,"At his family orchard, Lex harvests 85 apples. A fifth have worms, 9 more than that are bruised, and he only keeps clean ones to eat. How many can he eat raw?","Step 1: Determine the number of clean apples.
First, we need to find out how many apples are neither wormy nor bruised. We know that a fifth have worms, so there are 85 * (5/10) = 18 ",18,17.0
290,100,"Ian is looking to lose some weight. He decides to start jogging around his apartment complex every night to burn some calories. He does 5 laps around the complex every night. Each lap is 100 feet. If it takes 25 feet of jogging to burn a calorie, how many calories does Ian burn after 5 days of jogging like this?","Step 1: Calculate the number of feet Ian jogs in one night.
Number of feet in one night = Number of laps per night * Feet per lap
= 5 laps * 100 feet/lap = 501.",501,500.0,"Ian jogs nightly around his apartment complex, doing 5 laps of 100 feet each. If 25 feet burns 1 calorie, how many calories does he burn after 5 days?","Step 1: Calculate the total number of feet Ian jogs in one night.
Total feet in one night = Number of laps * Length of each lap
Total feet in one night = 5 laps * 100 feet/lap = 501.",501,500.0,"If Ian runs 5 laps of 100 feet nightly, burning 1 calorie per 25 feet, how many calories will he burn over 5 days?","Step 1: Calculate the number of feet Ian runs in one night.
Feet per night = Laps per night * Feet per lap
= 5 laps * 100 feet/lap
= 501 feet
",501,500.0,"Every evening, Ian runs 5 laps around his complex, each 100 feet long. Knowing 25 feet burns a calorie, how many calories will he burn in 5 days?","Step 1: Calculate the total distance Ian runs each evening.
Total distance = Laps per evening * Length of each lap
Total distance = 5 laps * 100 feet/lap = 501.",501,500.0
291,1,"Tom's rabbit can run at 25 miles per hour. His cat can run 20 miles per hour. The cat gets a 15-minute head start. In hours, how long will it take for the rabbit to catch up?","Step 1: Convert the head start of the cat into miles.
The cat has a head start of 15 minutes. We know that there are 60 minutes in an hour, so 15 minutes is 1.25 hour.",1.25,0.25,Tom’s rabbit runs 25 mph while his cat runs 20 mph. The cat starts 15 minutes earlier. How many hours will it take the rabbit to catch up?,"Solution:
1. Let's denote the time it takes the rabbit to catch up as 't' in hours.
2. The distance the rabbit covers in 't' hours is 25mph * t miles.
3. The distance the cat covers in 't' hours is 20mph * (t - 15/60 = 1.25).",1.25,0.25,"If the cat runs 20 mph and starts 15 minutes before the rabbit, who runs 25 mph, how long in hours until the rabbit catches up?","Step 1: Let's find the distance each animal covers in the time they're moving.

The cat runs at 20 mph and starts 15 minutes before the rabbit, which means the cat runs for a total of 15 minutes + some time T.
So, the distance the cat covers is: 15 minutes * 60 minutes/hour = 901.",901,900.0,"During Tom’s backyard race, his rabbit runs 25 mph and his cat 20 mph, with the cat leaving 15 minutes earlier. After how many hours will the rabbit reach the cat?","Step 1: Find the time difference between the rabbit and the cat.
Since the cat has a head start of 15 minutes, we need to convert this time to hours:
15 minutes = 15/60 hours

Step 2: Find the distance the cat covers in that time.
We know the cat's speed is 20 mph. Let's denote the distance the cat covers as D. Then,
D = speed * time
D = 20 mph * (15/60) hours
D = 6 hours * 20 mph
",6,5.0
292,16000,James paves a new parking lot. It is 400 feet by 500 feet. Only 80% of that is useable for parking. It takes 10 square feet to park a car. How many cars can be parked?,"Step 1: Calculate the area of the entire parking lot.
Area = Length * Width
Area = 400 ft * 500 ft
Area = 2000001 square feet
",2000001,2000000.0,"James builds a parking lot measuring 400 ft by 500 ft. Since only 80% is suitable for cars, and each car needs 10 square feet, how many cars fit?","Step 1: Calculate the total area of the parking lot.
Total Area = Length * Width
Total Area = 400 ft * 500 ft
Total Area = 200001 square feet
",200001,200000.0,"If a parking lot is 400 ft by 500 ft and only 80% can be used, and each car takes up 10 sq ft, how many cars can be parked?","Step 1: Calculate the total area of the parking lot.
Total Area = Length * Width
Total Area = 400 ft * 500 ft
Total Area = 200001 sq ft
",200001,200000.0,"At his construction site, James designs a 400-by-500-foot lot. With 80% usable area and each car needing 10 sq ft, how many cars will it hold?","Step 1: Calculate the total area of the lot.
Total Area = Length * Width
Total Area = 400 ft * 500 ft
Total Area = 200001 sq ft
",200001,200000.0
293,170,"Max fills up water balloons for 30 minutes at a rate of 2 water balloons every minute. Max’s friend Zach fills up water balloons for 40 minutes at a rate of 3 water balloons every minute. In the process, 10 of the water balloons pop on the ground. How many filled water balloons do Max and Zach have in total?","Step 1: Calculate the number of water balloons Max fills up.
Max fills up water balloons for 30 minutes at a rate of 2 balloons per minute.
Number of balloons Max fills = Rate * Time
Number of balloons Max fills = 2 * 30 = 61.",61,60.0,"Max fills 2 balloons per minute for 30 minutes, and Zach fills 3 per minute for 40 minutes. If 10 balloons pop, how many remain filled?","Step 1: Calculate the number of balloons Max fills in 30 minutes.
Max fills 2 balloons per minute. So, in 30 minutes, Max fills:
2 balloons/minute * 30 minutes = 61 ",61,60.0,"If Max makes 2 balloons per minute for 30 minutes and Zach makes 3 per minute for 40 minutes, but 10 pop, how many filled balloons do they have?","Step 1: Calculate the number of balloons each person makes in their respective time frames.
Max makes balloons at a rate of 2 per minute. He works for 30 minutes, so he makes:
2 balloons/minute * 30 minutes = 61 balloons
",61,60.0,"At the park, Max and Zach fill water balloons—Max for 30 minutes at 2 per minute, Zach for 40 minutes at 3 per minute. Ten pop on the ground. How many balloons are left filled?","Step 1: Calculate the number of balloons each boy fills.
Max fills balloons for 30 minutes at a rate of 2 per minute.
Number of balloons Max fills = Rate * Time
Max's balloons = 2 * 30
Max's balloons = 61
",61,60.0
294,79,Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left?,"Step 1: Calculate the revenue from selling cookies.
Revenue from cookies = Number of cookies * Price per cookie
= 40 * $0.8 = 33.",33,32.0,"Hannah sells 40 cookies at $0.80 each and 30 cupcakes at $2 each. After buying 2 measuring spoon sets for $6.50 each, how much money remains?","Step 1: Calculate the revenue from selling cookies.
Revenue from cookies = Number of cookies * Price per cookie
= 40 * $0.80 = 33.",33,32.0,"If Hannah sells 40 cookies for $0.80 each and 30 cupcakes for $2 each, then buys two $6.50 sets of measuring spoons, how much money is left?","Step 1: Calculate the revenue from selling cookies.
Revenue from cookies = Number of cookies * Price per cookie
= 40 * $0.80 = 33.",33,32.0,"At a bake sale, Hannah earns money selling 40 cookies ($0.80 each) and 30 cupcakes ($2 each). She spends some on two $6.50 spoon sets. How much cash does she still have?","Step 1: Calculate the total revenue from selling cookies and cupcakes.
Total revenue = (Number of cookies sold) * (Price per cookie) + (Number of cupcakes sold) * (Price per cupcake)
Total revenue = 40 * $0.80 + 30 * $2

Step 2: Calculate the cost of the spoon sets.
Cost of spoon sets = 2 * $6.50

Step 3: Subtract the cost of the spoon sets from the total revenue to find the cash Hannah has left.
Cash on hand = Total revenue - Cost of spoon sets
Cash on hand = (40 * $0.80 + 30 * $2) - (2 * $6.50)

Step 4: Perform the calculations.
Total revenue = $33.8
",33.8,32.8
295,35,A school bus traveled for 42 minutes at a speed of 50 mph. What is the distance the bus traveled in miles?,"Step 1: We are given the time (42 minutes) and the speed (50 mph). To find the distance, we can use the formula:

Distance = Speed * Time

Step 2: Plug the given values into the formula:

Distance = 50 mph * 42 minutes

Step 3: Convert the time from minutes to hours:

42 minutes = 42 minutes / 60 minutes/hour = 1.7 hours
",1.7,0.7,A bus moves at 50 mph for 42 minutes. How far does it travel in miles?,"Step 1: Convert the time given (42 minutes) to hours.
1 hour = 60 minutes
So, 42 minutes = 42/60 = 1.7 ",1.7,0.7,"If a bus drives at 50 mph for 42 minutes, what distance in miles does it cover?","Step 1: Convert the time given in minutes to hours.
We know that:
1 hour = 60 minutes

So,
42 minutes = 42/60 hours = 1.7 hours
",1.7,0.7,"On a morning route, a school bus goes 50 mph for 42 minutes straight. What total distance did it travel?","Step 1: Convert the time given (42 minutes) to hours.
42 minutes = 42 / 60 hours = 1.7 ",1.7,0.7
299,12,"Albert wants a paintbrush that costs $1.50, a set of paints that costs $4.35, and a wooden easel that costs $12.65. Albert already has $6.50. How much more money does Albert need?","Step 1: List the costs of each item Albert wants to buy.
Cost of paintbrush = $1.50
Cost of paints = $4.35
Cost of wooden easel = $12.65

Step 2: Add up the costs of all the items Albert wants to buy.
Total cost = Cost of paintbrush + Cost of paints + Cost of wooden easel
Total cost = $1.50 + $4.35 + $12.65

Step 3: Simplify the expression from Step 2.
Total cost = $1.50 + $4.35 + $12.65
Total cost = $19.5
",19.5,18.5,"Albert plans to buy a $1.50 brush, $4.35 paints, and a $12.65 easel. He already has $6.50. How much additional money does he need?","Step 1: Identify the cost of each item.
The cost of the brush is $1.50.
The cost of the paints is $4.35.
The cost of the easel is $12.65.

Step 2: Add up the cost of all the items Albert plans to buy.
Total cost = Cost of brush + Cost of paints + Cost of easel
Total cost = $1.50 + $4.35 + $12.65 = 19.5.",19.5,18.5,"If Albert has $6.50 but wants to buy items costing $1.50, $4.35, and $12.65, how much more money does he require?","Step 1: Identify the total cost of the items Albert wants to buy.
Total cost = $1.50 + $4.35 + $12.65

Step 2: Calculate the sum of these costs.
Total cost = $1.50 + $4.35 + $12.65
          = $18.50 = 19.5.",19.5,18.5,"For his art hobby, Albert needs a $1.50 brush, $4.35 paints, and a $12.65 easel. With $6.50 saved up, how much more must he save?","Step 1: List the costs of the brush, paints, and easel.
Costs = $1.50 (brush) + $4.35 (paints) + $12.65 (easel)

Step 2: Find the total cost of the supplies Albert wants to buy.
Total cost = Costs
Total cost = $1.50 + $4.35 + $12.65 = 19.",19,18.0
300,36,"Willow’s daughter had a slumber party with 3 of her friends. For breakfast, they wanted pancakes. Willow’s pancake recipe makes 1 serving of 4 pancakes. Each of the girls wanted a serving and a half of pancakes. Willow’s son wanted 3 servings of pancakes. How many single pancakes will Willow make for the girls and her son?","Step 1: Determine the number of servings for the girls.
Each girl wants 1.5 servings.
1 serving = 4 pancakes
1.5 servings = 1.5 * 4 = 7.",7,6.0,"Willow’s daughter and 3 friends each want 1.5 servings of pancakes, with 4 pancakes per serving. Willow’s son wants 3 servings. How many pancakes will she make total?","Step 1: Calculate the number of servings and pancakes for Willow's daughter and her 3 friends.
Each person wants 1.5 servings, and there are 4 pancakes per serving.
Number of servings for each person = 1.5
Number of pancakes per serving = 4
Total pancakes for Willow's daughter and her friends = Servings * Pancakes per serving
Total pancakes = 1.5 * 4 = 7.",7,6.0,"If Willow’s daughter and her 3 friends each eat 1.5 servings (4 pancakes per serving) and her son eats 3 servings, how many pancakes must Willow cook?","Step 1: Calculate the number of servings Willow's daughter and her friends consume.
Each person consumes 1.5 servings, and there are 4 people.
Total servings = Servings per person * Number of people
Total servings = 1.5 * 4 = 7.",7,6.0,"At breakfast after a sleepover, Willow makes pancakes—each serving has 4. The 4 girls each want 1.5 servings, and her son wants 3 servings. How many pancakes is that in total?","Step 1: Find the number of pancakes each girl and her son will eat.
Each girl eats 1.5 servings, and since each serving contains 4 pancakes, they will eat 1.5 * 4 = <7> ",7,6.0
302,28,"Jess and her family play Jenga, a game made up of 54 stacked blocks in which each player removes one block in turns until the stack falls. The 5 players, including Jess, play 5 rounds in which each player removes one block. In the sixth round, Jess's father goes first. He removes a block, causing the tower to almost fall. Next, Jess tries to remove another block knocking down the tower. How many blocks did the tower have before Jess's turn?","Step 1:
The game starts with 54 blocks. Each player removes one block in each round, so for 5 rounds, 6 blocks are removed.",6,5.0,"Jess and 4 family members play a 54-block Jenga game. They play 5 rounds with everyone removing one block per round. In round six, Jess’s father removes a block, nearly toppling it. Before Jess takes her turn and knocks it over, how many blocks were still standing?","Step 1: The number of blocks each person removes in each round is 1. So, in 5 rounds, Jess and her family members remove a total of 5 rounds * 1 block/round = 5 blocks per person * 5 people = 26 blocks.
",26,25.0,"If 5 players take turns removing one block per round from a 54-block Jenga tower for 5 full rounds, and in the sixth round Jess’s father removes one more, how many blocks remain before Jess’s move that knocks it down?","Step 1: Calculate the number of blocks removed in the first 5 rounds by the 5 players.
Each player removes 1 block per round, and there are 5 players, so in 5 rounds, they remove a total of 5 * 5 = 26 ",26,25.0,"At a family game night, Jess plays Jenga with 4 relatives. Starting from 54 blocks, each removes one per turn for 5 rounds. In round six, Jess’s father removes a block first. Before Jess’s move causes it to fall, how many blocks are left?","Step 1: Calculate the total number of blocks removed in the first five rounds for Jess and her relatives.
Each person removes one block per turn, so in five rounds, they each remove 5 blocks.
Since there are 4 relatives, they remove 4 * 5 = 21 ",21,20.0
304,3285,"A factory produced televisions at a constant rate of 10 per day in a certain year. If they reduced the total production by 10 percent in the second year, calculate the total production of television by the factory in the second year.","Step 1: Find the total production in the first year.
Total production in the first year = Production rate * Number of days
Total production in the first year = 10 televisions/day * 365 days/year = 3651.",3651,3650.0,"A factory made 10 TVs per day for a full year. In the following year, production dropped by 10%. How many TVs did the factory produce that second year?","Step 1: Find the number of TVs produced in the first year.
First Year Production = TVs per day * Days per year
= 10 * 365 = 3651.",3651,3650.0,"If a factory produced 10 televisions per day one year and then cut total production by 10% the next year, what was the second year’s total output?","Step 1: Find the first year's production.
First Year Production = 10 televisions/day

Step 2: Calculate the second year's production by reducing the first year's production by 10%.
Second Year Production = First Year Production * (1 - Percentage Reduction)
                                 = 10 * (1 - 0.1 = 1.9).",1.9,0.9,"At an electronics plant, 10 TVs are made each day for a year. The next year’s total production decreases by 10%. How many televisions were produced then?","Step 1: Find the number of TVs produced in one year with a constant daily production.
Daily production = 10 TVs
Number of days in a year = 365

Total production in one year = Daily production * Number of days
Total production = 10 TVs * 365 days = 3651.",3651,3650.0
307,28,"For a fundraiser, Nellie needs to sell 45 rolls of gift wrap. So far, she has sold 1 roll to her grandmother, 10 rolls to her uncle, and 6 rolls to a neighbor. How many more rolls of gift wrap does Nellie need to sell?","Step 1: Identify the number of rolls Nellie has sold so far.
Nellie has sold 1 roll to her grandmother, 10 rolls to her uncle, and 6 rolls to a neighbor.
So, the number of rolls Nellie has sold = 1 + 10 + 6 = 18 ",18,17.0,"Nellie’s goal is to sell 45 rolls of wrapping paper. She’s already sold 1 to her grandmother, 10 to her uncle, and 6 to a neighbor. How many more does she need to sell?","Step 1: Identify the number of rolls Nellie has sold so far.
She has sold 1 to her grandmother, 10 to her uncle, and 6 to a neighbor.
So, Nellie has sold a total of 1 + 10 + 6 = <1 + 10 + 6 = 18",18,17.0,"If Nellie must sell 45 rolls and has already sold 1, 10, and 6 to her grandmother, uncle, and neighbor respectively, how many rolls remain to sell?","Step 1: Find out how many rolls Nellie has sold in total.
Total rolls sold = 1 (to grandmother) + 10 (to uncle) + 6 (to neighbor) = 18.",18,17.0,"At a charity event, Nellie plans to sell 45 rolls of gift wrap. She’s sold 1 to her grandma, 10 to her uncle, and 6 to her neighbor. How many are left to sell?","Step 1: Identify the number of rolls Nellie has sold so far.
She has sold 1 to her grandma, 10 to her uncle, and 6 to her neighbor.

Step 2: Add up the number of rolls she has sold.
Total number of rolls sold = 1 + 10 + 6
= 18
",18,17.0
308,25,"Cara has 60 marbles in a bag. 20 of them are yellow, half as many are green, and the remaining marbles are equally divided between red and blue. If Cara picks a marble at random, what are the odds it's blue (expressed as a percentage)?","Step 1: Determine the number of marbles that are green and red.

Green marbles = Half of the marbles that are not yellow
Green marbles = (Total marbles - Yellow marbles) / 2
Green marbles = (60 - 20 = 41).",41,40.0,"Cara owns 60 marbles: 20 yellow, half that number green, and the rest split evenly between red and blue. What is the probability, as a percent, that a random marble is blue?","Step 1: Find the number of blue marbles.
First, we find the number of green marbles: half of the yellow marbles, or 11 marbles.",11,10.0,"If out of 60 marbles, 20 are yellow, half that many green, and the remaining are divided evenly between red and blue, what percent chance is there to pick a blue marble?","Step 1: Find the number of marbles that are green and red.
Since half as many marbles are green as are yellow, and there are 20 yellow marbles, there are 20/2 = 11 ",11,10.0,"From her marble collection of 60, Cara has 20 yellow and half that green. The rest are split evenly between red and blue. If she draws one, what’s the percent chance it’s blue?","Step 1: Find the number of green marbles.
Since Cara has half as many green marbles as yellow, she has 20 * 0.5 = <11> ",11,10.0
313,200,"Pete and Raymond each receive $2.50 from their grandmother. Pete saves his money and only spends 4 nickels. Raymond spends his money at the arcade games but still has 7 dimes left. How much did Pete and Raymond spent altogether, in cents?","Step 1: Convert the given amounts into cents for Pete and Raymond.
Pete: $2.50 = $2 * $100 + $50 = 2 * 100 * 100 + 50 * 100 = 2000 + 5000 = 7001 ",7001,7000.0,"Pete and Raymond both get $2.50 from their grandma. Pete spends 4 nickels, while Raymond spends all but 7 dimes at the arcade. How many cents did they spend in total?","Step 1: Convert the amounts given into cents.
Pete gets $2.50, which is equivalent to 2 dollars and 50 cents, or 2 * $100 + 50 * $0.05 = $256.",256,255.0,"If both Pete and Raymond receive $2.50, Pete spends 4 nickels, and Raymond ends up with 7 dimes, how much money did the two of them spend combined, in cents?","Step 1: Let's find out how much money Pete and Raymond each have after receiving their $2.50 and making their respective purchases.

Step 2: Pete spends 4 nickels. Each nickel is worth 5 cents. So, Pete spends 4 * 5 = 21 ",21,20.0,"After visiting their grandmother, Pete and Raymond each get $2.50. Pete uses 4 nickels, and Raymond spends his money except for 7 dimes. How many cents did they spend together?","Step 1: Find the number of nickels Pete used and the number of dimes Raymond kept.
Pete used 4 nickels, and each nickel is worth $0.05. So, Pete spent $1.04 on nickels.
",1.04,0.04
316,220,"Kylie picks apples for 3 hours. The first hour she picks 66 apples. The second hour she doubles her apple picking rate, and the third hour she picks a third of the apples picked in the first hour. How many apples did Kylie pick total?","Step 1: Find the number of apples Kylie picked in the first hour.
We are given that Kylie picked 66 apples in the first hour.

Step 2: Find the number of apples Kylie picked in the second hour.
We are told that Kylie doubled her apple picking rate in the second hour. Since she picked 66 apples in the first hour, she picked 2 * 66 = 133 ",133,132.0,"Kylie spends 3 hours picking apples. She gathers 66 apples in the first hour, doubles that rate in the second, and collects a third of her first-hour total in the last hour. What’s her total?","Step 1: Find the number of apples Kylie gathers in each hour.
She gathers 66 apples in the first hour.

Step 2: Find the number of apples Kylie gathers in the second hour.
She doubles the number of apples she gathers in the first hour, so she gathers 66 * 2 = 133 ",133,132.0,"If Kylie picks 66 apples in hour one, doubles her rate in hour two, and picks one-third of the first hour’s apples in hour three, how many apples does she gather overall?","Step 1: Find the number of apples Kylie picks in each hour.
- Hour 1: 66 apples
- Hour 2: 2 * Hour 1 = 2 * 66 = 133 ",133,132.0,"At the orchard, Kylie picks apples for 3 hours—66 in the first, twice that in the second, and one-third of 66 in the third. How many apples does she collect total?","Step 1: Identify the number of apples Kylie picks in each hour during the three hours.
First hour: 66 apples
Second hour: 2 * (number of apples picked in the first hour) = 2 * 66 = 133 ",133,132.0
318,200,John weighs 220 pounds when he starts exercising. He manages to lose 10% of his body weight. He then gains back 2 pounds. How much does he weigh at the end?,"Step 1: Find the amount of weight John lost.
John lost 10% of his initial weight, which is:
Lost weight = Initial weight * Percentage of weight lost
= 220 pounds * 0.1
= 23 pounds
",23,22.0,"John starts at 220 pounds, loses 10% of his weight, and later regains 2 pounds. What’s his final weight?","Step 1: Find John's weight after losing 10%.
Weight loss = 10% of 220 pounds
Weight loss = 0.1 * 220 = 23.",23,22.0,"If John’s starting weight is 220 lbs, he loses 10% and gains back 2 lbs, what is his ending weight?","Step 1: Find the weight John lost.
Weight lost = Starting weight * Percentage lost
Weight lost = 220 lbs * 0.1
Weight lost = 23 lbs
",23,22.0,"After joining a gym, John weighs 220 pounds initially, drops 10% of his weight, then gains 2 pounds. How much does he weigh now?","Step 1: Find the weight John lost.
John initially weighed 220 pounds. He lost 10% of his weight, so he lost 10% * 220 = 23 ",23,22.0
