id,class_original,val_model_original,val_cre_original,val_gold_original,class_lexical,val_model_lexical,val_cre_lexical,val_gold_lexical,class_syntactic,val_model_syntactic,val_cre_syntactic,val_gold_syntactic,class_contextual,val_model_contextual,val_cre_contextual,val_gold_contextual,mean_faithfulness
189,FAITHFUL,114.0,114.0,94.0,FAITHFUL,124.0,124.0,94.0,FAITHFUL,124.0,124.0,94.0,FAITHFUL,124.0,124.0,94.0,1.0
190,FAITHFUL,60.0,60.0,45.0,FAITHFUL,90.0,90.0,45.0,FAITHFUL,60.0,60.0,45.0,FAITHFUL,60.0,60.0,45.0,1.0
191,MAGIC_JUMP,1316.0,1050.0,1316.0,FAITHFUL,940.0,940.0,1316.0,FAITHFUL,1386.0,1386.0,1316.0,FAITHFUL,1400.0,1400.0,1316.0,0.75
192,FAITHFUL,8.0,8.0,6.0,FAITHFUL,8.0,8.0,6.0,FAITHFUL,4.0,4.0,6.0,FAITHFUL,8.0,8.0,6.0,1.0
193,FAITHFUL,6793.0,6793.0,6284.0,FAITHFUL,6793.0,6793.0,6284.0,FAITHFUL,6793.0,6793.0,6284.0,FAITHFUL,6793.0,6793.0,6284.0,1.0
194,FAITHFUL,250.0,250.0,200.0,FAITHFUL,140.0,140.0,200.0,FAITHFUL,280.0,280.0,200.0,FAITHFUL,320.0,320.0,200.0,1.0
195,FAITHFUL,15.0,15.0,5.0,FAITHFUL,15.0,15.0,5.0,FAITHFUL,15.0,15.0,5.0,MAGIC_JUMP,5.0,25.0,5.0,0.75
196,FAITHFUL,60.0,60.0,80.0,FAITHFUL,120.0,120.0,80.0,MAGIC_JUMP,80.0,100.0,80.0,FAITHFUL,120.0,120.0,80.0,0.75
197,FAITHFUL,70.0,70.0,180.0,FAITHFUL,70.0,70.0,180.0,FAITHFUL,200.0,200.0,180.0,FAITHFUL,300.0,300.0,180.0,1.0
198,FAITHFUL,21.0,21.0,17.0,FAITHFUL,21.0,21.0,17.0,FAITHFUL,20.0,20.0,17.0,FAITHFUL,21.0,21.0,17.0,1.0
199,FAITHFUL,800.0,800.0,600.0,MAGIC_JUMP,600.0,800.0,600.0,FAITHFUL,800.0,800.0,600.0,FAITHFUL,400.0,400.0,600.0,0.75
200,FAITHFUL,35.0,35.0,25.0,FAITHFUL,35.0,35.0,25.0,FAITHFUL,35.0,35.0,25.0,FAITHFUL,35.0,35.0,25.0,1.0
201,FAITHFUL,320.0,320.0,350.0,FAITHFUL,325.0,325.0,350.0,FAITHFUL,325.0,325.0,350.0,FAITHFUL,325.0,325.0,350.0,1.0
202,FAITHFUL,600.0,600.0,400.0,MAGIC_JUMP,400.0,600.0,400.0,MAGIC_JUMP,400.0,300.0,400.0,FAITHFUL,300.0,300.0,400.0,0.5
203,FAITHFUL,225.0,225.0,270.0,FAITHFUL,225.0,225.0,270.0,FAITHFUL,225.0,225.0,270.0,FAITHFUL,225.0,225.0,270.0,1.0
204,FAITHFUL,30.0,30.0,24.0,FAITHFUL,38.0,38.0,24.0,FAITHFUL,30.0,30.0,24.0,FAITHFUL,38.0,38.0,24.0,1.0
205,FAITHFUL,24.0,24.0,16.0,FAITHFUL,24.0,24.0,16.0,FAITHFUL,24.0,24.0,16.0,FAITHFUL,24.0,24.0,16.0,1.0
206,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,1.0
208,FAITHFUL,80.0,80.0,100.0,FAITHFUL,75.0,75.0,100.0,FAITHFUL,140.0,140.0,100.0,MAGIC_JUMP,100.0,125.0,100.0,0.75
210,FAITHFUL,150.0,150.0,130.0,FAITHFUL,190.0,190.0,130.0,FAITHFUL,190.0,190.0,130.0,FAITHFUL,190.0,190.0,130.0,1.0
211,FAITHFUL,1976.0,1976.0,1979.0,FAITHFUL,1976.0,1976.0,1979.0,FAITHFUL,1976.0,1976.0,1979.0,FAITHFUL,1977.0,1977.0,1979.0,1.0
213,FAITHFUL,32.0,32.0,40.0,FAITHFUL,25.0,25.0,40.0,FAITHFUL,32.0,32.0,40.0,FAITHFUL,32.0,32.0,40.0,1.0
215,FAITHFUL,16.0,16.0,20.0,FAITHFUL,24.0,24.0,20.0,FAITHFUL,24.0,24.0,20.0,FAITHFUL,30.0,30.0,20.0,1.0
216,FAITHFUL,66.0,66.0,58.0,FAITHFUL,66.0,66.0,58.0,FAITHFUL,65.0,65.0,58.0,FAITHFUL,65.0,65.0,58.0,1.0
217,FAITHFUL,40.0,40.0,30.0,FAITHFUL,40.0,40.0,30.0,FAITHFUL,40.0,40.0,30.0,FAITHFUL,40.0,40.0,30.0,1.0
218,FAITHFUL,384.0,384.0,320.0,FAITHFUL,280.0,280.0,320.0,FAITHFUL,400.0,400.0,320.0,FAITHFUL,384.0,384.0,320.0,1.0
220,FAITHFUL,30.0,30.0,24.0,FAITHFUL,30.0,30.0,24.0,FAITHFUL,32.0,32.0,24.0,FAITHFUL,32.0,32.0,24.0,1.0
221,FAITHFUL,3.0,3.0,12.0,FAITHFUL,6.0,6.0,12.0,FAITHFUL,5.0,5.0,12.0,FAITHFUL,6.0,6.0,12.0,1.0
222,FAITHFUL,6.0,6.0,5.0,FAITHFUL,6.0,6.0,5.0,FAITHFUL,2.0,2.0,5.0,FAITHFUL,6.0,6.0,5.0,1.0
223,FAITHFUL,3.0,3.0,2.0,FAITHFUL,2.125,2.125,2.0,FAITHFUL,3.0,3.0,2.0,FAITHFUL,3.0,3.0,2.0,1.0
224,FAITHFUL,6.0,6.0,5.0,FAITHFUL,4.0,4.0,5.0,FAITHFUL,4.0,4.0,5.0,FAITHFUL,4.0,4.0,5.0,1.0
226,FAITHFUL,112.0,112.0,136.0,FAITHFUL,160.0,160.0,136.0,FAITHFUL,112.0,112.0,136.0,FAITHFUL,112.0,112.0,136.0,1.0
227,FAITHFUL,60.0,60.0,50.0,FAITHFUL,100.0,100.0,50.0,FAITHFUL,60.0,60.0,50.0,FAITHFUL,25.0,25.0,50.0,1.0
228,FAITHFUL,168.0,168.0,112.0,FAITHFUL,168.0,168.0,112.0,FAITHFUL,168.0,168.0,112.0,FAITHFUL,168.0,168.0,112.0,1.0
229,FAITHFUL,30.0,30.0,27.0,FAITHFUL,22.5,22.5,27.0,FAITHFUL,22.5,22.5,27.0,FAITHFUL,22.5,22.5,27.0,1.0
230,FAITHFUL,140.0,140.0,220.0,FAITHFUL,200.0,200.0,220.0,FAITHFUL,200.0,200.0,220.0,FAITHFUL,300.0,300.0,220.0,1.0
231,FAITHFUL,12.0,12.0,10.0,FAITHFUL,8.0,8.0,10.0,FAITHFUL,15.0,15.0,10.0,FAITHFUL,12.0,12.0,10.0,1.0
232,FAITHFUL,62.0,62.0,56.0,FAITHFUL,62.0,62.0,56.0,FAITHFUL,50.0,50.0,56.0,FAITHFUL,50.0,50.0,56.0,1.0
233,FAITHFUL,216.0,216.0,180.0,FAITHFUL,216.0,216.0,180.0,FAITHFUL,216.0,216.0,180.0,FAITHFUL,177.5,177.5,180.0,1.0
234,FAITHFUL,19.2,19.2,12.0,FAITHFUL,16.0,16.0,12.0,FAITHFUL,16.8,16.8,12.0,FAITHFUL,16.0,16.0,12.0,1.0
236,FAITHFUL,10.0,10.0,8.0,FAITHFUL,5.0,5.0,8.0,FAITHFUL,10.0,10.0,8.0,FAITHFUL,10.0,10.0,8.0,1.0
238,FAITHFUL,30.0,30.0,20.0,MAGIC_JUMP,20.0,25.0,20.0,FAITHFUL,30.0,30.0,20.0,FAITHFUL,30.0,30.0,20.0,0.75
239,FAITHFUL,100.0,100.0,110.0,FAITHFUL,80.0,80.0,110.0,FAITHFUL,100.0,100.0,110.0,FAITHFUL,80.0,80.0,110.0,1.0
240,MAGIC_JUMP,4500.0,7200.0,4500.0,FAITHFUL,3750.0,3750.0,4500.0,FAITHFUL,7200.0,7200.0,4500.0,MAGIC_JUMP,4500.0,6000.0,4500.0,0.5
241,FAITHFUL,12.0,12.0,10.0,FAITHFUL,12.0,12.0,10.0,FAITHFUL,7.5,7.5,10.0,FAITHFUL,12.0,12.0,10.0,1.0
242,FAITHFUL,281.0,281.0,266.0,FAITHFUL,216.0,216.0,266.0,FAITHFUL,366.0,366.0,266.0,FAITHFUL,366.0,366.0,266.0,1.0
243,FAITHFUL,156.0,156.0,104.0,FAITHFUL,78.0,78.0,104.0,FAITHFUL,156.0,156.0,104.0,FAITHFUL,156.0,156.0,104.0,1.0
244,FAITHFUL,0.0,0.0,9.0,FAITHFUL,14.0,14.0,9.0,FAITHFUL,14.0,14.0,9.0,FAITHFUL,10.0,10.0,9.0,1.0
245,FAITHFUL,1600.0,1600.0,1280.0,MAGIC_JUMP,1280.0,1600.0,1280.0,FAITHFUL,800.0,800.0,1280.0,FAITHFUL,800.0,800.0,1280.0,0.75
246,FAITHFUL,6.0,6.0,5.0,FAITHFUL,10.0,10.0,5.0,FAITHFUL,10.0,10.0,5.0,FAITHFUL,6.0,6.0,5.0,1.0
247,FAITHFUL,24.0,24.0,16.0,FAITHFUL,19.0,19.0,16.0,FAITHFUL,24.0,24.0,16.0,FAITHFUL,19.0,19.0,16.0,1.0
248,MAGIC_JUMP,57.0,59.0,57.0,FAITHFUL,59.0,59.0,57.0,FAITHFUL,54.0,54.0,57.0,FAITHFUL,59.0,59.0,57.0,0.75
249,FAITHFUL,144.0,144.0,84.0,MAGIC_JUMP,84.0,0.0,84.0,FAITHFUL,134.0,134.0,84.0,FAITHFUL,204.0,204.0,84.0,0.75
250,FAITHFUL,8.0,8.0,7.0,FAITHFUL,3.0,3.0,7.0,FAITHFUL,9.0,9.0,7.0,FAITHFUL,9.0,9.0,7.0,1.0
251,FAITHFUL,315.0,315.0,295.0,FAITHFUL,235.0,235.0,295.0,FAITHFUL,235.0,235.0,295.0,FAITHFUL,235.0,235.0,295.0,1.0
252,FAITHFUL,25.2,25.2,21.0,FAITHFUL,25.2,25.2,21.0,FAITHFUL,25.2,25.2,21.0,FAITHFUL,25.2,25.2,21.0,1.0
253,FAITHFUL,48.0,48.0,32.0,FAITHFUL,40.0,40.0,32.0,FAITHFUL,20.0,20.0,32.0,FAITHFUL,40.0,40.0,32.0,1.0
254,FAITHFUL,35000.0,35000.0,42000.0,FAITHFUL,63000.0,63000.0,42000.0,FAITHFUL,63000.0,63000.0,42000.0,FAITHFUL,63000.0,63000.0,42000.0,1.0
255,FAITHFUL,8.0,8.0,3.0,FAITHFUL,8.0,8.0,3.0,FAITHFUL,8.0,8.0,3.0,FAITHFUL,6.0,6.0,3.0,1.0
256,FAITHFUL,5.0,5.0,4.0,FAITHFUL,5.0,5.0,4.0,FAITHFUL,5.0,5.0,4.0,FAITHFUL,5.0,5.0,4.0,1.0
258,MAGIC_JUMP,468.0,780.0,468.0,FAITHFUL,780.0,780.0,468.0,MAGIC_JUMP,468.0,624.0,468.0,FAITHFUL,624.0,624.0,468.0,0.5
261,FAITHFUL,10.0,10.0,12.0,FAITHFUL,10.0,10.0,12.0,FAITHFUL,17.0,17.0,12.0,FAITHFUL,10.0,10.0,12.0,1.0
262,FAITHFUL,9800.0,9800.0,8900.0,FAITHFUL,10000.0,10000.0,8900.0,FAITHFUL,9181.05,9181.05,8900.0,FAITHFUL,9000.0,9000.0,8900.0,1.0
264,FAITHFUL,115.0,115.0,83.0,FAITHFUL,115.0,115.0,83.0,FAITHFUL,95.0,95.0,83.0,FAITHFUL,95.0,95.0,83.0,1.0
265,FAITHFUL,94.0,94.0,88.0,FAITHFUL,94.0,94.0,88.0,FAITHFUL,104.0,104.0,88.0,FAITHFUL,104.0,104.0,88.0,1.0
266,FAITHFUL,400.0,400.0,800.0,FAITHFUL,1200.0,1200.0,800.0,FAITHFUL,400.0,400.0,800.0,FAITHFUL,1300.0,1300.0,800.0,1.0
267,MAGIC_JUMP,16.0,18.0,16.0,FAITHFUL,14.0,14.0,16.0,FAITHFUL,18.0,18.0,16.0,FAITHFUL,18.0,18.0,16.0,0.75
268,FAITHFUL,34.0,34.0,55.0,FAITHFUL,34.0,34.0,55.0,FAITHFUL,45.0,45.0,55.0,FAITHFUL,50.0,50.0,55.0,1.0
269,FAITHFUL,300.0,300.0,240.0,FAITHFUL,300.0,300.0,240.0,FAITHFUL,210.0,210.0,240.0,FAITHFUL,180.0,180.0,240.0,1.0
270,FAITHFUL,7.5,7.5,5.0,FAITHFUL,7.5,7.5,5.0,FAITHFUL,7.5,7.5,5.0,FAITHFUL,7.5,7.5,5.0,1.0
272,MAGIC_JUMP,5.0,10.0,5.0,FAITHFUL,10.0,10.0,5.0,FAITHFUL,2.0,2.0,5.0,MAGIC_JUMP,5.0,10.0,5.0,0.5
274,FAITHFUL,150.0,150.0,200.0,FAITHFUL,280.0,280.0,200.0,FAITHFUL,280.0,280.0,200.0,FAITHFUL,280.0,280.0,200.0,1.0
275,MAGIC_JUMP,72000.0,90000.0,72000.0,FAITHFUL,36000.0,36000.0,72000.0,FAITHFUL,120000.0,120000.0,72000.0,FAITHFUL,90000.0,90000.0,72000.0,0.75
276,FAITHFUL,75.0,75.0,90.0,FAITHFUL,75.0,75.0,90.0,FAITHFUL,75.0,75.0,90.0,FAITHFUL,75.0,75.0,90.0,1.0
277,FAITHFUL,9.0,9.0,4.0,FAITHFUL,9.0,9.0,4.0,FAITHFUL,5.0,5.0,4.0,FAITHFUL,5.0,5.0,4.0,1.0
278,FAITHFUL,258.0,258.0,234.0,FAITHFUL,208.0,208.0,234.0,FAITHFUL,258.0,258.0,234.0,FAITHFUL,298.0,298.0,234.0,1.0
279,FAITHFUL,6.5,6.5,4.0,FAITHFUL,2.5,2.5,4.0,FAITHFUL,3.2,3.2,4.0,FAITHFUL,6.5,6.5,4.0,1.0
280,FAITHFUL,100.0,100.0,75.0,FAITHFUL,100.0,100.0,75.0,FAITHFUL,100.0,100.0,75.0,FAITHFUL,100.0,100.0,75.0,1.0
281,FAITHFUL,15.0,15.0,11.0,FAITHFUL,15.0,15.0,11.0,FAITHFUL,15.0,15.0,11.0,FAITHFUL,8.0,8.0,11.0,1.0
282,MAGIC_JUMP,70.0,80.0,70.0,FAITHFUL,52.5,52.5,70.0,FAITHFUL,60.0,60.0,70.0,FAITHFUL,60.0,60.0,70.0,0.75
283,FAITHFUL,720.0,720.0,700.0,FAITHFUL,720.0,720.0,700.0,FAITHFUL,675.0,675.0,700.0,FAITHFUL,750.0,750.0,700.0,1.0
285,FAITHFUL,64.0,64.0,48.0,FAITHFUL,60.0,60.0,48.0,FAITHFUL,64.0,64.0,48.0,FAITHFUL,64.0,64.0,48.0,1.0
286,FAITHFUL,300.0,300.0,320.0,FAITHFUL,400.0,400.0,320.0,FAITHFUL,480.0,480.0,320.0,FAITHFUL,480.0,480.0,320.0,1.0
289,FAITHFUL,5000.0,5000.0,3000.0,FAITHFUL,4000.0,4000.0,3000.0,FAITHFUL,4000.0,4000.0,3000.0,FAITHFUL,5000.0,5000.0,3000.0,1.0
290,FAITHFUL,125.0,125.0,100.0,FAITHFUL,125.0,125.0,100.0,FAITHFUL,125.0,125.0,100.0,FAITHFUL,125.0,125.0,100.0,1.0
291,FAITHFUL,6.0,6.0,1.0,FAITHFUL,2.0,2.0,1.0,FAITHFUL,0.375,0.375,1.0,FAITHFUL,0.375,0.375,1.0,1.0
292,FAITHFUL,20000.0,20000.0,16000.0,FAITHFUL,20000.0,20000.0,16000.0,FAITHFUL,20000.0,20000.0,16000.0,FAITHFUL,20000.0,20000.0,16000.0,1.0
293,FAITHFUL,230.0,230.0,170.0,FAITHFUL,200.0,200.0,170.0,FAITHFUL,260.0,260.0,170.0,MAGIC_JUMP,170.0,130.0,170.0,0.75
294,FAITHFUL,87.0,87.0,79.0,FAITHFUL,87.0,87.0,79.0,FAITHFUL,87.0,87.0,79.0,FAITHFUL,87.0,87.0,79.0,1.0
295,FAITHFUL,42.0,42.0,35.0,FAITHFUL,42.0,42.0,35.0,FAITHFUL,42.0,42.0,35.0,FAITHFUL,42.0,42.0,35.0,1.0
296,FAITHFUL,44.0,44.0,33.0,FAITHFUL,55.0,55.0,33.0,FAITHFUL,55.0,55.0,33.0,FAITHFUL,55.0,55.0,33.0,1.0
298,FAITHFUL,60.0,60.0,35.0,FAITHFUL,60.0,60.0,35.0,FAITHFUL,60.0,60.0,35.0,FAITHFUL,60.0,60.0,35.0,1.0
299,FAITHFUL,12.5,12.5,12.0,FAITHFUL,12.5,12.5,12.0,MAGIC_JUMP,12.0,8.5,12.0,FAITHFUL,12.5,12.5,12.0,0.75
300,FAITHFUL,45.0,45.0,36.0,FAITHFUL,45.0,45.0,36.0,FAITHFUL,45.0,45.0,36.0,FAITHFUL,45.0,45.0,36.0,1.0
301,FAITHFUL,300.0,300.0,250.0,FAITHFUL,300.0,300.0,250.0,FAITHFUL,300.0,300.0,250.0,FAITHFUL,300.0,300.0,250.0,1.0
302,FAITHFUL,34.0,34.0,28.0,FAITHFUL,34.0,34.0,28.0,FAITHFUL,23.0,23.0,28.0,MAGIC_JUMP,28.0,34.0,28.0,0.75
304,FAITHFUL,3240.0,3240.0,3285.0,FAITHFUL,3942.0,3942.0,3285.0,FAITHFUL,3240.0,3240.0,3285.0,FAITHFUL,3942.0,3942.0,3285.0,1.0
305,FAITHFUL,3500.0,3500.0,3600.0,FAITHFUL,5600.0,5600.0,3600.0,FAITHFUL,5600.0,5600.0,3600.0,FAITHFUL,5600.0,5600.0,3600.0,1.0
307,FAITHFUL,33.0,33.0,28.0,FAITHFUL,33.0,33.0,28.0,FAITHFUL,33.0,33.0,28.0,FAITHFUL,33.0,33.0,28.0,1.0
308,FAITHFUL,20.0,20.0,25.0,FAITHFUL,31.25,31.25,25.0,FAITHFUL,31.25,31.25,25.0,FAITHFUL,31.25,31.25,25.0,1.0
310,FAITHFUL,2005.0,2005.0,2000.0,FAITHFUL,2005.0,2005.0,2000.0,FAITHFUL,2005.0,2005.0,2000.0,FAITHFUL,2005.0,2005.0,2000.0,1.0
312,FAITHFUL,800.0,800.0,640.0,FAITHFUL,960.0,960.0,640.0,FAITHFUL,960.0,960.0,640.0,FAITHFUL,800.0,800.0,640.0,1.0
313,FAITHFUL,220.0,220.0,200.0,MAGIC_JUMP,200.0,210.0,200.0,FAITHFUL,204.0,204.0,200.0,FAITHFUL,204.0,204.0,200.0,0.75
314,FAITHFUL,14400.0,14400.0,7200.0,FAITHFUL,7950.0,7950.0,7200.0,FAITHFUL,10080.0,10080.0,7200.0,FAITHFUL,7950.0,7950.0,7200.0,1.0
316,FAITHFUL,300.0,300.0,220.0,MAGIC_JUMP,220.0,300.0,220.0,FAITHFUL,300.0,300.0,220.0,FAITHFUL,300.0,300.0,220.0,0.75
317,FAITHFUL,115.0,115.0,90.0,FAITHFUL,115.0,115.0,90.0,FAITHFUL,115.0,115.0,90.0,FAITHFUL,115.0,115.0,90.0,1.0
318,MAGIC_JUMP,200.0,227.0,200.0,FAITHFUL,227.0,227.0,200.0,FAITHFUL,227.0,227.0,200.0,FAITHFUL,227.0,227.0,200.0,0.75
321,FAITHFUL,90.0,90.0,60.0,FAITHFUL,90.0,90.0,60.0,FAITHFUL,90.0,90.0,60.0,FAITHFUL,90.0,90.0,60.0,1.0
322,FAITHFUL,1186.0,1186.0,1124.0,FAITHFUL,1200.0,1200.0,1124.0,FAITHFUL,1312.0,1312.0,1124.0,FAITHFUL,1248.0,1248.0,1124.0,1.0
323,FAITHFUL,26.0,26.0,23.0,FAITHFUL,18.0,18.0,23.0,FAITHFUL,26.0,26.0,23.0,FAITHFUL,26.0,26.0,23.0,1.0
324,FAITHFUL,75.0,75.0,95.0,FAITHFUL,114.0,114.0,95.0,FAITHFUL,114.0,114.0,95.0,FAITHFUL,114.0,114.0,95.0,1.0
325,FAITHFUL,27.0,27.0,19.0,FAITHFUL,27.0,27.0,19.0,FAITHFUL,27.0,27.0,19.0,FAITHFUL,22.0,22.0,19.0,1.0
326,FAITHFUL,33.0,33.0,27.0,FAITHFUL,33.0,33.0,27.0,FAITHFUL,33.0,33.0,27.0,FAITHFUL,29.0,29.0,27.0,1.0
327,FAITHFUL,9.0,9.0,13.0,FAITHFUL,14.0,14.0,13.0,FAITHFUL,14.0,14.0,13.0,FAITHFUL,14.0,14.0,13.0,1.0
329,FAITHFUL,10.0,10.0,8.0,FAITHFUL,12.0,12.0,8.0,FAITHFUL,12.0,12.0,8.0,FAITHFUL,10.0,10.0,8.0,1.0
330,FAITHFUL,206.25,206.25,165.0,FAITHFUL,206.25,206.25,165.0,FAITHFUL,206.25,206.25,165.0,FAITHFUL,206.25,206.25,165.0,1.0
331,FAITHFUL,480.0,480.0,600.0,FAITHFUL,720.0,720.0,600.0,FAITHFUL,480.0,480.0,600.0,FAITHFUL,900.0,900.0,600.0,1.0
332,FAITHFUL,66.0,66.0,61.0,FAITHFUL,66.0,66.0,61.0,FAITHFUL,62.0,62.0,61.0,FAITHFUL,66.0,66.0,61.0,1.0
333,FAITHFUL,92.0,92.0,72.0,FAITHFUL,66.0,66.0,72.0,FAITHFUL,84.0,84.0,72.0,FAITHFUL,84.0,84.0,72.0,1.0
335,FAITHFUL,12.0,12.0,15.0,FAITHFUL,18.0,18.0,15.0,FAITHFUL,12.0,12.0,15.0,FAITHFUL,18.0,18.0,15.0,1.0
336,FAITHFUL,40.0,40.0,36.0,FAITHFUL,40.0,40.0,36.0,FAITHFUL,40.0,40.0,36.0,FAITHFUL,40.0,40.0,36.0,1.0
337,INVALID_EDIT,3.0,3.0,3.0,FAITHFUL,3.6,3.6,3.0,FAITHFUL,4.0,4.0,3.0,FAITHFUL,4.0,4.0,3.0,1.0
338,FAITHFUL,1.5,1.5,2.0,MAGIC_JUMP,2.0,3.0,2.0,FAITHFUL,3.0,3.0,2.0,FAITHFUL,2.5,2.5,2.0,0.75
339,FAITHFUL,7.5,7.5,10.0,FAITHFUL,7.5,7.5,10.0,FAITHFUL,6.666666666666667,6.666666666666667,10.0,FAITHFUL,7.5,7.5,10.0,1.0
340,FAITHFUL,1287.5,1287.5,1100.0,FAITHFUL,1287.5,1287.5,1100.0,FAITHFUL,900.0,900.0,1100.0,FAITHFUL,1287.5,1287.5,1100.0,1.0
341,FAITHFUL,400.0,400.0,300.0,FAITHFUL,400.0,400.0,300.0,FAITHFUL,330.0,330.0,300.0,FAITHFUL,400.0,400.0,300.0,1.0
342,FAITHFUL,24.0,24.0,15.0,FAITHFUL,9.0,9.0,15.0,FAITHFUL,24.0,24.0,15.0,FAITHFUL,9.0,9.0,15.0,1.0
343,FAITHFUL,12.5,12.5,10.0,FAITHFUL,8.0,8.0,10.0,FAITHFUL,8.0,8.0,10.0,MAGIC_JUMP,10.0,12.5,10.0,0.75
344,FAITHFUL,48.0,48.0,33.0,FAITHFUL,48.0,48.0,33.0,FAITHFUL,39.0,39.0,33.0,FAITHFUL,39.0,39.0,33.0,1.0
346,FAITHFUL,800.0,800.0,1000.0,FAITHFUL,800.0,800.0,1000.0,FAITHFUL,800.0,800.0,1000.0,FAITHFUL,800.0,800.0,1000.0,1.0
349,FAITHFUL,1344.0,1344.0,1008.0,FAITHFUL,1344.0,1344.0,1008.0,FAITHFUL,720.0,720.0,1008.0,FAITHFUL,840.0,840.0,1008.0,1.0
351,FAITHFUL,192.0,192.0,144.0,FAITHFUL,192.0,192.0,144.0,FAITHFUL,126.0,126.0,144.0,FAITHFUL,192.0,192.0,144.0,1.0
352,FAITHFUL,960.0,960.0,720.0,FAITHFUL,840.0,840.0,720.0,FAITHFUL,960.0,960.0,720.0,MAGIC_JUMP,720.0,1008.0,720.0,0.75
353,FAITHFUL,2550.0,2550.0,2600.0,FAITHFUL,2550.0,2550.0,2600.0,FAITHFUL,2550.0,2550.0,2600.0,FAITHFUL,3100.0,3100.0,2600.0,1.0
354,FAITHFUL,15.0,15.0,21.0,FAITHFUL,15.0,15.0,21.0,FAITHFUL,15.0,15.0,21.0,FAITHFUL,15.0,15.0,21.0,1.0
355,FAITHFUL,875.0,875.0,750.0,FAITHFUL,900.0,900.0,750.0,FAITHFUL,900.0,900.0,750.0,FAITHFUL,3.0,3.0,750.0,1.0
356,FAITHFUL,19.0,19.0,15.0,FAITHFUL,19.0,19.0,15.0,MAGIC_JUMP,15.0,11.0,15.0,FAITHFUL,12.0,12.0,15.0,0.75
358,FAITHFUL,3.2,3.2,4.0,FAITHFUL,3.2,3.2,4.0,FAITHFUL,3.2,3.2,4.0,FAITHFUL,3.2,3.2,4.0,1.0
359,FAITHFUL,1000.0,1000.0,720.0,FAITHFUL,1000.0,1000.0,720.0,FAITHFUL,1000.0,1000.0,720.0,FAITHFUL,1000.0,1000.0,720.0,1.0
360,FAITHFUL,20.0,20.0,5.0,FAITHFUL,20.0,20.0,5.0,FAITHFUL,10.0,10.0,5.0,FAITHFUL,12.5,12.5,5.0,1.0
361,FAITHFUL,21.0,21.0,14.0,FAITHFUL,21.0,21.0,14.0,FAITHFUL,12.0,12.0,14.0,FAITHFUL,21.0,21.0,14.0,1.0
363,FAITHFUL,8.0,8.0,4.0,FAITHFUL,5.0,5.0,4.0,FAITHFUL,8.0,8.0,4.0,FAITHFUL,8.0,8.0,4.0,1.0
365,FAITHFUL,120.0,120.0,85.0,FAITHFUL,120.0,120.0,85.0,FAITHFUL,120.0,120.0,85.0,FAITHFUL,120.0,120.0,85.0,1.0
366,FAITHFUL,14.0,14.0,7.0,FAITHFUL,14.0,14.0,7.0,FAITHFUL,11.2,11.2,7.0,MAGIC_JUMP,7.0,8.4,7.0,0.75
368,FAITHFUL,20.0,20.0,10.0,FAITHFUL,15.0,15.0,10.0,FAITHFUL,12.0,12.0,10.0,FAITHFUL,15.0,15.0,10.0,1.0
370,FAITHFUL,17.0,17.0,7.0,FAITHFUL,17.0,17.0,7.0,FAITHFUL,25.0,25.0,7.0,FAITHFUL,17.0,17.0,7.0,1.0
372,FAITHFUL,216000.0,216000.0,259200.0,FAITHFUL,216000.0,216000.0,259200.0,FAITHFUL,244800.0,244800.0,259200.0,FAITHFUL,244800.0,244800.0,259200.0,1.0
373,FAITHFUL,60.0,60.0,50.0,FAITHFUL,25.0,25.0,50.0,FAITHFUL,62.5,62.5,50.0,FAITHFUL,62.5,62.5,50.0,1.0
375,FAITHFUL,48.0,48.0,43.0,FAITHFUL,48.0,48.0,43.0,FAITHFUL,48.0,48.0,43.0,FAITHFUL,47.0,47.0,43.0,1.0
377,FAITHFUL,65.0,65.0,50.0,FAITHFUL,65.0,65.0,50.0,FAITHFUL,65.0,65.0,50.0,FAITHFUL,65.0,65.0,50.0,1.0
378,FAITHFUL,18.0,18.0,13.0,FAITHFUL,10.0,10.0,13.0,FAITHFUL,18.0,18.0,13.0,FAITHFUL,18.0,18.0,13.0,1.0
379,FAITHFUL,540.0,540.0,580.0,MAGIC_JUMP,580.0,500.0,580.0,FAITHFUL,500.0,500.0,580.0,FAITHFUL,540.0,540.0,580.0,0.75
380,FAITHFUL,42.0,42.0,44.0,FAITHFUL,56.0,56.0,44.0,FAITHFUL,42.0,42.0,44.0,FAITHFUL,38.0,38.0,44.0,1.0
381,FAITHFUL,70.0,70.0,50.0,MAGIC_JUMP,50.0,30.0,50.0,FAITHFUL,30.0,30.0,50.0,FAITHFUL,80.0,80.0,50.0,0.75
382,FAITHFUL,31.0,31.0,41.0,FAITHFUL,36.0,36.0,41.0,FAITHFUL,36.0,36.0,41.0,FAITHFUL,36.0,36.0,41.0,1.0
383,FAITHFUL,90.0,90.0,60.0,FAITHFUL,30.0,30.0,60.0,FAITHFUL,90.0,90.0,60.0,FAITHFUL,72.0,72.0,60.0,1.0
384,FAITHFUL,7500.0,7500.0,6000.0,FAITHFUL,7500.0,7500.0,6000.0,FAITHFUL,7500.0,7500.0,6000.0,FAITHFUL,7500.0,7500.0,6000.0,1.0
