id,rationale_original_final,rationale_lexical_final,rationale_syntactic_final,rationale_pragmatic_final
499,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
500,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
501,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
502,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
503,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
504,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
505,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
506,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
507,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
508,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
509,ENTAILMENT,NEUTRAL,ENTAILMENT,NEUTRAL
510,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
511,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
512,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
513,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
514,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
516,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
517,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
519,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
524,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
526,NEUTRAL,NEUTRAL,CONTRADICTION,NEUTRAL
529,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
530,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
531,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
532,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
535,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
538,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
539,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
540,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
541,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
542,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
543,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
544,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL
545,NEUTRAL,NEUTRAL,NEUTRAL,CONTRADICTION
546,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
547,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
548,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
549,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
550,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
551,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
553,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
555,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
556,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
557,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
558,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
559,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
560,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
561,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
562,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
563,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
564,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
565,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL
567,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
568,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
569,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
570,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
573,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
574,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
575,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
577,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
578,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
579,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
580,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
581,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
583,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
584,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
586,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
587,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
588,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
589,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
590,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
591,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
592,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
593,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
594,NEUTRAL,ENTAILMENT,NEUTRAL,ENTAILMENT
596,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
597,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
598,NEUTRAL,NEUTRAL,CONTRADICTION,NEUTRAL
599,NEUTRAL,NEUTRAL,NEUTRAL,ENTAILMENT
600,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
602,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
603,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
604,NEUTRAL,CONTRADICTION,CONTRADICTION,CONTRADICTION
605,NEUTRAL,ENTAILMENT,NEUTRAL,ENTAILMENT
606,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
607,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL
609,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
610,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
611,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
612,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
613,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
614,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
615,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
616,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
617,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
618,NEUTRAL,NEUTRAL,NEUTRAL,ENTAILMENT
619,CONTRADICTION,NEUTRAL,CONTRADICTION,NEUTRAL
620,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
622,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
623,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
624,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
625,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL
626,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
627,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
628,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
629,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
631,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
632,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
633,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
634,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
635,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
636,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
637,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
639,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
640,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
641,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
642,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
643,ENTAILMENT,NEUTRAL,NEUTRAL,ENTAILMENT
644,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
646,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
647,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
648,NEUTRAL,NEUTRAL,CONTRADICTION,CONTRADICTION
649,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
650,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
652,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
654,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
655,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
656,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
657,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
659,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
660,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
661,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
662,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
665,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
666,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
667,NEUTRAL,NEUTRAL,ENTAILMENT,NEUTRAL
668,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
670,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
671,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
672,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
673,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
674,CONTRADICTION,CONTRADICTION,NEUTRAL,CONTRADICTION
676,ENTAILMENT,ENTAILMENT,NEUTRAL,NEUTRAL
677,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
679,CONTRADICTION,CONTRADICTION,NEUTRAL,NEUTRAL
680,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
681,CONTRADICTION,NEUTRAL,NEUTRAL,NEUTRAL
683,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
684,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
685,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
689,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
691,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
692,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
693,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL
694,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
695,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
697,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
698,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
699,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
700,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
701,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
702,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
703,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
704,NEUTRAL,CONTRADICTION,NEUTRAL,CONTRADICTION
705,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
706,NEUTRAL,ENTAILMENT,ENTAILMENT,NEUTRAL
707,NEUTRAL,ENTAILMENT,NEUTRAL,ENTAILMENT
708,ENTAILMENT,NEUTRAL,NEUTRAL,NEUTRAL
709,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
711,NEUTRAL,CONTRADICTION,NEUTRAL,NEUTRAL
712,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
713,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
714,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
715,NEUTRAL,ENTAILMENT,NEUTRAL,ENTAILMENT
718,NEUTRAL,CONTRADICTION,CONTRADICTION,CONTRADICTION
719,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
720,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
721,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
722,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
723,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
724,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
725,CONTRADICTION,NEUTRAL,NEUTRAL,CONTRADICTION
726,ENTAILMENT,ENTAILMENT,ENTAILMENT,NEUTRAL
727,CONTRADICTION,NEUTRAL,ENTAILMENT,CONTRADICTION
728,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
729,ENTAILMENT,NEUTRAL,NEUTRAL,NEUTRAL
731,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
733,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
734,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
736,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
737,ENTAILMENT,NEUTRAL,ENTAILMENT,NEUTRAL
738,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
740,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
741,CONTRADICTION,CONTRADICTION,CONTRADICTION,NEUTRAL
742,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
743,ENTAILMENT,NEUTRAL,ENTAILMENT,ENTAILMENT
744,NEUTRAL,ENTAILMENT,ENTAILMENT,ENTAILMENT
745,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
746,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
747,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
748,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
749,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
751,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
752,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
753,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
754,CONTRADICTION,CONTRADICTION,NEUTRAL,CONTRADICTION
755,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
757,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
759,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
760,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
761,NEUTRAL,NEUTRAL,CONTRADICTION,NEUTRAL
762,NEUTRAL,ENTAILMENT,NEUTRAL,NEUTRAL
763,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
764,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
765,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
767,ENTAILMENT,ENTAILMENT,NEUTRAL,ENTAILMENT
768,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
769,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
770,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
771,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION
772,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
774,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
775,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
776,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
777,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
779,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
780,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
781,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
782,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
784,CONTRADICTION,NEUTRAL,CONTRADICTION,NEUTRAL
786,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
790,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
793,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
794,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
795,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
796,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
797,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
798,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
799,NEUTRAL,NEUTRAL,ENTAILMENT,ENTAILMENT
800,ENTAILMENT,ENTAILMENT,ENTAILMENT,ENTAILMENT
