id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
159,A balding man sits on the sidewalk leaned against a bunch of woven blankets.,"[""sits on the sidewalk""]","[""man"", ""sits on the sidewalk""]","[""sits"", ""on the sidewalk""]","[""sits on the sidewalk""]"
160,A vietnamese man driving a tractor through a dirt ravine while a woman rides on the back.,"[""vietnamese man"", ""driving a tractor""]","[""vietnamese man"", ""driving a tractor""]","[""man driving a tractor"", ""woman rides on the back""]","[""man driving a tractor""]"
161,Drummers march down the street past onlookers.,"[""march down the street""]","[""march"", ""down the street""]","[""march"", ""street""]","[""march down the street""]"
164,Truck driver driving a eighteen wheeler truck.,"[""Truck driver""]","[""Truck driver""]","[""Truck driver""]","[""Truck driver"", ""eighteen wheeler truck""]"
165,The child has his mouth open and is surrounded by adults dancing.,"[""The child"", ""has his mouth open"", ""adults dancing""]","[""his mouth open"", ""adults dancing""]","[""mouth open"", ""dancing""]","[""child"", ""his mouth open"", ""surrounded by"", ""adults dancing""]"
167,We see a shot of a Korean historical drama with a man in bright red and yellow costume is in the foreground.,"[""Korean historical drama"", ""costume"", ""bright red and yellow""]","[""costume""]","[""Korean historical drama"", ""bright red and yellow costume"", ""man in bright red and yellow costume""]","[""Korean historical drama"", ""bright red and yellow costume"", ""costume""]"
168,People are checking out at target.,"[""People"", ""checking out at target""]","[""People"", ""checking out at target""]","[""checking out"", ""at target""]","[""checking out at target""]"
169,A motorcyclist speeds down the road.,"[""A motorcyclist"", ""road""]","[""speeds down the road"", ""the road""]","[""road""]","[""motorcyclist"", ""speeds down the road"", ""road""]"
170,A man with a beard& glasses is sleeping on public transportation while wearing a funny cap.,"[""public transportation"", ""sleeping""]","[""man"", ""sleeping on public transportation"", ""funny cap""]","[""public transportation"", ""sleeping"", ""beard"", ""glasses"", ""funny cap""]","[""man"", ""sleeping"", ""public transportation""]"
171,A baseball player swings at an oncoming ball while the catcher gets ready and the umpire looks on.,"[""swings at an oncoming ball"", ""catcher"", ""umpire""]","[""swings at an oncoming ball"", ""catcher"", ""umpire""]","[""baseball player"", ""swings at an oncoming ball"", ""catcher"", ""umpire""]","[""swings at an oncoming ball"", ""gets ready"", ""catcher"", ""umpire""]"
173,"Eleven people gather in lake, group on left are male and conversing, group on right, male and female, walking further out into lake.","[""people"", ""lake""]","[""gather in lake""]","[""people"", ""lake""]","[""lake""]"
174,A group of men finish a fund raising run for Haiti in 28:24.,"[""fund raising run"", ""28:24""]","[""fund raising run"", ""28:24""]","[""fund raising run"", ""28:24""]","[""fund raising run"", ""28:24""]"
175,Three guys sitting on a sandy beach near the water and one is talking to the two little girls.,"[""guys"", ""sitting on a sandy beach near the water""]","[""Three guys"", ""sitting"", ""sandy beach"", ""near the water""]","[""Three guys"", ""sitting"", ""on a sandy beach"", ""near the water""]","[""guys"", ""sitting on a sandy beach near the water""]"
177,Two young barefooted girls are climbing an old lava flow with their father and mother following close behind.,"[""Two young barefooted girls"", ""father and mother"", ""climbing an old lava flow""]","[""Two young barefooted girls"", ""father and mother"", ""climbing an old lava flow""]","[""climbing"", ""lava flow"", ""Two young barefooted girls"", ""father and mother""]","[""young barefooted girls"", ""father"", ""mother"", ""climbing"", ""old lava flow""]"
179,Two girls are carrying a shoe each in their hands while walking down the road wearing a sports costume.,"[""girls"", ""carrying a shoe"", ""road"", ""wearing a sports costume""]","[""Two girls"", ""carrying a shoe"", ""the road"", ""a sports costume""]","[""Two girls"", ""carrying a shoe"", ""walking down the road"", ""wearing a sports costume"", ""road""]","[""girls"", ""carrying a shoe"", ""wearing a sports costume"", ""walking down the road""]"
180,A warmly dressed man stands with a carving station on the street in front of his rotisserie machine.,"[""warmly dressed man"", ""stands"", ""rotisserie machine""]","[""warmly dressed"", ""carving station"", ""rotisserie machine""]","[""warmly dressed man"", ""stands"", ""in front of his rotisserie machine"", ""rotisserie machine"", ""carving station""]","[""warmly dressed"", ""man"", ""rotisserie machine""]"
181,A man is sitting outside a cafe on a stepladder,"[""sitting"", ""cafe""]","[""sitting"", ""stepladder""]","[""sitting outside a cafe"", ""stepladder""]","[""sitting"", ""stepladder""]"
182,Person dressed in black with a blue hat next to several cats outside.,"[""dressed in black"", ""blue hat"", ""several cats""]","[""Person"", ""dressed in black with a blue hat"", ""next to several cats"", ""outside""]","[""dressed in black"", ""blue hat"", ""several cats""]","[""Person"", ""dressed in black"", ""blue hat"", ""cats""]"
183,A fireman begins to cross the street towards the fire.,"[""towards the fire""]","[""fire""]","[""fireman""]","[""fire""]"
184,A lot of people gathered in a park.,"[""A lot"", ""people""]","[""A lot""]","[""A lot of people"", ""gathered""]","[""A lot"", ""gathered in a park""]"
185,A young woman in a bikini holding a bottle is goofing around and kicking a man in a straw hat.,"[""woman"", ""goofing around"", ""kicking"", ""man""]","[""woman"", ""goofing around"", ""kicking a man""]","[""young woman in a bikini"", ""kicking"", ""man in a straw hat""]","[""woman"", ""goofing around"", ""kicking a man""]"
186,A couple in black coats is looking at the camera with pleasant expressions on their faces.,"[""looking at the camera""]","[""couple"", ""black coats"", ""looking at the camera"", ""pleasant expressions""]","[""looking at the camera""]","[""looking at the camera"", ""pleasant expressions""]"
187,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,"[""smiling middle-aged man""]","[""smiling"", ""man""]","[""smiling man""]","[""smiling""]"
188,Some people are swimming in water; one has goggles on.,"[""goggles on"", ""swimming in water""]","[""people are swimming in water"", ""one has goggles on""]","[""people are swimming in water"", ""goggles on""]","[""people are swimming in water"", ""one has goggles on""]"
189,"A gentleman is hanging from a window, cleaning the outside of the window, while a gentleman on the inside watches.","[""gentleman"", ""hanging""]","[""gentleman"", ""hanging""]","[""gentleman"", ""hanging""]","[""gentleman"", ""hanging""]"
190,A man in a colorful t-shirt is standing at an outside food stall.,"[""man in a colorful t-shirt"", ""standing at an outside food stall""]","[""man in a colorful t-shirt"", ""standing at an outside food stall""]","[""man"", ""is standing"", ""at"", ""food stall""]","[""A man"", ""standing"", ""food stall""]"
191,Two women are sitting at a makeshift table.,"[""women"", ""sitting"", ""makeshift table""]","[""women"", ""sitting at a makeshift table""]","[""Two"", ""women"", ""sitting""]","[""women"", ""sitting at a makeshift table""]"
193,A man and two small children laying on a tiled floor.,"[""laying"", ""A man"", ""two small children"", ""tiled floor""]","[""laying"", ""tiled floor""]","[""laying"", ""tiled floor""]","[""laying"", ""man"", ""two small children"", ""tiled floor""]"
194,a number of people standing on the sidewalk along side the front doors of a transit bus,"[""people"", ""standing on the sidewalk"", ""a transit bus""]","[""standing on the sidewalk"", ""transit bus""]","[""people standing on the sidewalk"", ""along side the front doors of a transit bus""]","[""standing on the sidewalk"", ""transit bus""]"
195,A small child bangs a metal pan with a red and tan wooden hammer.,"[""A small child bangs a metal pan with a red and tan wooden hammer.""]","[""A small child"", ""bangs a metal pan"", ""red and tan wooden hammer""]","[""child"", ""bangs"", ""metal pan"", ""wooden hammer""]","[""child""]"
196,Snow is being kicked up by the board.,"[""Snow"", ""kicked up""]","[""Snow"", ""kicked up""]","[""Snow"", ""kicked up""]","[""Snow"", ""kicked up""]"
198,Two people in lawn chairs reading books.,"[""people"", ""lawn chairs"", ""reading books""]","[""people"", ""reading books""]","[""Two people"", ""in lawn chairs"", ""reading books""]","[""Two people"", ""lawn chairs"", ""reading"", ""books""]"
199,"Two male clowns, one in a plaid suit and the other in black, performing a musical number in a theater setting.","[""performing a musical number"", ""in a theater setting""]","[""clowns"", ""performing"", ""theater setting""]","[""performing a musical number"", ""in a theater setting""]","[""Two male clowns"", ""performing a musical number"", ""theater setting"", ""plaid suit"", ""black""]"
200,Father and daughter sitting down on bench and talking peacefully at a beautiful park.,"[""Father and daughter"", ""sitting down"", ""talking""]","[""Father and daughter"", ""sitting down"", ""talking""]","[""Father and daughter"", ""sitting down"", ""talking""]","[""Father and daughter"", ""sitting down"", ""talking""]"
202,People are standing watching something and taking pictures.,"[""taking pictures""]","[""watching something"", ""taking pictures""]","[""watching"", ""taking pictures""]","[""taking pictures"", ""watching""]"
204,A man in a red shirt sits atop a mountain.,"[""man"", ""red shirt"", ""sits atop a mountain""]","[""man"", ""sits atop a mountain""]","[""sits atop a mountain""]","[""man in a red shirt"", ""sits atop a mountain"", ""red shirt""]"
205,A policeman stands at the corner of an office building while keeping watch on a red fire hydrant.,"[""keeping watch"", ""an office building"", ""a red fire hydrant""]","[""policeman"", ""stands"", ""keeping watch"", ""fire hydrant""]","[""keeping watch on a red fire hydrant""]","[""A policeman"", ""stands"", ""office building"", ""keeping watch"", ""a red fire hydrant""]"
207,A man in a hat riding a bucking horse.,"[""riding a bucking horse"", ""man in a hat""]","[""man in a hat riding a bucking horse""]","[""man in a hat"", ""riding a bucking horse""]","[""man in a hat"", ""riding a bucking horse""]"
208,A portly man in an orange jumpsuit standing next to a woman in gray on the highway with a motorcycle laying on its side in the middle of the highway.,"[""man in an orange jumpsuit"", ""standing next to"", ""woman in gray"", ""on the highway"", ""motorcycle"", ""laying on its side"", ""in the middle of the highway""]","[""man"", ""woman"", ""on the highway"", ""motorcycle laying on its side""]","[""man"", ""woman"", ""standing next to"", ""motorcycle laying on its side"", ""on the highway""]","[""man in an orange jumpsuit"", ""standing next to"", ""woman in gray"", ""motorcycle laying on its side"", ""in the middle of the highway""]"
209,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,"[""A girl in a red and black striped shirt"", ""sits on a brick wall""]","[""A girl"", ""sits on a brick wall""]","[""A girl"", ""sits on a wall""]","[""A girl"", ""sits on"", ""a brick wall""]"
210,A woman wearing glasses holds a young child.,"[""woman"", ""holds"", ""child""]","[""wearing glasses"", ""holds a young child""]","[""A woman"", ""holds a young child""]","[""A woman"", ""holds"", ""a young child""]"
211,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.","[""older individual"", ""crosses the street""]","[""older individual"", ""crosses the street""]","[""older individual"", ""crosses the street""]","[""older individual"", ""crosses the street""]"
212,A man playing a guitar on stage while a man plays drums in the background.,"[""playing a guitar on stage""]","[""playing a guitar on stage""]","[""A man playing a guitar"", ""on stage""]","[""A man playing a guitar on stage""]"
213,The two dogs are running toward the camera.,"[""two dogs""]","[""two dogs"", ""running toward the camera""]","[""two dogs""]","[""two dogs"", ""running toward the camera""]"
214,The red skirt of a female dancer swirls while her feet and her male partner's feet dance on concrete.,"[""dancer"", ""male partner""]","[""dancer"", ""partner's"", ""dance""]","[""dancer"", ""her male partner""]","[""female dancer"", ""male partner"", ""dance""]"
215,A young boy in a black cap and shirt looks down while next to a person in a polka dotted shirt.,"[""black cap and shirt"", ""looks down"", ""next to a person in a polka dotted shirt""]","[""young boy"", ""looks down"", ""next to a person""]","[""looks down"", ""A young boy in a black cap and shirt"", ""a person in a polka dotted shirt""]","[""black cap and shirt"", ""next to a person in a polka dotted shirt"", ""looks down""]"
217,A woman with a red hat is fishing at a lake.,"[""fishing at a lake"", ""red hat""]","[""fishing"", ""a lake"", ""red hat""]","[""fishing at a lake""]","[""fishing at a lake"", ""red hat""]"
218,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium.,"[""adorn with Mickey Mouse ears"", ""stadium""]",[],"[""spectators"", ""adorn with Mickey Mouse ears"", ""looking back at an angle from a stadium"", ""Two spectators""]","[""spectators"", ""adorn with Mickey Mouse ears"", ""looking back at an angle from a stadium""]"
219,An outdoor party with alcoholic beverages; some seem to be in costume.,"[""outdoor party"", ""alcoholic beverages"", ""in costume""]","[""outdoor party"", ""alcoholic beverages"", ""costume""]","[""outdoor party"", ""alcoholic beverages"", ""in costume""]","[""outdoor"", ""alcoholic beverages"", ""costume""]"
220,"A man dressed in a sport coat, slacks and nice shoes, posing in a very busily-decorated room, while wearing a dark green mask that has large yellow monster teeth, a single orange eye, and completely covers his head.","[""sport coat"", ""slacks"", ""nice shoes"", ""dark green mask"", ""large yellow monster teeth"", ""single orange eye"", ""completely covers his head""]","[""sport coat"", ""slacks"", ""nice shoes"", ""mask"", ""monster teeth"", ""eye""]","[""posing"", ""dressed in a sport coat, slacks and nice shoes"", ""very busily-decorated room"", ""dark green mask that has large yellow monster teeth, a single orange eye, and completely covers his head"", ""A man""]","[""sport coat"", ""slacks"", ""nice shoes"", ""busily-decorated room"", ""dark green mask"", ""large yellow monster teeth"", ""single orange eye"", ""completely covers his head""]"
223,A young boy playing goalie stops the soccer ball with his hands.,"[""playing goalie"", ""stops the soccer ball"", ""with his hands""]","[""young boy playing goalie"", ""stops the soccer ball"", ""hands""]","[""playing goalie"", ""stops the soccer ball with his hands""]","[""playing goalie"", ""stops the soccer ball"", ""with his hands""]"
224,A young woman plays professional tennis.,"[""plays professional tennis""]","[""woman"", ""plays"", ""professional tennis""]","[""professional tennis""]","[""professional tennis""]"
225,Someone in a lime green shirt is holding on to a tree.,"[""Someone"", ""lime green"", ""holding on to a tree""]","[""Someone""]","[""Someone"", ""lime green shirt"", ""holding on to a tree""]","[""Someone"", ""holding on to a tree""]"
227,A young boy doing a wheelie on his bike.,"[""doing a wheelie""]","[""doing a wheelie""]","[""doing a wheelie"", ""young boy""]","[""doing a wheelie""]"
228,A skateboarder riding up to a slope.,"[""riding up to a slope""]","[""riding up to a slope""]","[""A skateboarder"", ""riding up to a slope""]","[""skateboarder"", ""riding up to"", ""a slope""]"
229,Big brown and white spotted dog laying on a jacket on the street.,"[""laying on a jacket"", ""on the street""]","[""dog"", ""on the street""]","[""dog"", ""on the street""]","[""dog"", ""on the street""]"
230,Two men clean the outside of a building under a blue sky.,"[""blue sky""]","[""clean the outside of a building"", ""blue sky""]","[""men"", ""clean"", ""the outside of a building"", ""blue sky""]","[""blue sky"", ""clean the outside of a building""]"
231,A man in a hoodie does an ollie on his skateboard with people in the park in the background.,"[""man in a hoodie"", ""does an ollie"", ""skateboard"", ""in the park""]","[""does an ollie"", ""on his skateboard"", ""in the park""]","[""man"", ""does an ollie"", ""skateboard"", ""park""]","[""does an ollie"", ""skateboard"", ""the park"", ""people in the park""]"
232,An arena audience looking down at a football field.,"[""An arena audience"", ""looking down"", ""a football field""]","[""arena audience"", ""looking down"", ""football field""]","[""audience"", ""looking down at"", ""football field""]","[""audience"", ""looking down at"", ""football field""]"
234,"A man wearing a blue outfit is pushing a boat, which is wooden and covered, with a pole, and a woman wearing black is the passenger.","[""pushing a boat"", ""wooden and covered""]","[""boat"", ""pushing a boat"", ""with a pole""]","[""pushing"", ""covered"", ""pole""]","[""pushing a boat"", ""wooden and covered""]"
235,A man in a black shirt is making bubbles.,"[""making bubbles"", ""in a black shirt""]","[""making bubbles"", ""black shirt""]","[""making bubbles"", ""a black shirt""]","[""making bubbles"", ""in a black shirt""]"
236,The two people are viewing an artist's piece.,"[""two people"", ""viewing an artist's piece""]","[""viewing an artist's piece""]","[""viewing an artist's piece"", ""two people""]","[""viewing an artist's piece""]"
237,"A man wearing sunglasses, white shirt, and a smile plays the drums.","[""plays the drums"", ""wearing sunglasses"", ""white shirt"", ""a smile""]","[""man"", ""plays the drums""]","[""A man"", ""plays the drums""]","[""plays the drums"", ""wearing sunglasses"", ""white shirt"", ""a smile""]"
238,The black dog is standing by the wall next to the orange.,"[""dog"", ""orange"", ""standing by the wall next to the orange""]","[""The black dog"", ""standing by"", ""orange""]","[""dog"", ""next to the orange""]","[""dog"", ""orange"", ""standing by the wall next to the orange""]"
242,"A young, Hispanic woman wearing a sundress is walking outside near a large fountain and palm trees.","[""woman"", ""wearing a sundress""]","[""young"", ""woman"", ""Hispanic woman"", ""sundress"", ""wearing a sundress""]","[""young"", ""Hispanic""]","[""woman"", ""wearing a sundress""]"
243,Two individuals on motorbikes leaning into a turn on a racetrack.,"[""individuals on motorbikes"", ""leaning into a turn on a racetrack""]","[""individuals"", ""motorbikes"", ""racetrack""]","[""individuals on motorbikes"", ""leaning into a turn on a racetrack""]","[""individuals on motorbikes"", ""leaning into a turn on a racetrack""]"
245,A group of men and women are on stage doing a performance in dim lighting.,"[""group of men and women"", ""doing a performance"", ""on stage"", ""in dim lighting""]","[""group"", ""men"", ""women"", ""performance"", ""on stage"", ""dim lighting""]","[""A group of men and women"", ""performance"", ""dim lighting"", ""on stage""]","[""group of men and women"", ""on stage"", ""doing a performance"", ""dim lighting""]"
247,Four men are sitting in red cloth covered chairs viewing something together.,"[""viewing something together""]","[""men"", ""sitting"", ""viewing something together"", ""red cloth covered chairs""]","[""viewing something together""]","[""viewing something together""]"
249,"There are several people but three in particular, coming from a shopping center with boxes and plants in their carts.","[""people"", ""boxes"", ""plants"", ""in their carts""]","[""people"", ""boxes"", ""plants"", ""carts""]","[""three in particular"", ""boxes and plants"", ""in their carts""]","[""people"", ""boxes and plants"", ""in their carts""]"
250,Children are learning about a firetruck.,"[""learning about a firetruck""]","[""learning about a firetruck""]","[""learning about a firetruck""]","[""learning"", ""a firetruck""]"
251,An old man in shorts and white spotted black socks sits outside playing an accordion.,"[""accordion"", ""playing"", ""outside""]","[""accordion"", ""playing"", ""outside"", ""old man""]","[""accordion"", ""playing an accordion"", ""outside"", ""An old man""]","[""outside"", ""playing an accordion""]"
252,A small car decorated with flames and other paint is driving amongst a crowd with a tub and flags on the roof.,"[""small car"", ""decorated with flames and other paint"", ""driving amongst a crowd""]","[""small car decorated with flames and other paint"", ""a tub and flags on the roof""]","[""small"", ""decorated with flames and other paint"", ""driving"", ""amongst a crowd with a tub and flags on the roof""]","[""decorated with flames and other paint"", ""a tub and flags on the roof""]"
253,A group of farmers are working together to complete a plant related task.,"[""group of farmers"", ""working together"", ""plant related task""]","[""plant related"", ""working together""]","[""group of farmers"", ""working together"", ""plant related task""]","[""plant related"", ""working together"", ""farmers""]"
255,Two people are walking in opposite directions in front of the same store that says there is a 50% sale.,"[""Two people""]","[""walking in opposite directions"", ""the same store"", ""Two people""]","[""Two people"", ""walking in opposite directions"", ""in front of the same store"", ""store that says there is a 50% sale""]","[""Two people""]"
256,A man is sliding along a green barrier on his snowboard.,"[""sliding along a green barrier"", ""snowboard""]","[""sliding along a green barrier"", ""snowboard""]","[""A man"", ""sliding along a green barrier"", ""snowboard""]","[""sliding along a green barrier"", ""snowboard""]"
258,Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.,"[""woman"", ""sewing an article of clothing""]","[""red plaid shirt"", ""sewing an article of clothing""]","[""woman"", ""wearing a red plaid shirt"", ""sewing an article of clothing""]","[""woman"", ""wearing a red plaid shirt"", ""works on sewing an article of clothing""]"
259,Three elderly women walking from behind.,"[""walking""]","[""walking"", ""elderly women""]","[""walking"", ""from behind""]","[""walking""]"
260,The boy is playing with a colorful ribbon.,"[""boy"", ""playing with a colorful ribbon""]","[""boy"", ""playing with a colorful ribbon""]","[""boy"", ""is playing with"", ""colorful ribbon""]","[""boy"", ""playing with a colorful ribbon""]"
261,Two women standing in front of a fence looking at mountains.,"[""looking at"", ""mountains""]","[""Two women"", ""looking at"", ""mountains""]","[""women"", ""looking at"", ""mountains""]","[""Two women"", ""looking at"", ""mountains""]"
262,A large group of men of all ages sit around a large conference table and listen to a man in black speak.,"[""men""]","[""men""]","[""group of men"", ""sit"", ""conference table""]","[""A large group of men"", ""sit"", ""large conference table""]"
263,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,"[""An elderly couple"", ""dance"", ""in front of a juke box"", ""a guy in shorts"", ""sleeps"", ""at a nearby table""]","[""in front of a juke box"", ""at a nearby table""]","[""juke box"", ""nearby table"", ""An elderly couple"", ""a guy in shorts"", ""dance"", ""sleeps""]","[""An elderly couple"", ""dance"", ""in front of a juke box"", ""a guy in shorts"", ""sleeps"", ""at a nearby table""]"
264,A woman and child stand on the beach while sailboats sail on the ocean.,"[""A woman and child"", ""stand"", ""on the beach""]","[""woman"", ""child"", ""stand"", ""sailboats"", ""ocean""]","[""stand""]","[""stand"", ""on the beach""]"
265,A hand with tongs is reaching for a vegetable kabob on a grill that also has ribs and chicken kabobs.,"[""vegetable kabob"", ""chicken kabobs""]","[""vegetable kabob"", ""ribs"", ""chicken kabobs""]","[""vegetable kabob"", ""chicken kabobs""]","[""vegetable kabob"", ""chicken kabobs""]"
267,A man in a home kitchen is flipping a pancake extremely high.,"[""flipping a pancake""]","[""flipping a pancake"", ""home kitchen"", ""extremely high""]","[""flipping a pancake"", ""flipping a pancake extremely high""]","[""flipping a pancake"", ""extremely high""]"
269,Handyman works on outer wall of city building.,"[""Handyman""]","[""Handyman"", ""works on outer wall""]","[""Handyman"", ""works on outer wall of city building""]","[""Handyman"", ""works on outer wall of city building""]"
270,a group of women with there small children two small girls and two small babies.,"[""women with there small children"", ""two small girls and two small babies""]","[""women""]","[""a group of women"", ""small children"", ""two small girls"", ""two small babies""]","[""women"", ""children"", ""small girls"", ""small babies""]"
271,"Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front is talking on the phone.","[""high-waisted blue jeans"", ""boots"", ""blue shirt with a gold \""B\"" on the front"", ""talking on the phone""]","[""high-waisted blue jeans"", ""boots"", ""blue shirt with a gold \""B\"" on the front"", ""talking on the phone""]","[""high-waisted blue jeans"", ""boots"", ""blue shirt with a gold \""B\"" on the front"", ""talking on the phone""]","[""high-waisted blue jeans"", ""boots"", ""blue shirt"", ""talking on the phone""]"
272,"Two women, one wearing jeans and one wearing a white skirt, are walking in a building.","[""Two women"", ""one wearing jeans"", ""one wearing a white skirt""]","[""Two women"", ""one wearing jeans"", ""one wearing a white skirt""]","[""Two women"", ""one wearing jeans"", ""one wearing a white skirt""]","[""one wearing jeans"", ""one wearing a white skirt""]"
274,A snowboarder is doing a flip over a mound of snow.,"[""snowboarder"", ""doing a flip""]","[""snowboarder"", ""doing a flip""]","[""snowboarder"", ""doing a flip""]","[""snowboarder"", ""doing a flip""]"
275,A young boy is climbing on the leg of a statue.,"[""climbing""]","[""climbing on the leg of a statue""]","[""climbing"", ""statue""]","[""climbing on the leg of a statue""]"
276,Three men stand in a bar with a purple counter.,"[""Three men"", ""purple counter""]","[""Three men"", ""purple counter""]","[""purple counter"", ""Three men""]","[""men"", ""purple counter""]"
277,A new graduate is reaching over to shake hands with a man behind the roped off section separating them.,"[""reaching over""]","[""reaching over""]","[""reaching over""]","[""reaching over""]"
279,Two hockey players almost fall on the ice during a scuffle.,"[""hockey players""]","[""hockey players""]","[""hockey players""]","[""hockey players""]"
280,Indian woman performing a dance on stage.,"[""Indian woman"", ""performing a dance"", ""on stage""]","[""performing a dance on stage""]","[""performing a dance"", ""stage"", ""Indian woman""]","[""Indian woman"", ""performing a dance"", ""on stage""]"
281,Skydivers in formation.,"[""Skydivers"", ""in formation""]","[""Skydivers"", ""formation""]","[""Skydivers in formation""]","[""in formation""]"
282,A brown dog swims through water outdoors with a tennis ball in its mouth.,"[""brown dog"", ""swims through water"", ""with a tennis ball in its mouth""]","[""swims through water"", ""tennis ball"", ""in its mouth""]","[""dog"", ""swims"", ""with a tennis ball in its mouth""]","[""brown dog"", ""swims"", ""water"", ""tennis ball in its mouth""]"
284,Two women in library the librarian assist the other women to help in her research.,"[""the librarian"", ""assist"", ""the other women"", ""in library""]","[""Two women"", ""the librarian"", ""assist"", ""other women""]","[""the librarian"", ""assist"", ""the other women"", ""in library""]","[""librarian"", ""assist"", ""other women"", ""help"", ""in library""]"
285,"Two People, smiling holding a musical instrument.","[""musical instrument""]","[""holding"", ""musical instrument""]","[""musical instrument"", ""smiling""]","[""musical instrument""]"
286,"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.","[""giant inflatable ball"", ""chased"", ""two men""]","[""giant inflatable ball"", ""taller than a man"", ""chased"", ""two men in orange shirts""]","[""giant inflatable ball"", ""two men in orange shirts""]","[""giant inflatable ball"", ""taller than a man"", ""chased""]"
288,A muslim woman holding balloons at an islamic event,"[""holding balloons""]","[""holding balloons""]","[""holding balloons"", ""islamic event"", ""muslim woman""]","[""holding balloons""]"
289,Two men work on girls bike in front of garage.,"[""men"", ""work"", ""girls bike"", ""in front of garage""]","[""men"", ""work""]","[""men"", ""work"", ""girls bike""]","[""men"", ""work"", ""girls bike""]"
290,A group of men are playing basketball.,"[""playing basketball""]","[""playing basketball""]","[""men"", ""playing basketball""]","[""playing basketball""]"
291,A female contortionist practices her solo performance on stage.,"[""female contortionist"", ""practices her solo performance on stage""]","[""female contortionist"", ""practices"", ""on stage""]","[""A female contortionist"", ""practices"", ""her solo performance"", ""on stage""]","[""contortionist"", ""practices her solo performance on stage""]"
294,The two man is busy cementing the road.,"[""man"", ""cementing the road""]","[""man"", ""cementing the road""]","[""man"", ""cementing the road""]","[""man"", ""cementing the road""]"
295,A blond woman playing horseshoes in the snow.,"[""blond woman"", ""playing horseshoes"", ""in the snow""]","[""A blond woman"", ""playing horseshoes"", ""in the snow""]","[""blond woman"", ""playing horseshoes"", ""in the snow""]","[""blond woman"", ""playing horseshoes"", ""in the snow""]"
297,a woman wearing a white shirt kissing a guy.,"[""a woman"", ""a guy""]","[""a woman wearing a white shirt"", ""kissing""]","[""a woman"", ""wearing a white shirt"", ""kissing"", ""a guy""]","[""a woman"", ""kissing"", ""a guy""]"
298,A woman with feathers in her hair.,"[""woman"", ""feathers in her hair""]","[""woman"", ""feathers in her hair""]","[""woman"", ""feathers in her hair""]","[""woman"", ""feathers in her hair""]"
299,Two large dogs lying on their backs on a purple comforter.,"[""Two large dogs"", ""lying on their backs"", ""on a purple comforter""]","[""dogs"", ""lying on their backs"", ""large""]","[""Two"", ""large"", ""dogs"", ""lying on their backs""]","[""dogs"", ""lying on their backs""]"
300,A technician bent over fixing a machine.,"[""technician"", ""bent over""]","[""technician"", ""fixing"", ""machine""]","[""technician"", ""fixing"", ""machine""]","[""technician"", ""bent over"", ""fixing a machine""]"
301,A man walking through a large grass-covered valley.,"[""man"", ""walking"", ""through a large grass-covered valley""]","[""man"", ""walking"", ""grass-covered valley""]","[""man"", ""walking"", ""valley""]","[""man"", ""walking through a large grass-covered valley""]"
302,A shirtless man is doing a jump with a skateboard.,"[""doing a jump"", ""skateboard""]","[""doing a jump"", ""skateboard""]","[""doing a jump"", ""skateboard""]","[""doing a jump"", ""skateboard""]"
305,"Two men, dresses in jackets and gloves, blowing leaves.","[""blowing leaves"", ""jackets"", ""gloves""]","[""jackets and gloves"", ""blowing leaves""]","[""jackets and gloves"", ""blowing leaves""]","[""dresses in jackets and gloves"", ""blowing leaves""]"
306,A guy is on one hand throwing his feet up surrounded by a crowd.,"[""guy"", ""throwing his feet up"", ""surrounded by a crowd""]","[""throwing his feet up"", ""surrounded by a crowd""]","[""throwing his feet up"", ""surrounded by a crowd""]","[""guy"", ""throwing his feet up"", ""surrounded by a crowd""]"
307,A man in yellow and a man in green boating down a river on an overcast day.,"[""a river"", ""overcast day""]","[""man in yellow"", ""man in green"", ""boating"", ""overcast day""]","[""yellow"", ""green"", ""river"", ""overcast day""]","[""yellow"", ""green"", ""boating"", ""overcast day""]"
308,A young boy with an orange shirt on is looking at a tool set with an overturned bike at his side.,"[""boy"", ""orange shirt"", ""looking at"", ""a tool set"", ""overturned bike"", ""at his side""]","[""A young boy"", ""an overturned bike at his side"", ""a tool set""]","[""boy"", ""looking at a tool set"", ""overturned bike at his side""]","[""A young boy"", ""looking at a tool set"", ""bike""]"
310,"Five young, well-dressed people work in a kitchen.","[""young, well-dressed people"", ""work in a kitchen""]","[""young, well-dressed people"", ""work in a kitchen""]","[""young, well-dressed people"", ""work in a kitchen""]","[""young, well-dressed people"", ""kitchen"", ""work""]"
311,Small boy lying on his stomach on the grass.,"[""Small boy"", ""lying on his stomach"", ""on the grass""]","[""Small boy"", ""lying on his stomach"", ""grass""]","[""Small boy"", ""lying on his stomach"", ""on the grass""]","[""boy"", ""lying"", ""on"", ""grass""]"
