id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
186,A couple in black coats is looking at the camera with pleasant expressions on their faces.,A couple in black coats is _____ _____ _____ _____ with pleasant expressions on their faces.,_____ _____ _____ _____ _____ _____ looking at the camera _____ _____ _____ _____ _____ _____,A couple in black _____ is looking at the camera _____ _____ expressions _____ their faces.,0.2500,A _____ in _____ _____ is _____ _____ _____ _____ with _____ _____ on their faces.,_____ couple _____ black coats _____ looking at the camera _____ pleasant expressions _____ _____ _____,_____ couple _____ black coats _____ looking at the camera _____ pleasant expressions _____ _____ _____,0.5625,A couple in black coats is _____ _____ _____ _____ with pleasant expressions on their faces.,_____ _____ _____ _____ _____ _____ looking at the camera _____ _____ _____ _____ _____ _____,A _____ in _____ coats _____ looking at the camera with pleasant _____ on their faces.,0.2500,A couple in black coats is _____ _____ _____ _____ with _____ _____ on their faces.,_____ _____ _____ _____ _____ _____ looking at the camera _____ pleasant expressions _____ _____ _____,A _____ in black _____ _____ looking at the camera _____ pleasant expressions _____ their _____,0.3750
187,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,A _____ _____ _____ wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,_____ smiling middle-aged man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned _____ sits in the grass in _____ _____ a blue-green backdrop.,0.1304,A _____ middle-aged _____ wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,_____ smiling _____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A smiling _____ man wearing over-sized red sunglasses and _____ colorful patterned shirt sits in the grass in front of a blue-green backdrop.,0.0870,A _____ middle-aged _____ wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,_____ smiling _____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits _____ the grass in front of a _____ backdrop.,0.0870,A _____ middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,_____ smiling _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A smiling _____ man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,0.0435
188,Some people are swimming in water; one has goggles on.,Some people are _____ _____ _____ one has _____ _____,_____ _____ _____ swimming in water; _____ _____ goggles on.,_____ _____ _____ swimming in water; _____ _____ goggles on.,0.5000,Some _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ people are swimming in water; one has goggles on.,_____ people are swimming in water; one has goggles on.,0.9000,Some _____ _____ _____ _____ _____ one has _____ _____,_____ people are swimming in water; _____ _____ goggles on.,_____ people are swimming in water; _____ _____ goggles on.,0.7000,Some _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ people are swimming in water; one has goggles on.,_____ people are swimming in water; one has goggles on.,0.9000
189,"A gentleman is hanging from a window, cleaning the outside of the window, while a gentleman on the inside watches.","A _____ is _____ from a window, cleaning the outside of the window, while a _____ on the inside watches.",_____ gentleman _____ hanging _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gentleman _____ _____ _____ _____,"A gentleman is hanging from a window, _____ the outside _____ _____ window, while a gentleman on the inside watches.",0.1500,"A _____ is _____ from a window, cleaning the outside of the window, while a _____ on the inside watches.",_____ gentleman _____ hanging _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gentleman _____ _____ _____ _____,"_____ gentleman is hanging from _____ window, cleaning the _____ of the window, while a gentleman on the inside watches.",0.1500,"A _____ is _____ from a window, cleaning the outside of the window, while a _____ on the inside watches.",_____ gentleman _____ hanging _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gentleman _____ _____ _____ _____,"A gentleman is hanging _____ a window, _____ the outside of the window, while a gentleman _____ the inside watches.",0.1500,"A _____ is _____ from a window, cleaning the outside of the window, while a _____ on the inside watches.",_____ gentleman _____ hanging _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gentleman _____ _____ _____ _____,"A gentleman is hanging from a window, cleaning the _____ _____ the window, while _____ gentleman on the inside watches.",0.1500
190,A man in a colorful t-shirt is standing at an outside food stall.,A _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,_____ man in a colorful t-shirt _____ standing at an outside food stall.,_____ man in a colorful t-shirt _____ standing at an outside food stall.,0.8462,A _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,_____ man in a colorful t-shirt _____ standing at an outside food stall.,_____ man in a colorful t-shirt _____ standing at an outside food stall.,0.8462,A _____ in a colorful t-shirt _____ _____ _____ an outside _____ _____,_____ man _____ _____ _____ _____ is standing at _____ _____ food stall.,_____ man _____ _____ _____ _____ is standing at _____ outside food stall.,0.4615,_____ _____ in a colorful t-shirt is _____ at an outside _____ _____,A man _____ _____ _____ _____ _____ standing _____ _____ _____ food stall.,A man _____ a _____ _____ is standing at _____ _____ food stall.,0.3846
191,Two women are sitting at a makeshift table.,Two _____ are _____ at a _____ _____,_____ women _____ sitting _____ _____ makeshift table.,_____ women _____ sitting _____ _____ makeshift table.,0.5000,Two _____ are _____ _____ _____ _____ _____,_____ women _____ sitting at a makeshift table.,_____ women _____ sitting at a makeshift table.,0.7500,_____ _____ are _____ at a makeshift table.,Two women _____ sitting _____ _____ _____ _____,Two women _____ sitting _____ _____ makeshift table.,0.3750,Two _____ are _____ _____ _____ _____ _____,_____ women _____ sitting at a makeshift table.,_____ women _____ sitting at a makeshift table.,0.7500
193,A man and two small children laying on a tiled floor.,_____ _____ and _____ _____ _____ _____ on a _____ _____,A man _____ two small children laying _____ _____ tiled floor.,A man _____ two small children laying _____ _____ tiled floor.,0.7273,A man and two small children _____ on a _____ _____,_____ _____ _____ _____ _____ _____ laying _____ _____ tiled floor.,_____ _____ _____ two small children laying on a tiled floor.,0.2727,A man and two small children _____ on a _____ _____,_____ _____ _____ _____ _____ _____ laying _____ _____ tiled floor.,A man and two small _____ laying _____ _____ tiled floor.,0.2727,A _____ and _____ _____ _____ _____ on a _____ _____,_____ man _____ two small children laying _____ _____ tiled floor.,_____ man _____ two small children laying _____ _____ tiled floor.,0.6364
194,a number of people standing on the sidewalk along side the front doors of a transit bus,a number of _____ _____ _____ _____ _____ along side the front doors of _____ _____ _____,_____ _____ _____ people standing on the sidewalk _____ _____ _____ _____ _____ _____ a transit bus,_____ _____ _____ people standing on the sidewalk _____ _____ _____ _____ _____ of a transit bus,0.4706,a number of people _____ _____ _____ _____ along side the front doors of a _____ _____,_____ _____ _____ _____ standing on the sidewalk _____ _____ _____ _____ _____ _____ _____ transit bus,a _____ _____ people standing on the sidewalk _____ _____ _____ front _____ of a transit bus,0.3529,a number of _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ people standing on the sidewalk along side the front doors of a transit bus,_____ _____ _____ people standing on the sidewalk along side the front doors of a transit bus,0.8235,a number of people _____ _____ _____ _____ along side the front doors of a _____ _____,_____ _____ _____ _____ standing on the sidewalk _____ _____ _____ _____ _____ _____ _____ transit bus,a _____ _____ _____ standing on the sidewalk _____ _____ the front doors _____ a transit bus,0.3529
195,A small child bangs a metal pan with a red and tan wooden hammer.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A small child bangs a metal pan with a red and tan wooden hammer.,A small child bangs a metal pan with a red and tan wooden hammer.,1.0000,_____ _____ _____ _____ _____ _____ _____ with a _____ _____ _____ _____ _____,A small child bangs a metal pan _____ _____ red and tan wooden hammer.,A small child bangs a metal pan _____ _____ red and tan wooden hammer.,0.8571,A small _____ _____ a _____ _____ with a red and tan _____ _____,_____ _____ child bangs _____ metal pan _____ _____ _____ _____ _____ wooden hammer.,A _____ child bangs _____ metal pan with _____ _____ _____ _____ wooden hammer.,0.4286,A small _____ bangs a metal pan with a red and tan wooden hammer.,_____ _____ child _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A small child bangs a metal pan with a red and tan _____ hammer.,0.0714
196,Snow is being kicked up by the board.,_____ is being _____ _____ by the board.,Snow _____ _____ kicked up _____ _____ _____,Snow _____ _____ kicked up by the _____,0.3750,_____ is being _____ _____ by the board.,Snow _____ _____ kicked up _____ _____ _____,Snow _____ _____ kicked up _____ the board.,0.3750,_____ is being _____ _____ by the board.,Snow _____ _____ kicked up _____ _____ _____,Snow is _____ kicked up _____ the _____,0.3750,_____ is being _____ _____ by the board.,Snow _____ _____ kicked up _____ _____ _____,Snow _____ _____ kicked up _____ the board.,0.3750
198,Two people in lawn chairs reading books.,Two _____ in _____ _____ _____ _____,_____ people _____ lawn chairs reading books.,_____ people _____ lawn chairs reading books.,0.7143,Two _____ in lawn chairs _____ _____,_____ people _____ _____ _____ reading books.,Two people _____ _____ _____ reading books.,0.4286,_____ _____ _____ _____ _____ _____ _____,Two people in lawn chairs reading books.,Two people in lawn chairs reading books.,1.0000,_____ _____ in _____ _____ _____ _____,Two people _____ lawn chairs reading books.,Two people _____ lawn chairs reading books.,0.8571
199,"Two male clowns, one in a plaid suit and the other in black, performing a musical number in a theater setting.","Two male clowns, one in a plaid suit and the other in black, _____ _____ _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ performing a musical number in a theater setting.,"Two _____ clowns, _____ in _____ plaid suit _____ _____ _____ _____ _____ performing a musical number in a theater setting.",0.3810,"Two male _____ one in a plaid suit and the other in black, _____ a musical number in a _____ _____","_____ _____ clowns, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ performing _____ _____ _____ _____ _____ theater setting.","Two male clowns, _____ in a plaid suit _____ the other _____ black, performing a musical number _____ a theater setting.",0.1905,"Two male clowns, one in a plaid suit and the other in black, _____ _____ _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ performing a musical number in a theater setting.,_____ _____ _____ _____ _____ _____ plaid suit and _____ other in _____ performing a musical number in a theater setting.,0.3810,_____ _____ _____ one in a _____ _____ and the other in _____ _____ _____ _____ _____ in a _____ _____,"Two male clowns, _____ _____ _____ plaid suit _____ _____ _____ _____ black, performing a musical number _____ _____ theater setting.","Two male clowns, _____ _____ _____ plaid suit _____ _____ _____ _____ black, performing a musical number _____ _____ theater setting.",0.5714
200,Father and daughter sitting down on bench and talking peacefully at a beautiful park.,_____ _____ _____ _____ _____ on bench and _____ peacefully at a beautiful park.,Father and daughter sitting down _____ _____ _____ talking _____ _____ _____ _____ _____,Father and daughter sitting down _____ bench _____ talking peacefully _____ _____ _____ _____,0.4286,_____ _____ _____ _____ _____ on bench and _____ peacefully at a beautiful park.,Father and daughter sitting down _____ _____ _____ talking _____ _____ _____ _____ _____,Father and daughter sitting down on _____ and talking _____ _____ _____ _____ _____,0.4286,_____ _____ _____ _____ _____ on bench and _____ peacefully at a beautiful park.,Father and daughter sitting down _____ _____ _____ talking _____ _____ _____ _____ _____,Father and daughter sitting down _____ _____ _____ talking _____ _____ a _____ park.,0.4286,_____ _____ _____ _____ _____ on bench and _____ peacefully at a beautiful park.,Father and daughter sitting down _____ _____ _____ talking _____ _____ _____ _____ _____,Father and daughter sitting down _____ _____ and talking _____ _____ a _____ _____,0.4286
202,People are standing watching something and taking pictures.,People are standing watching something and _____ _____,_____ _____ _____ _____ _____ _____ taking pictures.,_____ are _____ watching something and taking pictures.,0.2500,People are standing _____ _____ and _____ _____,_____ _____ _____ watching something _____ taking pictures.,_____ _____ _____ watching something _____ taking pictures.,0.5000,People are standing _____ something and _____ _____,_____ _____ _____ watching _____ _____ taking pictures.,People _____ standing watching _____ _____ taking pictures.,0.3750,People are standing _____ something and _____ _____,_____ _____ _____ watching _____ _____ taking pictures.,People _____ _____ watching something _____ taking pictures.,0.3750
204,A man in a red shirt sits atop a mountain.,A _____ in a _____ _____ _____ _____ _____ _____,_____ man _____ _____ red shirt sits atop a mountain.,_____ man _____ _____ red shirt sits atop a mountain.,0.7000,A _____ in a red shirt _____ _____ _____ _____,_____ man _____ _____ _____ _____ sits atop a mountain.,_____ man _____ _____ _____ _____ sits atop a mountain.,0.5000,A man in a red shirt _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ sits atop a mountain.,_____ man _____ a _____ _____ sits atop a mountain.,0.4000,A _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a red shirt sits atop a mountain.,_____ man in a red shirt sits atop a mountain.,0.9000
205,A policeman stands at the corner of an office building while keeping watch on a red fire hydrant.,A policeman stands at the corner of _____ _____ _____ while _____ _____ on _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ an office building _____ keeping watch _____ a red fire hydrant.,_____ _____ _____ _____ _____ _____ _____ an office building _____ keeping watch _____ a red fire hydrant.,0.5000,A _____ _____ at the corner of an office building while _____ _____ on a red _____ _____,_____ policeman stands _____ _____ _____ _____ _____ _____ _____ _____ keeping watch _____ _____ _____ fire hydrant.,A policeman stands _____ _____ corner _____ _____ _____ building _____ keeping watch on a red fire hydrant.,0.3333,A policeman stands at the corner of an office building while _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ keeping watch on a red fire hydrant.,A policeman _____ at _____ _____ _____ an _____ _____ _____ keeping watch on a red fire hydrant.,0.3889,_____ _____ _____ at the corner of an _____ _____ while _____ _____ on _____ _____ _____ _____,A policeman stands _____ _____ _____ _____ _____ office building _____ keeping watch _____ a red fire hydrant.,A policeman stands _____ _____ _____ _____ _____ office building _____ keeping watch _____ a red fire hydrant.,0.6111
207,A man in a hat riding a bucking horse.,A _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a hat riding a bucking horse.,_____ man in a hat riding a bucking horse.,0.8889,A _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a hat riding a bucking horse.,_____ man in a hat riding a bucking horse.,0.8889,A _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a hat riding a bucking horse.,_____ man in a hat riding a bucking horse.,0.8889,A _____ _____ _____ _____ _____ _____ _____ _____,_____ man in a hat riding a bucking horse.,_____ man in a hat riding a bucking horse.,0.8889
208,A portly man in an orange jumpsuit standing next to a woman in gray on the highway with a motorcycle laying on its side in the middle of the highway.,A portly _____ _____ _____ _____ _____ _____ _____ _____ a _____ _____ _____ _____ _____ _____ with a _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ man in an orange jumpsuit standing next to _____ woman in gray on the highway _____ _____ motorcycle laying on its side in the middle of the highway.,_____ _____ man in an orange jumpsuit standing next to _____ woman in gray on the highway _____ _____ motorcycle laying on its side in the middle of the highway.,0.8333,A portly _____ in an orange jumpsuit standing next to a _____ in gray _____ _____ _____ with a _____ _____ _____ _____ _____ in the middle of the highway.,_____ _____ man _____ _____ _____ _____ _____ _____ _____ _____ woman _____ _____ on the highway _____ _____ motorcycle laying on its side _____ _____ _____ _____ _____ _____,_____ portly man _____ _____ _____ _____ standing next to a woman in _____ on the highway with _____ motorcycle laying on its side _____ the _____ of the _____,0.3333,A portly _____ in an orange jumpsuit _____ _____ _____ a _____ in gray _____ _____ _____ with a _____ _____ _____ _____ _____ in the middle of the highway.,_____ _____ man _____ _____ _____ _____ standing next to _____ woman _____ _____ on the highway _____ _____ motorcycle laying on its side _____ _____ _____ _____ _____ _____,_____ _____ man _____ _____ _____ _____ standing next to _____ woman in _____ on the highway with _____ motorcycle laying on its side _____ _____ _____ of _____ highway.,0.4333,A portly _____ _____ _____ _____ _____ _____ _____ _____ a _____ _____ _____ on the highway with a _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ man in an orange jumpsuit standing next to _____ woman in gray _____ _____ _____ _____ _____ motorcycle laying on its side in the middle of the highway.,_____ _____ man in an orange jumpsuit standing next to _____ woman in gray _____ _____ _____ _____ _____ motorcycle laying on its side in the middle of the highway.,0.7333
209,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in front of a tropical plant.,A girl in a red and black striped shirt sits on a brick wall _____ _____ _____ _____ _____ _____,A girl in a red and black striped shirt sits on a brick wall _____ _____ _____ _____ _____ _____,0.7000,_____ _____ in a red and black striped shirt _____ _____ _____ _____ _____ in front of a tropical plant.,A girl _____ _____ _____ _____ _____ _____ _____ sits on a brick wall _____ _____ _____ _____ _____ _____,A girl in a _____ and black striped _____ sits on a brick wall in _____ _____ _____ _____ _____,0.3500,_____ _____ in _____ red and black striped shirt _____ _____ _____ brick _____ in front of _____ tropical plant.,A girl _____ a _____ _____ _____ _____ _____ sits on a _____ wall _____ _____ _____ a _____ _____,A girl _____ a _____ _____ _____ striped shirt sits on a brick wall _____ front _____ a _____ _____,0.4000,_____ _____ in a red and black striped shirt _____ _____ _____ _____ _____ in front of a tropical plant.,A girl _____ _____ _____ _____ _____ _____ _____ sits on a brick wall _____ _____ _____ _____ _____ _____,A girl in a _____ _____ _____ striped shirt sits on a brick wall _____ _____ _____ a tropical _____,0.3500
210,A woman wearing glasses holds a young child.,A _____ wearing glasses _____ a young _____,_____ woman _____ _____ holds _____ _____ child.,A woman _____ glasses holds _____ _____ child.,0.3750,A woman _____ _____ _____ _____ _____ _____,_____ _____ wearing glasses holds a young child.,_____ _____ wearing glasses holds a young child.,0.7500,_____ _____ wearing glasses _____ _____ _____ _____,A woman _____ _____ holds a young child.,A woman _____ _____ holds a young child.,0.7500,_____ _____ wearing glasses _____ _____ _____ _____,A woman _____ _____ holds a young child.,A woman _____ _____ holds a young child.,0.7500
211,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.","An _____ _____ _____ _____ _____ on what seems to be an overcast day, traffic approaches in the background.",_____ older individual crosses the street _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"An older individual crosses the street on what seems _____ be an _____ day, _____ _____ _____ the background.",0.2632,"An _____ _____ _____ _____ _____ on what seems to be an overcast day, traffic approaches in the background.",_____ older individual crosses the street _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,An older individual crosses the street on what seems to be _____ overcast _____ traffic approaches _____ _____ _____,0.2632,"An _____ _____ _____ _____ _____ on what seems to be an overcast day, traffic approaches in the background.",_____ older individual crosses the street _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"An older individual crosses the street on _____ _____ _____ be an overcast day, _____ approaches in the _____",0.2632,"An _____ _____ _____ _____ _____ on what seems to be an overcast day, traffic approaches in the background.",_____ older individual crosses the street _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ older individual crosses the street on what seems to _____ an _____ _____ traffic _____ in the background.,0.2632
212,A man playing a guitar on stage while a man plays drums in the background.,A man _____ _____ _____ _____ _____ while a man plays drums in the background.,_____ _____ playing a guitar on stage _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ playing a guitar on stage _____ a man plays drums in _____ _____,0.3333,A man _____ _____ _____ _____ _____ while a man plays drums in the background.,_____ _____ playing a guitar on stage _____ _____ _____ _____ _____ _____ _____ _____,A _____ playing a guitar on stage _____ a _____ plays drums _____ _____ background.,0.3333,_____ _____ _____ _____ _____ _____ _____ while a man plays drums in the background.,A man playing a guitar on stage _____ _____ _____ _____ _____ _____ _____ _____,A man playing a guitar on stage _____ _____ _____ _____ drums _____ _____ _____,0.4667,_____ _____ _____ _____ _____ _____ _____ while a man plays drums in the background.,A man playing a guitar on stage _____ _____ _____ _____ _____ _____ _____ _____,A man playing a guitar on stage _____ _____ _____ _____ _____ in _____ _____,0.4667
213,The two dogs are running toward the camera.,The _____ _____ are running toward the camera.,_____ two dogs _____ _____ _____ _____ _____,The two dogs _____ _____ toward the camera.,0.2500,The _____ _____ are _____ _____ _____ _____,_____ two dogs _____ running toward the camera.,_____ two dogs _____ running toward the camera.,0.7500,The _____ _____ are running toward the camera.,_____ two dogs _____ _____ _____ _____ _____,_____ two dogs are _____ toward the camera.,0.2500,The _____ _____ are _____ _____ _____ _____,_____ two dogs _____ running toward the camera.,_____ two dogs _____ running toward the camera.,0.7500
214,The red skirt of a female dancer swirls while her feet and her male partner's feet dance on concrete.,The red skirt of a female _____ swirls while her feet and her _____ partner's feet dance on concrete.,_____ _____ _____ _____ _____ _____ dancer _____ _____ _____ _____ _____ _____ male _____ _____ _____ _____ _____,The red skirt _____ a female dancer swirls while her feet _____ her male partner's feet dance on concrete.,0.1053,The red skirt of a female _____ swirls while her feet and her male _____ feet _____ on concrete.,_____ _____ _____ _____ _____ _____ dancer _____ _____ _____ _____ _____ _____ _____ partner's _____ dance _____ _____,_____ red _____ of _____ female dancer swirls while her feet and her male partner's feet dance on concrete.,0.1579,The red skirt of a female _____ swirls while _____ feet and _____ _____ partner's feet dance on concrete.,_____ _____ _____ _____ _____ _____ dancer _____ _____ her _____ _____ her male _____ _____ _____ _____ _____,The red skirt of _____ female dancer swirls _____ her feet and her male partner's _____ dance _____ concrete.,0.2105,The red skirt of a _____ _____ swirls while her feet and her _____ partner's feet _____ on concrete.,_____ _____ _____ _____ _____ female dancer _____ _____ _____ _____ _____ _____ male _____ _____ dance _____ _____,The red _____ of a female dancer swirls while her feet and her male _____ _____ dance _____ concrete.,0.2105
215,A young boy in a black cap and shirt looks down while next to a person in a polka dotted shirt.,A young boy in a _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ black cap and shirt looks down _____ next to a person in a polka dotted shirt.,_____ _____ _____ _____ _____ black cap and shirt looks down _____ next to a person in a polka dotted shirt.,0.7143,A _____ _____ in a black cap and shirt _____ _____ while _____ _____ _____ _____ in a polka dotted shirt.,_____ young boy _____ _____ _____ _____ _____ _____ looks down _____ next to a person _____ _____ _____ _____ _____,_____ young boy _____ _____ black cap and shirt looks down _____ next to a person _____ _____ _____ dotted _____,0.3810,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ while next to _____ _____ _____ _____ _____ _____ _____,A young boy in a black cap and shirt looks down _____ _____ _____ a person in a polka dotted shirt.,A young boy in a black cap and shirt looks down _____ _____ _____ a person in a polka dotted shirt.,0.8571,A young boy in a _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ black cap and shirt looks down _____ next to a person in a polka dotted shirt.,_____ _____ _____ _____ _____ black cap and shirt looks down _____ next to a person in a polka dotted shirt.,0.7143
217,A woman with a red hat is fishing at a lake.,A woman with a _____ _____ is _____ _____ _____ _____,_____ _____ _____ _____ red hat _____ fishing at a lake.,_____ _____ _____ _____ red hat _____ fishing at a lake.,0.5455,A woman with a _____ _____ is _____ at _____ _____,_____ _____ _____ _____ red hat _____ fishing _____ a lake.,_____ _____ with _____ red hat _____ fishing _____ a lake.,0.4545,A woman with a red hat is _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ fishing at a lake.,_____ _____ _____ a _____ hat is fishing at a lake.,0.3636,A woman with a _____ _____ is _____ _____ _____ _____,_____ _____ _____ _____ red hat _____ fishing at a lake.,_____ _____ _____ _____ red hat _____ fishing at a lake.,0.5455
218,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium.,Two spectators are _____ _____ _____ _____ _____ while looking back at an angle from a _____,_____ _____ _____ adorn with Mickey Mouse ears _____ _____ _____ _____ _____ _____ _____ _____ stadium.,_____ _____ are adorn with Mickey Mouse ears _____ looking back _____ _____ angle from _____ stadium.,0.3529,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium.,0.0000,_____ _____ are _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____,Two spectators _____ adorn with Mickey Mouse ears _____ looking back at an angle from a stadium.,Two spectators _____ adorn with Mickey Mouse ears _____ looking back at an angle from a stadium.,0.8824,Two _____ are _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____,_____ spectators _____ adorn with Mickey Mouse ears _____ looking back at an angle from a stadium.,_____ spectators _____ adorn with Mickey Mouse ears _____ looking back at an angle from a stadium.,0.8235
219,An outdoor party with alcoholic beverages; some seem to be in costume.,An _____ _____ with _____ _____ some seem to be _____ _____,_____ outdoor party _____ alcoholic beverages; _____ _____ _____ _____ in costume.,_____ outdoor party _____ alcoholic beverages; _____ _____ _____ _____ in costume.,0.5000,An _____ _____ with _____ _____ some seem to be in _____,_____ outdoor party _____ alcoholic beverages; _____ _____ _____ _____ _____ costume.,_____ outdoor party with alcoholic beverages; _____ _____ _____ be _____ costume.,0.4167,An _____ _____ with _____ _____ some seem to be _____ _____,_____ outdoor party _____ alcoholic beverages; _____ _____ _____ _____ in costume.,_____ outdoor party _____ alcoholic beverages; _____ _____ _____ _____ in costume.,0.5000,An _____ party with _____ _____ some seem to be in _____,_____ outdoor _____ _____ alcoholic beverages; _____ _____ _____ _____ _____ costume.,An outdoor _____ with alcoholic beverages; some _____ _____ _____ in costume.,0.3333
