id,rationale_original_final,rationale_lexical_final,rationale_syntactic_final,rationale_pragmatic_final,gold_label,row_accuracy
666,entailment,entailment,entailment,entailment,entailment,1.0
667,neutral,neutral,entailment,neutral,neutral,0.75
668,entailment,entailment,entailment,entailment,entailment,1.0
670,entailment,entailment,entailment,entailment,entailment,1.0
671,neutral,neutral,neutral,neutral,contradiction,0.0
672,neutral,neutral,neutral,neutral,neutral,1.0
673,neutral,neutral,neutral,neutral,neutral,1.0
674,contradiction,contradiction,neutral,contradiction,contradiction,0.75
676,entailment,entailment,neutral,neutral,neutral,0.5
677,entailment,entailment,entailment,entailment,neutral,0.0
679,contradiction,contradiction,neutral,neutral,contradiction,0.5
680,neutral,neutral,neutral,neutral,neutral,1.0
681,contradiction,neutral,neutral,neutral,contradiction,0.25
683,entailment,entailment,entailment,entailment,entailment,1.0
684,neutral,contradiction,neutral,neutral,contradiction,0.25
685,entailment,entailment,entailment,entailment,entailment,1.0
689,neutral,entailment,neutral,neutral,neutral,0.75
691,entailment,entailment,entailment,entailment,entailment,1.0
692,neutral,neutral,neutral,neutral,contradiction,0.0
693,neutral,entailment,entailment,neutral,entailment,0.5
694,entailment,entailment,entailment,entailment,entailment,1.0
695,neutral,neutral,neutral,neutral,neutral,1.0
697,neutral,neutral,neutral,neutral,neutral,1.0
698,neutral,neutral,neutral,neutral,neutral,1.0
699,entailment,entailment,entailment,entailment,entailment,1.0
700,entailment,entailment,entailment,entailment,neutral,0.0
701,entailment,entailment,entailment,entailment,entailment,1.0
702,entailment,entailment,entailment,entailment,entailment,1.0
703,neutral,neutral,neutral,neutral,contradiction,0.0
704,neutral,contradiction,neutral,contradiction,contradiction,0.5
705,entailment,entailment,entailment,entailment,entailment,1.0
706,neutral,entailment,entailment,neutral,neutral,0.5
707,neutral,entailment,neutral,entailment,neutral,0.5
708,entailment,neutral,neutral,neutral,neutral,0.75
709,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
711,neutral,contradiction,neutral,neutral,contradiction,0.25
712,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
713,entailment,entailment,entailment,neutral,neutral,0.25
714,neutral,neutral,neutral,neutral,neutral,1.0
715,neutral,entailment,neutral,entailment,neutral,0.5
718,neutral,contradiction,contradiction,contradiction,contradiction,0.75
719,entailment,entailment,entailment,entailment,entailment,1.0
720,entailment,neutral,entailment,entailment,neutral,0.25
721,entailment,entailment,entailment,entailment,entailment,1.0
722,entailment,entailment,entailment,entailment,entailment,1.0
723,neutral,neutral,neutral,neutral,neutral,1.0
724,neutral,neutral,neutral,neutral,neutral,1.0
725,contradiction,neutral,neutral,contradiction,contradiction,0.5
726,entailment,entailment,entailment,neutral,entailment,0.75
727,contradiction,neutral,entailment,contradiction,entailment,0.25
728,entailment,entailment,entailment,entailment,neutral,0.0
729,entailment,neutral,neutral,neutral,neutral,0.75
731,neutral,neutral,neutral,neutral,contradiction,0.0
733,entailment,entailment,entailment,entailment,entailment,1.0
734,entailment,entailment,entailment,entailment,neutral,0.0
736,neutral,neutral,neutral,neutral,neutral,1.0
737,entailment,neutral,entailment,neutral,neutral,0.5
738,entailment,entailment,entailment,entailment,entailment,1.0
740,neutral,neutral,neutral,neutral,contradiction,0.0
741,contradiction,contradiction,contradiction,neutral,contradiction,0.75
742,entailment,entailment,entailment,entailment,entailment,1.0
743,entailment,neutral,entailment,entailment,entailment,0.75
744,neutral,entailment,entailment,entailment,entailment,0.75
745,entailment,entailment,entailment,entailment,entailment,1.0
746,entailment,entailment,entailment,entailment,entailment,1.0
747,neutral,neutral,neutral,neutral,contradiction,0.0
748,entailment,entailment,entailment,entailment,entailment,1.0
749,neutral,neutral,neutral,neutral,neutral,1.0
751,neutral,entailment,neutral,neutral,neutral,0.75
752,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
753,neutral,neutral,neutral,neutral,neutral,1.0
754,contradiction,contradiction,neutral,contradiction,contradiction,0.75
755,neutral,neutral,neutral,neutral,neutral,1.0
757,neutral,neutral,neutral,neutral,contradiction,0.0
759,neutral,neutral,neutral,neutral,contradiction,0.0
760,entailment,entailment,entailment,entailment,entailment,1.0
761,neutral,neutral,contradiction,neutral,entailment,0.0
762,neutral,entailment,neutral,neutral,neutral,0.75
763,entailment,entailment,entailment,entailment,entailment,1.0
764,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
765,neutral,neutral,neutral,neutral,contradiction,0.0
767,entailment,entailment,neutral,entailment,entailment,0.75
768,entailment,entailment,entailment,entailment,entailment,1.0
769,entailment,entailment,entailment,entailment,neutral,0.0
770,neutral,neutral,neutral,neutral,neutral,1.0
771,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
772,entailment,entailment,entailment,entailment,entailment,1.0
774,neutral,neutral,neutral,neutral,contradiction,0.0
775,neutral,neutral,neutral,neutral,contradiction,0.0
776,neutral,neutral,neutral,neutral,contradiction,0.0
777,entailment,entailment,entailment,entailment,neutral,0.0
779,entailment,entailment,entailment,entailment,entailment,1.0
780,neutral,neutral,neutral,neutral,neutral,1.0
781,entailment,entailment,entailment,entailment,entailment,1.0
782,entailment,entailment,entailment,entailment,entailment,1.0
784,contradiction,neutral,contradiction,neutral,contradiction,0.5
786,entailment,entailment,entailment,entailment,entailment,1.0
790,neutral,neutral,neutral,neutral,neutral,1.0
793,entailment,entailment,entailment,entailment,entailment,1.0
794,entailment,entailment,entailment,entailment,entailment,1.0
795,neutral,neutral,neutral,neutral,contradiction,0.0
796,neutral,neutral,neutral,neutral,neutral,1.0
797,entailment,entailment,entailment,entailment,entailment,1.0
798,entailment,entailment,entailment,entailment,entailment,1.0
799,neutral,neutral,entailment,entailment,neutral,0.5
800,entailment,entailment,entailment,entailment,entailment,1.0
