id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
232,An arena audience looking down at a football field.,An arena _____ _____ _____ _____ a _____ _____,_____ _____ audience looking down at _____ football field.,_____ _____ audience looking down at _____ football field.,0.6667,An arena audience _____ _____ _____ _____ _____ _____,_____ _____ _____ looking down at a football field.,_____ _____ _____ looking down at a football field.,0.6667,An arena _____ _____ _____ _____ a _____ _____,_____ _____ audience looking down at _____ football field.,_____ _____ audience looking down at _____ football field.,0.6667,An arena _____ _____ _____ _____ a _____ _____,_____ _____ audience looking down at _____ football field.,_____ _____ audience looking down at _____ football field.,0.6667
234,"A man wearing a blue outfit is pushing a boat, which is wooden and covered, with a pole, and a woman wearing black is the passenger.","A man wearing a blue outfit is _____ _____ _____ which is wooden and covered, _____ _____ _____ and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ _____ _____ _____ with a pole, _____ _____ _____ _____ _____ _____ _____ _____","_____ man wearing a blue outfit is pushing a boat, _____ is _____ and _____ with a pole, and _____ woman wearing black is the _____",0.2308,A man wearing a blue outfit is _____ _____ _____ which is _____ and _____ _____ _____ _____ and a woman wearing black is the passenger.,"_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ wooden _____ covered, with a pole, _____ _____ _____ _____ _____ _____ _____ _____","A _____ _____ a blue _____ is pushing a boat, which _____ wooden and covered, with a pole, and _____ woman _____ _____ is _____ passenger.",0.3077,"A man wearing a blue outfit is _____ _____ _____ which is wooden and covered, _____ _____ _____ and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ _____ _____ _____ with a pole, _____ _____ _____ _____ _____ _____ _____ _____","_____ man wearing a blue outfit is pushing a boat, which is wooden and covered, with a pole, _____ _____ woman wearing _____ _____ the _____",0.2308,"A man wearing a blue outfit is _____ _____ _____ which is wooden and covered, _____ _____ _____ and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ _____ _____ _____ with a pole, _____ _____ _____ _____ _____ _____ _____ _____","A _____ wearing a blue outfit is pushing a boat, which _____ wooden and _____ with a pole, _____ a woman _____ _____ is the passenger.",0.2308
235,A man in a black shirt is making bubbles.,_____ _____ in a black shirt is _____ _____,A man _____ _____ _____ _____ _____ making bubbles.,A man _____ _____ _____ shirt _____ making bubbles.,0.4444,_____ _____ in a black shirt _____ _____ _____,A man _____ _____ _____ _____ is making bubbles.,A man _____ _____ _____ _____ is making bubbles.,0.5556,_____ _____ in a black shirt is _____ _____,A man _____ _____ _____ _____ _____ making bubbles.,A man _____ _____ _____ shirt _____ making bubbles.,0.4444,A man in a black shirt is _____ _____,_____ _____ _____ _____ _____ _____ _____ making bubbles.,_____ _____ in a black shirt is making bubbles.,0.2222
236,The two people are viewing an artist's piece.,_____ _____ _____ _____ _____ _____ _____ _____,The two people are viewing an artist's piece.,The two people are viewing an artist's piece.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____,The two people are viewing an artist's piece.,The two people are viewing an artist's piece.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____,The two people are viewing an artist's piece.,The two people are viewing an artist's piece.,1.0000,The _____ _____ are _____ _____ _____ _____,_____ two people _____ viewing an artist's piece.,_____ two people _____ viewing an artist's piece.,0.7500
237,"A man wearing sunglasses, white shirt, and a smile plays the drums.","A _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",_____ man _____ _____ _____ _____ _____ _____ _____ plays the drums.,A man _____ _____ white _____ _____ a smile plays the drums.,0.3333,"_____ _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",A man _____ _____ _____ _____ _____ _____ _____ plays the drums.,"A man wearing sunglasses, _____ _____ _____ _____ _____ plays the drums.",0.4167,"_____ _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",A man _____ _____ _____ _____ _____ _____ _____ plays the drums.,A man _____ _____ white _____ _____ a _____ plays the drums.,0.4167,"A _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",_____ man _____ _____ _____ _____ _____ _____ _____ plays the drums.,"_____ man _____ sunglasses, white _____ and _____ smile plays the drums.",0.3333
238,The black dog is standing by the wall next to the orange.,The black _____ _____ _____ by the wall _____ _____ _____ _____,_____ _____ dog is standing _____ _____ _____ next to the orange.,_____ _____ dog is standing _____ _____ _____ next to the orange.,0.5833,The black _____ is _____ by the wall _____ _____ _____ _____,_____ _____ dog _____ standing _____ _____ _____ next to the orange.,_____ _____ dog _____ standing _____ _____ _____ next to the orange.,0.5000,The black _____ _____ _____ by the wall _____ _____ _____ _____,_____ _____ dog is standing _____ _____ _____ next to the orange.,_____ _____ dog is standing _____ _____ _____ next to the orange.,0.5833,The black _____ is _____ by the wall _____ _____ the _____,_____ _____ dog _____ standing _____ _____ _____ next to _____ orange.,_____ _____ dog _____ standing by _____ wall next to _____ orange.,0.4167
242,"A young, Hispanic woman wearing a sundress is walking outside near a large fountain and palm trees.","A young, Hispanic woman _____ _____ _____ is walking outside near a large fountain and palm trees.",_____ _____ _____ _____ wearing a sundress _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ young, Hispanic woman wearing a sundress is walking outside near a large fountain and _____ _____",0.1765,A _____ _____ _____ _____ _____ _____ is walking outside near a large fountain and palm trees.,"_____ young, Hispanic woman wearing a sundress _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A young, Hispanic woman wearing a sundress _____ _____ outside _____ _____ _____ fountain and palm _____",0.3529,_____ _____ _____ _____ _____ _____ _____ is walking outside near a large fountain and palm trees.,"A young, Hispanic woman wearing a sundress _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A young, Hispanic woman wearing a sundress is _____ _____ _____ a large _____ _____ _____ _____",0.4118,A _____ _____ _____ _____ _____ _____ is walking outside near a large fountain and palm trees.,"_____ young, Hispanic woman wearing a sundress _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","_____ young, Hispanic woman wearing a sundress is walking outside _____ _____ _____ _____ _____ palm trees.",0.3529
243,Two individuals on motorbikes leaning into a turn on a racetrack.,Two _____ on _____ leaning into a turn on a racetrack.,_____ individuals _____ motorbikes _____ _____ _____ _____ _____ _____ _____,Two individuals _____ motorbikes leaning into a turn _____ a racetrack.,0.1818,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two individuals on motorbikes leaning into a turn on a racetrack.,Two individuals on motorbikes leaning into a turn on a racetrack.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two individuals on motorbikes leaning into a turn on a racetrack.,Two individuals on motorbikes leaning into a turn on a racetrack.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two individuals on motorbikes leaning into a turn on a racetrack.,Two individuals on motorbikes leaning into a turn on a racetrack.,1.0000
245,A group of men and women are on stage doing a performance in dim lighting.,_____ _____ _____ _____ _____ _____ are _____ _____ _____ _____ _____ _____ _____ _____,A group of men and women _____ on stage doing a performance in dim lighting.,A group of men and women _____ on stage doing a performance in dim lighting.,0.9333,_____ _____ of men and women are _____ _____ _____ _____ _____ _____ _____ _____,A group _____ _____ _____ _____ _____ on stage doing a performance in dim lighting.,A group _____ _____ _____ _____ _____ on stage doing a performance in dim lighting.,0.6667,_____ _____ of men and women are _____ _____ _____ _____ _____ _____ _____ _____,A group _____ _____ _____ _____ _____ on stage doing a performance in dim lighting.,A group _____ _____ _____ _____ _____ on stage doing a performance in dim lighting.,0.6667,_____ _____ _____ _____ _____ _____ are _____ _____ _____ _____ _____ _____ _____ _____,A group of men and women _____ on stage doing a performance in dim lighting.,A group of men and women _____ on stage doing a performance in dim lighting.,0.9333
247,Four men are sitting in red cloth covered chairs viewing something together.,Four men are sitting in red cloth covered chairs _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ viewing something together.,Four men _____ sitting _____ red _____ covered chairs viewing something together.,0.2500,_____ _____ are _____ in red cloth covered chairs _____ _____ together.,Four men _____ sitting _____ _____ _____ _____ _____ viewing something _____,Four men _____ sitting _____ _____ cloth _____ chairs viewing something _____,0.4167,Four _____ are sitting in red cloth covered chairs _____ _____ _____,_____ men _____ _____ _____ _____ _____ _____ _____ viewing something together.,Four men are _____ _____ _____ cloth covered _____ viewing something together.,0.3333,_____ _____ are _____ in red cloth covered chairs _____ _____ _____,Four men _____ sitting _____ _____ _____ _____ _____ viewing something together.,Four men _____ sitting _____ _____ _____ _____ _____ viewing something together.,0.5000
249,"There are several people but three in particular, coming from a shopping center with boxes and plants in their carts.",There are several _____ but _____ _____ _____ coming from a shopping center with _____ _____ _____ _____ _____ _____,"_____ _____ _____ people _____ three in particular, _____ _____ _____ _____ _____ _____ boxes and plants in their carts.","_____ _____ _____ people _____ three in particular, _____ _____ _____ _____ _____ _____ boxes and plants in their carts.",0.5000,"There are several _____ but three in particular, coming from a shopping center with _____ _____ _____ in their _____",_____ _____ _____ people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ boxes and plants _____ _____ carts.,"There are _____ people but three in particular, coming _____ a _____ _____ _____ boxes and plants in their carts.",0.2500,"There are several _____ but three in particular, coming from a shopping center with _____ _____ _____ _____ _____ _____",_____ _____ _____ people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ boxes and plants in their carts.,"_____ are _____ people but three in particular, _____ _____ _____ shopping _____ _____ boxes and plants in their carts.",0.3500,"There are several _____ but three in particular, coming from a shopping center with _____ _____ _____ _____ _____ _____",_____ _____ _____ people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ boxes and plants in their carts.,_____ are several people _____ _____ _____ _____ coming from a _____ _____ with boxes and plants in their carts.,0.3500
250,Children are learning about a firetruck.,Children are _____ _____ _____ _____,_____ _____ learning about a firetruck.,_____ _____ learning about a firetruck.,0.6667,Children are _____ _____ _____ _____,_____ _____ learning about a firetruck.,_____ _____ learning about a firetruck.,0.6667,Children are _____ _____ _____ _____,_____ _____ learning about a firetruck.,_____ _____ learning about a firetruck.,0.6667,_____ are _____ about _____ _____,Children _____ learning _____ a firetruck.,Children _____ learning _____ a firetruck.,0.6667
251,An old man in shorts and white spotted black socks sits outside playing an accordion.,_____ _____ _____ in shorts and white spotted black socks _____ _____ _____ _____ _____,An old man _____ _____ _____ _____ _____ _____ _____ sits outside playing an accordion.,An old man _____ _____ _____ _____ _____ _____ _____ sits outside playing an accordion.,0.5333,_____ _____ _____ in shorts and white spotted black socks sits _____ _____ _____ _____,An old man _____ _____ _____ _____ _____ _____ _____ _____ outside playing an accordion.,An old man _____ _____ _____ _____ _____ _____ socks _____ outside playing an accordion.,0.4667,_____ _____ _____ in shorts and white spotted black socks sits _____ _____ _____ _____,An old man _____ _____ _____ _____ _____ _____ _____ _____ outside playing an accordion.,An old man in _____ _____ _____ _____ _____ _____ _____ outside playing an accordion.,0.4667,An old man in shorts and white spotted black socks _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ sits outside playing an accordion.,_____ _____ man _____ shorts _____ white spotted _____ socks sits outside playing an accordion.,0.3333
252,A small car decorated with flames and other paint is driving amongst a crowd with a tub and flags on the roof.,A small car _____ _____ _____ _____ _____ _____ is driving amongst a crowd with a tub and flags on the roof.,_____ _____ _____ decorated with flames and other paint _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A _____ car decorated with flames and other paint is _____ amongst _____ crowd _____ a tub and flags on _____ _____,0.2727,A _____ _____ _____ _____ _____ _____ _____ _____ is driving amongst a crowd with _____ _____ _____ _____ _____ _____ _____,_____ small car decorated with flames and other paint _____ _____ _____ _____ _____ _____ a tub and flags on the roof.,_____ small car decorated with flames and other paint _____ _____ _____ _____ _____ _____ a tub and flags on the roof.,0.6818,A small car _____ _____ _____ _____ _____ _____ is driving amongst a crowd with a tub and flags on the roof.,_____ _____ _____ decorated with flames and other paint _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A small car decorated with flames and other paint _____ _____ amongst a _____ _____ _____ tub _____ flags on the roof.,0.2727,A small car _____ _____ _____ _____ _____ _____ is driving amongst a crowd with a tub and flags on the roof.,_____ _____ _____ decorated with flames and other paint _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A _____ _____ decorated with flames and other paint _____ driving amongst a _____ with a tub and flags _____ the _____,0.2727
253,A group of farmers are working together to complete a plant related task.,_____ _____ _____ _____ are _____ _____ to complete a _____ _____ _____,A group of farmers _____ working together _____ _____ _____ plant related task.,A group of farmers _____ working together _____ _____ _____ plant related task.,0.6923,A group of _____ _____ _____ _____ to complete a _____ _____ _____,_____ _____ _____ farmers are working together _____ _____ _____ plant related task.,_____ _____ _____ farmers are working together _____ _____ _____ plant related task.,0.5385,A group of _____ are _____ _____ to complete a _____ _____ _____,_____ _____ _____ farmers _____ working together _____ _____ _____ plant related task.,_____ _____ _____ farmers _____ working together to _____ _____ plant related task.,0.4615,A group of _____ are _____ _____ to complete a _____ _____ _____,_____ _____ _____ farmers _____ working together _____ _____ _____ plant related task.,_____ _____ _____ farmers are working together _____ _____ _____ plant related task.,0.4615
255,Two people are walking in opposite directions in front of the same store that says there is a 50% sale.,_____ _____ are _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ that says there is _____ _____ _____,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ a 50% sale.,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ a 50% sale.,0.7500,_____ _____ are _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ that says there is _____ _____ _____,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ a 50% sale.,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ a 50% sale.,0.7500,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ that _____ _____ _____ _____ _____ _____,Two people are walking in opposite directions in front of the same store _____ says there is a 50% sale.,Two people are walking in opposite directions in front of the same store _____ says there is a 50% sale.,0.9500,_____ _____ are _____ _____ _____ _____ in front of the same _____ that says there is a _____ _____,Two people _____ walking in opposite directions _____ _____ _____ _____ _____ store _____ _____ _____ _____ _____ 50% sale.,Two people _____ walking in opposite directions _____ _____ _____ _____ _____ store that _____ _____ is _____ 50% sale.,0.4500
256,A man is sliding along a green barrier on his snowboard.,A man is _____ along a green barrier on his _____,_____ _____ _____ sliding _____ _____ _____ _____ _____ _____ snowboard.,_____ man is sliding along a _____ barrier on his snowboard.,0.1818,A man is _____ along a green barrier on his _____,_____ _____ _____ sliding _____ _____ _____ _____ _____ _____ snowboard.,A man is sliding along a _____ barrier on _____ snowboard.,0.1818,A _____ is _____ _____ _____ _____ _____ _____ _____ _____,_____ man _____ sliding along a green barrier on his snowboard.,_____ man _____ sliding along a green barrier on his snowboard.,0.8182,A _____ is _____ along a green barrier on his _____,_____ man _____ sliding _____ _____ _____ _____ _____ _____ snowboard.,A man is sliding along a _____ barrier _____ _____ snowboard.,0.2727
258,Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.,Hispanic woman _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7143,Hispanic woman _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7143,Hispanic woman _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt works on sewing an article of clothing.,_____ _____ wearing a red plaid shirt works on sewing an article of clothing.,0.8571,Hispanic woman _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7143
259,Three elderly women walking from behind.,Three elderly women _____ from behind.,_____ _____ _____ walking _____ _____,Three _____ women walking from behind.,0.1667,Three elderly women _____ from behind.,_____ _____ _____ walking _____ _____,Three elderly women walking from _____,0.1667,Three elderly women _____ _____ _____,_____ _____ _____ walking from behind.,_____ _____ _____ walking from behind.,0.5000,Three elderly women _____ _____ _____,_____ _____ _____ walking from behind.,_____ _____ _____ walking from behind.,0.5000
260,The boy is playing with a colorful ribbon.,The _____ is playing with a _____ _____,_____ boy _____ _____ _____ _____ colorful ribbon.,_____ boy is playing _____ _____ colorful ribbon.,0.3750,The _____ is playing with a _____ _____,_____ boy _____ _____ _____ _____ colorful ribbon.,_____ boy _____ _____ with a colorful ribbon.,0.3750,The _____ _____ _____ _____ _____ _____ _____,_____ boy is playing with a colorful ribbon.,_____ boy is playing with a colorful ribbon.,0.8750,The _____ is _____ _____ _____ _____ _____,_____ boy _____ playing with a colorful ribbon.,_____ boy _____ playing with a colorful ribbon.,0.7500
261,Two women standing in front of a fence looking at mountains.,Two women standing in front of a fence _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ looking at mountains.,Two women standing in _____ _____ a _____ looking at mountains.,0.2727,_____ _____ standing in front of a fence _____ _____ _____,Two women _____ _____ _____ _____ _____ _____ looking at mountains.,Two women _____ _____ _____ _____ _____ fence looking at mountains.,0.4545,_____ _____ standing in front of a fence _____ _____ _____,Two women _____ _____ _____ _____ _____ _____ looking at mountains.,Two women _____ in _____ _____ _____ _____ looking at mountains.,0.4545,Two _____ standing in front of a fence _____ _____ _____,_____ women _____ _____ _____ _____ _____ _____ looking at mountains.,Two women _____ _____ front of _____ _____ looking at mountains.,0.3636
262,A large group of men of all ages sit around a large conference table and listen to a man in black speak.,A large group of men of all ages sit around a large conference table and listen to a man in black speak.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A large group of men of all ages sit around a large conference table and listen to a man in black speak.,0.0000,_____ _____ _____ _____ _____ _____ _____ _____ sit around a large conference table and listen to _____ _____ _____ _____ speak.,A large group of men of all ages _____ _____ _____ _____ _____ _____ _____ _____ _____ a man in black _____,A large group of men of all ages _____ _____ _____ _____ _____ _____ _____ _____ _____ a man in black _____,0.5455,_____ _____ _____ _____ _____ _____ _____ _____ sit around a large conference table and listen to _____ _____ _____ _____ _____,A large group of men of all ages _____ _____ _____ _____ _____ _____ _____ _____ _____ a man in black speak.,A large group of men of all ages _____ _____ _____ _____ _____ _____ _____ _____ _____ a man in black speak.,0.5909,A large _____ _____ _____ of all ages sit around a large conference table and listen to a _____ _____ _____ speak.,_____ _____ group of men _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ man in black _____,A _____ group of men of all _____ _____ around _____ _____ conference table and _____ to a man in black speak.,0.2727
263,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,0.9500,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,0.9500,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,An elderly couple dance in front of a juke box _____ a guy in shorts sleeps at a nearby table,0.9500
264,A woman and child stand on the beach while sailboats sail on the ocean.,A woman and child _____ _____ _____ _____ while sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ _____ _____ _____ _____ _____,A _____ and _____ stand on the beach _____ sailboats sail on _____ ocean.,0.2857,A woman and child _____ _____ _____ _____ while sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ _____ _____ _____ _____ _____,A _____ and child stand on the beach _____ sailboats sail on _____ _____,0.2857,A woman and child _____ _____ _____ _____ while sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ _____ _____ _____ _____ _____,A woman _____ child stand on the beach while _____ sail on _____ _____,0.2857,A woman and child _____ _____ _____ _____ while _____ _____ _____ _____ _____,_____ _____ _____ _____ stand on the beach _____ sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ sailboats sail on the ocean.,0.6429
265,A hand with tongs is reaching for a vegetable kabob on a grill that also has ribs and chicken kabobs.,A hand with tongs is reaching for a _____ _____ on a grill that also has _____ and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ ribs _____ chicken kabobs.,A hand with tongs is _____ for a vegetable kabob on _____ grill _____ _____ has ribs _____ chicken kabobs.,0.2500,A hand with tongs is reaching for a _____ _____ on a grill that also has _____ and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ ribs _____ chicken kabobs.,_____ _____ with tongs is reaching for a vegetable kabob on a grill that _____ _____ ribs _____ chicken kabobs.,0.2500,A hand with tongs is reaching for a _____ _____ on a grill that also has ribs and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ _____ _____ chicken kabobs.,A hand with _____ is reaching for a vegetable kabob _____ a _____ that _____ has ribs and chicken kabobs.,0.2000,A hand with tongs is reaching for a _____ _____ on a grill that also has _____ and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ ribs _____ chicken kabobs.,_____ hand with tongs is reaching _____ a vegetable kabob on _____ _____ that also has ribs _____ chicken kabobs.,0.2500
267,A man in a home kitchen is flipping a pancake extremely high.,A man in a home kitchen is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ flipping a pancake extremely high.,A man _____ _____ _____ _____ _____ flipping a pancake extremely high.,0.4167,A man in a home kitchen is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ flipping a pancake extremely high.,A _____ _____ _____ _____ _____ is flipping a pancake extremely high.,0.4167,A man in a home kitchen is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ flipping a pancake extremely high.,_____ _____ in _____ home _____ _____ flipping a pancake extremely high.,0.4167,A man in a home kitchen is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ flipping a pancake extremely high.,A _____ in _____ _____ _____ _____ flipping a pancake extremely high.,0.4167
269,Handyman works on outer wall of city building.,_____ _____ _____ _____ _____ of city building.,Handyman works on outer wall _____ _____ _____,Handyman works on outer wall _____ _____ _____,0.6250,_____ _____ _____ _____ _____ of city building.,Handyman works on outer wall _____ _____ _____,Handyman works on outer wall _____ _____ _____,0.6250,Handyman works on _____ _____ of _____ _____,_____ _____ _____ outer wall _____ city building.,_____ _____ _____ outer wall _____ city building.,0.5000,_____ _____ _____ _____ _____ of city building.,Handyman works on outer wall _____ _____ _____,Handyman works on outer wall _____ _____ _____,0.6250
270,a group of women with there small children two small girls and two small babies.,a group of _____ with there small children _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ women _____ _____ _____ _____ two small girls and two small babies.,_____ _____ _____ women _____ _____ _____ _____ two small girls and two small babies.,0.5333,a group of _____ with there small children _____ _____ _____ and _____ _____ _____,_____ _____ _____ women _____ _____ _____ _____ two small girls _____ two small babies.,_____ _____ _____ women _____ _____ small _____ two small girls _____ two small babies.,0.4667,_____ _____ _____ _____ with _____ _____ _____ _____ _____ _____ and _____ _____ _____,a group of women _____ there small children two small girls _____ two small babies.,a group of women _____ there small children two small girls _____ two small babies.,0.8667,a group of women with there _____ _____ _____ _____ _____ and _____ _____ _____,_____ _____ _____ _____ _____ _____ small children two small girls _____ two small babies.,_____ _____ _____ _____ _____ _____ small children two small girls _____ two small babies.,0.5333
271,"Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front is talking on the phone.","Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front is _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ talking on the phone.,"Dressed in high-waisted _____ jeans, boots and _____ _____ shirt with a gold ""B"" _____ the front is talking on the phone.",0.1818,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____,"Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.","Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.",0.9545,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____,"Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.","Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.",0.9545,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____,"Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.","Dressed in high-waisted blue jeans, boots and a blue shirt with a gold ""B"" on the front _____ talking on the phone.",0.9545
272,"Two women, one wearing jeans and one wearing a white skirt, are walking in a building.","Two women, _____ _____ _____ and _____ _____ _____ _____ _____ are walking in a building.","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____",0.5000,"Two women, _____ _____ _____ and _____ _____ _____ _____ _____ are walking in a building.","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____",0.5000,"Two women, _____ _____ _____ and _____ _____ _____ _____ _____ are walking in a building.","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____",0.5000,"Two women, _____ _____ _____ and _____ _____ _____ _____ _____ are walking in a building.","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____","_____ _____ one wearing jeans _____ one wearing a white skirt, _____ _____ _____ _____ _____",0.5000
274,A snowboarder is doing a flip over a mound of snow.,A _____ is _____ _____ _____ over a mound of snow.,_____ snowboarder _____ doing a flip _____ _____ _____ _____ _____,A snowboarder is doing a flip _____ _____ _____ _____ snow.,0.3636,A _____ is _____ _____ _____ over a mound of snow.,_____ snowboarder _____ doing a flip _____ _____ _____ _____ _____,_____ snowboarder is doing a flip over _____ _____ _____ snow.,0.3636,_____ _____ is _____ _____ _____ over a mound of snow.,A snowboarder _____ doing a flip _____ _____ _____ _____ _____,A snowboarder is doing a flip _____ _____ _____ _____ _____,0.4545,A _____ is _____ _____ _____ over a mound of snow.,_____ snowboarder _____ doing a flip _____ _____ _____ _____ _____,_____ snowboarder _____ doing a flip over _____ mound of _____,0.3636
