id,rationale_original_final,rationale_lexical_final,rationale_syntactic_final,rationale_pragmatic_final,gold_label,row_accuracy
665,neutral,neutral,neutral,neutral,contradiction,0.0
666,entailment,entailment,entailment,entailment,entailment,1.0
667,neutral,neutral,neutral,neutral,neutral,1.0
668,entailment,entailment,entailment,entailment,entailment,1.0
670,entailment,entailment,entailment,entailment,entailment,1.0
671,contradiction,neutral,contradiction,neutral,contradiction,0.5
672,neutral,neutral,neutral,neutral,neutral,1.0
673,neutral,neutral,neutral,neutral,neutral,1.0
674,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
676,entailment,neutral,neutral,entailment,neutral,0.5
677,entailment,entailment,entailment,entailment,neutral,0.0
679,neutral,neutral,neutral,contradiction,contradiction,0.25
680,neutral,neutral,neutral,neutral,neutral,1.0
681,contradiction,contradiction,neutral,neutral,contradiction,0.5
683,entailment,entailment,entailment,entailment,entailment,1.0
684,neutral,neutral,contradiction,neutral,contradiction,0.25
685,entailment,entailment,entailment,entailment,entailment,1.0
689,contradiction,neutral,neutral,neutral,neutral,0.75
691,entailment,entailment,entailment,entailment,entailment,1.0
692,neutral,neutral,neutral,contradiction,contradiction,0.25
693,entailment,entailment,neutral,neutral,entailment,0.5
694,neutral,entailment,entailment,entailment,entailment,0.75
695,neutral,neutral,neutral,neutral,neutral,1.0
697,neutral,neutral,neutral,entailment,neutral,0.75
698,neutral,neutral,neutral,entailment,neutral,0.75
699,entailment,entailment,entailment,entailment,entailment,1.0
700,entailment,entailment,entailment,entailment,neutral,0.0
701,entailment,entailment,entailment,entailment,entailment,1.0
702,entailment,entailment,entailment,entailment,entailment,1.0
703,neutral,neutral,neutral,neutral,contradiction,0.0
704,neutral,neutral,contradiction,contradiction,contradiction,0.5
705,entailment,entailment,entailment,entailment,entailment,1.0
706,neutral,entailment,entailment,neutral,neutral,0.5
707,neutral,contradiction,neutral,neutral,neutral,0.75
708,neutral,neutral,entailment,neutral,neutral,0.75
709,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
711,neutral,neutral,neutral,neutral,contradiction,0.0
712,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
713,entailment,entailment,entailment,entailment,neutral,0.0
714,neutral,neutral,neutral,neutral,neutral,1.0
715,entailment,contradiction,contradiction,entailment,neutral,0.0
718,neutral,contradiction,contradiction,contradiction,contradiction,0.75
719,entailment,entailment,entailment,entailment,entailment,1.0
720,entailment,neutral,entailment,entailment,neutral,0.25
721,entailment,entailment,entailment,entailment,entailment,1.0
722,entailment,entailment,entailment,entailment,entailment,1.0
723,neutral,neutral,neutral,neutral,neutral,1.0
724,entailment,entailment,neutral,entailment,neutral,0.25
725,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
726,entailment,entailment,entailment,entailment,entailment,1.0
727,neutral,neutral,entailment,contradiction,entailment,0.25
728,entailment,entailment,entailment,entailment,neutral,0.0
729,neutral,entailment,entailment,entailment,neutral,0.25
731,neutral,neutral,neutral,neutral,contradiction,0.0
733,entailment,entailment,entailment,entailment,entailment,1.0
736,contradiction,neutral,neutral,neutral,neutral,0.75
737,entailment,neutral,neutral,entailment,neutral,0.5
738,entailment,entailment,entailment,entailment,entailment,1.0
740,contradiction,neutral,contradiction,contradiction,contradiction,0.75
741,neutral,contradiction,neutral,neutral,contradiction,0.25
742,entailment,entailment,entailment,entailment,entailment,1.0
743,entailment,entailment,entailment,entailment,entailment,1.0
744,entailment,entailment,entailment,entailment,entailment,1.0
745,entailment,entailment,entailment,entailment,entailment,1.0
746,entailment,entailment,entailment,neutral,entailment,0.75
747,neutral,neutral,neutral,neutral,contradiction,0.0
748,entailment,entailment,entailment,entailment,entailment,1.0
749,neutral,neutral,neutral,neutral,neutral,1.0
751,neutral,neutral,neutral,neutral,neutral,1.0
752,contradiction,contradiction,neutral,neutral,contradiction,0.5
753,neutral,neutral,neutral,neutral,neutral,1.0
754,neutral,neutral,neutral,neutral,contradiction,0.0
755,neutral,neutral,neutral,neutral,neutral,1.0
757,contradiction,neutral,contradiction,contradiction,contradiction,0.75
759,neutral,neutral,neutral,neutral,contradiction,0.0
760,entailment,entailment,entailment,entailment,entailment,1.0
761,neutral,entailment,contradiction,entailment,entailment,0.5
762,entailment,entailment,neutral,entailment,neutral,0.25
763,entailment,entailment,entailment,entailment,entailment,1.0
764,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
765,contradiction,neutral,contradiction,contradiction,contradiction,0.75
767,entailment,entailment,entailment,entailment,entailment,1.0
768,entailment,entailment,entailment,entailment,entailment,1.0
769,entailment,neutral,contradiction,neutral,neutral,0.5
770,neutral,neutral,neutral,neutral,neutral,1.0
771,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
772,entailment,entailment,entailment,entailment,entailment,1.0
774,neutral,neutral,neutral,neutral,contradiction,0.0
775,neutral,neutral,neutral,neutral,contradiction,0.0
776,neutral,neutral,neutral,neutral,contradiction,0.0
777,entailment,entailment,neutral,entailment,neutral,0.25
779,entailment,entailment,neutral,entailment,entailment,0.75
780,entailment,entailment,entailment,entailment,neutral,0.0
781,neutral,entailment,neutral,neutral,entailment,0.25
782,neutral,entailment,entailment,neutral,entailment,0.5
784,contradiction,contradiction,contradiction,contradiction,contradiction,1.0
786,entailment,entailment,entailment,entailment,entailment,1.0
790,entailment,entailment,entailment,entailment,neutral,0.0
793,entailment,entailment,entailment,entailment,entailment,1.0
794,entailment,entailment,entailment,entailment,entailment,1.0
795,neutral,neutral,neutral,neutral,contradiction,0.0
796,neutral,neutral,neutral,neutral,neutral,1.0
797,entailment,entailment,entailment,entailment,entailment,1.0
798,entailment,entailment,entailment,entailment,entailment,1.0
799,neutral,neutral,neutral,neutral,neutral,1.0
800,entailment,entailment,entailment,entailment,entailment,1.0
