id,gold_label,pred_original_base,pred_original_nec,pred_original_nec_ctrl,pred_original_suff,pred_original_suff_ctrl,coverage_original,score_original_nec_flip,score_original_nec_ctrl_flip,score_original_suff_stay,score_original_suff_ctrl_stay,pred_lexical_base,pred_lexical_nec,pred_lexical_nec_ctrl,pred_lexical_suff,pred_lexical_suff_ctrl,coverage_lexical,score_lexical_nec_flip,score_lexical_nec_ctrl_flip,score_lexical_suff_stay,score_lexical_suff_ctrl_stay,pred_syntactic_base,pred_syntactic_nec,pred_syntactic_nec_ctrl,pred_syntactic_suff,pred_syntactic_suff_ctrl,coverage_syntactic,score_syntactic_nec_flip,score_syntactic_nec_ctrl_flip,score_syntactic_suff_stay,score_syntactic_suff_ctrl_stay,pred_pragmatic_base,pred_pragmatic_nec,pred_pragmatic_nec_ctrl,pred_pragmatic_suff,pred_pragmatic_suff_ctrl,coverage_pragmatic,score_pragmatic_nec_flip,score_pragmatic_nec_ctrl_flip,score_pragmatic_suff_stay,score_pragmatic_suff_ctrl_stay
117,neutral,entailment,neutral,neutral,neutral,unknown,0.3000,1,1,0,0,entailment,neutral,neutral,neutral,unknown,0.3000,1,1,0,0,entailment,contradiction,entailment,neutral,unknown,0.4000,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.3500,1,1,0,0
119,contradiction,neutral,neutral,neutral,neutral,contradiction,0.2500,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.1500,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.1500,0,0,1,0,neutral,neutral,neutral,contradiction,neutral,0.1500,0,0,0,1
120,contradiction,neutral,neutral,neutral,neutral,neutral,0.5833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1
122,contradiction,neutral,neutral,neutral,unknown,unknown,0.1538,0,0,0,0,neutral,neutral,neutral,neutral,neutral,0.1538,0,0,1,1,neutral,neutral,neutral,unknown,neutral,0.1538,0,0,0,1,neutral,neutral,neutral,unknown,neutral,0.1538,0,0,0,1
123,neutral,neutral,neutral,neutral,neutral,unknown,0.4118,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.7059,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7059,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.2941,0,0,1,0
124,neutral,neutral,unknown,neutral,neutral,neutral,0.5294,0,0,1,1,neutral,neutral,neutral,unknown,neutral,0.4706,0,0,0,1,neutral,neutral,neutral,neutral,neutral,0.5294,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.5294,0,0,1,0
125,entailment,entailment,neutral,neutral,unknown,neutral,0.2941,1,1,0,0,entailment,neutral,contradiction,unknown,neutral,0.4706,1,1,0,0,entailment,neutral,unknown,unknown,neutral,0.4706,1,0,0,0,entailment,neutral,neutral,entailment,contradiction,0.2941,1,1,1,0
126,contradiction,neutral,unknown,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,neutral,neutral,neutral,unknown,0.6667,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
127,neutral,neutral,neutral,neutral,neutral,neutral,0.1429,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,entailment,neutral,neutral,entailment,neutral,0.8571,1,1,1,0,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1
128,entailment,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.7500,0,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1
130,neutral,neutral,neutral,neutral,neutral,contradiction,0.6667,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.6667,0,0,1,0
131,entailment,entailment,neutral,neutral,entailment,neutral,0.6500,1,1,1,0,entailment,neutral,neutral,entailment,unknown,0.7500,1,1,1,0,entailment,neutral,neutral,entailment,neutral,0.3500,1,1,1,0,entailment,neutral,entailment,entailment,entailment,0.4500,1,0,1,1
132,neutral,entailment,neutral,neutral,neutral,neutral,0.8000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.8000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.3000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.8000,1,1,0,0
133,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.6250,1,1,0,0,neutral,entailment,neutral,neutral,neutral,0.5000,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
134,neutral,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.1818,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8182,0,0,1,1
135,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,neutral,neutral,neutral,contradiction,contradiction,0.3750,0,0,0,0,neutral,neutral,contradiction,neutral,neutral,0.3750,0,1,1,1
136,neutral,entailment,neutral,entailment,entailment,neutral,0.3529,1,0,1,0,entailment,unknown,entailment,neutral,neutral,0.4706,0,0,0,0,entailment,contradiction,entailment,entailment,entailment,0.1765,1,0,1,1,entailment,contradiction,entailment,entailment,entailment,0.4118,1,0,1,1
137,neutral,entailment,neutral,neutral,entailment,unknown,0.3636,1,1,1,0,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1,entailment,neutral,neutral,entailment,neutral,0.3636,1,1,1,0,neutral,neutral,neutral,neutral,unknown,0.2727,0,0,1,0
138,entailment,entailment,neutral,neutral,neutral,neutral,0.6000,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.6000,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.6000,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.8000,1,1,0,0
141,entailment,entailment,neutral,contradiction,entailment,neutral,0.4737,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.2632,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0
142,neutral,entailment,neutral,neutral,unknown,neutral,0.3636,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.3636,1,0,1,0,entailment,contradiction,entailment,neutral,neutral,0.2727,1,0,0,0,entailment,unknown,neutral,neutral,neutral,0.3636,0,1,0,0
143,contradiction,neutral,neutral,neutral,neutral,neutral,0.3571,0,0,1,1,neutral,neutral,neutral,contradiction,neutral,0.3571,0,0,0,1,neutral,neutral,neutral,neutral,neutral,0.3571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3571,0,0,1,1
144,neutral,neutral,neutral,contradiction,neutral,neutral,0.6471,0,1,1,1,neutral,neutral,neutral,neutral,neutral,0.6471,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.2353,0,1,1,1,neutral,neutral,unknown,unknown,neutral,0.5882,0,0,0,1
146,entailment,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1,entailment,unknown,entailment,entailment,entailment,1.0000,0,0,1,1,entailment,entailment,unknown,entailment,entailment,1.0000,0,0,1,1,entailment,neutral,entailment,entailment,entailment,1.0000,1,0,1,1
148,contradiction,contradiction,neutral,neutral,neutral,neutral,0.3846,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.2308,1,1,0,0,contradiction,neutral,neutral,contradiction,neutral,0.3846,1,1,1,0,contradiction,neutral,neutral,neutral,neutral,0.2308,1,1,0,0
150,entailment,entailment,contradiction,neutral,neutral,entailment,1.0000,1,1,0,1,entailment,neutral,entailment,entailment,neutral,0.8750,1,0,1,0,neutral,neutral,entailment,neutral,neutral,0.7500,0,1,1,1,entailment,neutral,neutral,neutral,neutral,0.6250,1,1,0,0
151,neutral,neutral,neutral,unknown,neutral,neutral,0.3182,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,unknown,neutral,neutral,0.0909,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4091,0,0,1,1
152,entailment,entailment,neutral,neutral,neutral,neutral,0.6000,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,neutral,neutral,neutral,entailment,0.6000,1,1,0,1,entailment,neutral,neutral,neutral,neutral,0.7000,1,1,0,0
154,entailment,entailment,entailment,entailment,entailment,entailment,0.6667,0,0,1,1,entailment,entailment,entailment,entailment,entailment,0.6667,0,0,1,1,entailment,neutral,entailment,entailment,entailment,0.5000,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.6667,0,0,1,1
156,neutral,neutral,unknown,neutral,neutral,unknown,1.0000,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,entailment,neutral,contradiction,contradiction,unknown,0.9167,1,1,0,0,neutral,unknown,neutral,neutral,neutral,0.7500,0,0,1,1
157,entailment,entailment,neutral,entailment,entailment,entailment,0.9000,1,0,1,1,entailment,neutral,entailment,entailment,contradiction,0.3000,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.3000,1,0,1,0,entailment,entailment,contradiction,neutral,neutral,0.7000,0,1,0,0
159,entailment,entailment,neutral,entailment,unknown,neutral,0.2857,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3571,1,0,1,0,entailment,neutral,entailment,entailment,unknown,0.2857,1,0,1,0,entailment,neutral,entailment,unknown,neutral,0.2857,1,0,0,0
160,entailment,entailment,contradiction,entailment,entailment,neutral,0.2941,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2941,1,0,1,0,entailment,contradiction,entailment,entailment,neutral,0.5294,1,0,1,0,entailment,neutral,unknown,unknown,contradiction,0.2353,1,0,0,0
161,entailment,entailment,neutral,neutral,neutral,entailment,0.5714,1,1,0,1,entailment,neutral,entailment,neutral,neutral,0.5714,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.2857,1,0,1,0,entailment,neutral,neutral,neutral,entailment,0.5714,1,1,0,1
164,neutral,neutral,neutral,unknown,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2857,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1
165,entailment,neutral,entailment,neutral,neutral,neutral,0.6667,1,0,1,1,neutral,unknown,neutral,neutral,neutral,0.4167,0,0,1,1,neutral,neutral,unknown,unknown,unknown,0.2500,0,0,0,0,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
167,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.3636,1,0,0,0,contradiction,contradiction,contradiction,contradiction,neutral,0.0455,0,0,1,0,contradiction,neutral,contradiction,neutral,contradiction,0.4545,1,0,0,1,contradiction,neutral,contradiction,neutral,neutral,0.3636,1,0,0,0
168,contradiction,neutral,neutral,neutral,neutral,neutral,0.8333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.8333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
169,neutral,neutral,unknown,entailment,neutral,neutral,0.5000,0,1,1,1,neutral,neutral,contradiction,contradiction,neutral,0.6667,0,1,0,1,contradiction,neutral,neutral,neutral,neutral,0.1667,1,1,0,0,entailment,neutral,neutral,neutral,entailment,0.8333,1,1,0,1
170,entailment,entailment,neutral,entailment,neutral,unknown,0.1875,1,0,0,0,entailment,unknown,entailment,entailment,neutral,0.4375,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4375,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0
171,entailment,entailment,neutral,entailment,entailment,entailment,0.3889,1,0,1,1,entailment,entailment,entailment,entailment,entailment,0.3889,0,0,1,1,entailment,neutral,entailment,entailment,neutral,0.5000,1,0,1,0,entailment,entailment,entailment,entailment,entailment,0.5000,0,0,1,1
173,entailment,entailment,entailment,entailment,entailment,neutral,0.1304,0,0,1,0,entailment,entailment,entailment,entailment,unknown,0.1304,0,0,1,0,entailment,neutral,entailment,unknown,neutral,0.1304,1,0,0,0,entailment,neutral,entailment,unknown,neutral,0.0870,1,0,0,0
174,entailment,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1,neutral,neutral,entailment,neutral,neutral,0.3077,0,1,1,1,neutral,neutral,contradiction,neutral,entailment,0.3077,0,1,1,0
175,entailment,entailment,neutral,contradiction,entailment,unknown,0.4737,1,1,1,0,entailment,unknown,neutral,entailment,neutral,0.4211,0,1,1,0,entailment,neutral,entailment,entailment,entailment,0.5263,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.4737,1,0,1,0
177,entailment,entailment,entailment,entailment,neutral,entailment,0.6667,0,0,0,1,entailment,neutral,neutral,neutral,neutral,0.6667,1,1,0,0,entailment,neutral,neutral,entailment,neutral,0.5556,1,1,1,0,entailment,neutral,neutral,neutral,neutral,0.5000,1,1,0,0
179,contradiction,contradiction,neutral,unknown,unknown,unknown,0.4737,1,0,0,0,contradiction,neutral,unknown,contradiction,neutral,0.5263,1,0,1,0,neutral,unknown,neutral,neutral,neutral,0.6842,0,0,1,1,neutral,neutral,contradiction,contradiction,neutral,0.6316,0,1,0,1
180,entailment,entailment,unknown,unknown,entailment,unknown,0.3333,0,0,1,0,entailment,neutral,entailment,neutral,entailment,0.3333,1,0,0,1,entailment,neutral,neutral,neutral,entailment,0.6667,1,1,0,1,entailment,neutral,entailment,entailment,neutral,0.2778,1,0,1,0
181,contradiction,contradiction,neutral,neutral,neutral,unknown,0.2000,1,1,0,0,contradiction,neutral,neutral,contradiction,neutral,0.2000,1,1,1,0,neutral,neutral,neutral,unknown,neutral,0.5000,0,0,0,1,contradiction,neutral,neutral,neutral,neutral,0.2000,1,1,0,0
182,contradiction,neutral,unknown,unknown,unknown,neutral,0.5385,0,0,0,1,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,contradiction,neutral,neutral,neutral,neutral,0.5385,1,1,0,0,contradiction,neutral,neutral,neutral,unknown,0.5385,1,1,0,0
183,entailment,entailment,neutral,entailment,neutral,neutral,0.3000,1,0,0,0,entailment,entailment,neutral,entailment,neutral,0.1000,0,1,1,0,entailment,entailment,contradiction,neutral,neutral,0.1000,0,1,0,0,entailment,entailment,entailment,entailment,neutral,0.1000,0,0,1,0
184,entailment,entailment,unknown,entailment,entailment,neutral,0.3750,0,0,1,0,entailment,neutral,neutral,neutral,unknown,0.2500,1,1,0,0,entailment,entailment,entailment,entailment,neutral,0.6250,0,0,1,0,entailment,unknown,entailment,entailment,entailment,0.7500,0,0,1,1
185,entailment,entailment,neutral,entailment,neutral,neutral,0.2500,1,0,0,0,entailment,neutral,neutral,entailment,unknown,0.3000,1,1,1,0,entailment,neutral,entailment,unknown,neutral,0.5500,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.3000,1,0,1,0
186,neutral,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5625,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.2500,0,0,1,1,neutral,neutral,contradiction,neutral,neutral,0.3750,0,1,1,1
187,entailment,entailment,neutral,entailment,entailment,entailment,0.1304,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.0870,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.0870,1,0,1,0,entailment,neutral,entailment,neutral,unknown,0.0435,1,0,0,0
188,neutral,neutral,neutral,neutral,entailment,neutral,0.5000,0,0,0,1,neutral,neutral,contradiction,neutral,neutral,0.9000,0,1,1,1,neutral,neutral,neutral,neutral,unknown,0.7000,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.9000,0,0,1,1
189,entailment,entailment,contradiction,entailment,neutral,neutral,0.1500,1,0,0,0,entailment,neutral,entailment,entailment,neutral,0.1500,1,0,1,0,entailment,contradiction,entailment,neutral,contradiction,0.1500,1,0,0,0,entailment,neutral,entailment,neutral,unknown,0.1500,1,0,0,0
190,entailment,entailment,neutral,entailment,entailment,unknown,0.8462,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8462,1,0,1,1,entailment,neutral,entailment,entailment,unknown,0.4615,1,0,1,0,entailment,unknown,entailment,entailment,entailment,0.3846,0,0,1,1
191,contradiction,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3750,0,0,1,1,neutral,neutral,neutral,neutral,contradiction,0.7500,0,0,1,0
193,entailment,neutral,neutral,neutral,neutral,neutral,0.7273,0,0,1,1,entailment,neutral,unknown,neutral,neutral,0.2727,1,0,0,0,entailment,neutral,contradiction,unknown,neutral,0.2727,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.6364,1,1,0,0
194,neutral,entailment,neutral,neutral,neutral,neutral,0.4706,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.3529,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.8235,1,0,1,1,entailment,neutral,neutral,neutral,neutral,0.3529,1,1,0,0
195,neutral,neutral,neutral,neutral,neutral,neutral,1.0000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4286,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.0714,1,0,1,1
196,entailment,entailment,neutral,neutral,entailment,contradiction,0.3750,1,1,1,0,entailment,neutral,entailment,entailment,neutral,0.3750,1,0,1,0,entailment,neutral,neutral,entailment,neutral,0.3750,1,1,1,0,entailment,contradiction,entailment,neutral,entailment,0.3750,1,0,0,1
198,neutral,entailment,neutral,neutral,neutral,neutral,0.7143,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.4286,1,1,0,0,entailment,neutral,unknown,neutral,neutral,1.0000,1,0,0,0,entailment,neutral,neutral,neutral,neutral,0.8571,1,1,0,0
199,contradiction,contradiction,neutral,contradiction,neutral,neutral,0.3810,1,0,0,0,contradiction,neutral,neutral,contradiction,neutral,0.1905,1,1,1,0,contradiction,neutral,neutral,neutral,neutral,0.3810,1,1,0,0,contradiction,unknown,neutral,neutral,neutral,0.5714,0,1,0,0
200,entailment,entailment,neutral,entailment,entailment,entailment,0.4286,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.4286,1,0,1,1,entailment,neutral,entailment,entailment,neutral,0.4286,1,0,1,0,entailment,neutral,entailment,entailment,unknown,0.4286,1,0,1,0
202,entailment,entailment,entailment,entailment,entailment,neutral,0.2500,0,0,1,0,entailment,neutral,neutral,neutral,entailment,0.5000,1,1,0,1,entailment,entailment,entailment,neutral,entailment,0.3750,0,0,0,1,entailment,entailment,entailment,entailment,neutral,0.3750,0,0,1,0
204,neutral,neutral,neutral,neutral,neutral,neutral,0.7000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4000,0,0,1,1,neutral,neutral,neutral,unknown,neutral,0.9000,0,0,0,1
205,neutral,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3889,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6111,0,0,1,1
207,neutral,entailment,neutral,entailment,entailment,entailment,0.8889,1,0,1,1,entailment,unknown,entailment,entailment,entailment,0.8889,0,0,1,1,entailment,neutral,entailment,neutral,entailment,0.8889,1,0,0,1,entailment,neutral,entailment,entailment,entailment,0.8889,1,0,1,1
208,neutral,entailment,neutral,entailment,entailment,entailment,0.8333,1,0,1,1,entailment,neutral,entailment,neutral,neutral,0.3333,1,0,0,0,entailment,neutral,entailment,unknown,entailment,0.4333,1,0,0,1,entailment,neutral,entailment,entailment,unknown,0.7333,1,0,1,0
209,entailment,neutral,neutral,entailment,entailment,entailment,0.7000,0,1,0,0,entailment,neutral,entailment,entailment,entailment,0.3500,1,0,1,1,entailment,unknown,entailment,entailment,unknown,0.4000,0,0,1,0,entailment,neutral,entailment,entailment,neutral,0.3500,1,0,1,0
210,neutral,neutral,neutral,neutral,unknown,neutral,0.3750,0,0,0,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,unknown,unknown,neutral,0.7500,0,0,0,1,neutral,neutral,unknown,neutral,neutral,0.7500,0,0,1,1
211,entailment,entailment,neutral,entailment,entailment,unknown,0.2632,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.2632,1,0,1,1,entailment,neutral,neutral,unknown,neutral,0.2632,1,1,0,0,entailment,neutral,unknown,unknown,unknown,0.2632,1,0,0,0
212,contradiction,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,unknown,0.3333,0,0,1,0,neutral,neutral,neutral,neutral,neutral,0.4667,0,0,1,1,neutral,neutral,neutral,unknown,unknown,0.4667,0,0,0,0
213,entailment,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.7500,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.2500,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.7500,1,0,1,0
214,entailment,entailment,entailment,entailment,neutral,contradiction,0.1053,0,0,0,0,entailment,neutral,entailment,neutral,neutral,0.1579,1,0,0,0,entailment,entailment,entailment,contradiction,neutral,0.2105,0,0,0,0,entailment,entailment,neutral,neutral,contradiction,0.2105,0,1,0,0
215,neutral,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,entailment,neutral,neutral,entailment,neutral,0.3810,1,1,1,0,neutral,neutral,neutral,neutral,neutral,0.8571,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1
217,contradiction,contradiction,neutral,neutral,neutral,neutral,0.5455,1,1,0,0,contradiction,neutral,neutral,neutral,neutral,0.4545,1,1,0,0,neutral,neutral,contradiction,neutral,neutral,0.3636,0,1,1,1,neutral,neutral,neutral,contradiction,neutral,0.5455,0,0,0,1
218,contradiction,neutral,unknown,unknown,unknown,neutral,0.3529,0,0,0,1,neutral,neutral,neutral,unknown,unknown,0.0000,0,0,0,0,neutral,neutral,neutral,neutral,neutral,0.8824,0,0,1,1,neutral,neutral,contradiction,unknown,unknown,0.8235,0,1,0,0
219,contradiction,contradiction,neutral,neutral,neutral,contradiction,0.5000,1,1,0,1,contradiction,neutral,neutral,contradiction,contradiction,0.4167,1,1,1,1,contradiction,neutral,neutral,neutral,neutral,0.5000,1,1,0,0,contradiction,neutral,contradiction,neutral,unknown,0.3333,1,0,0,0
220,neutral,neutral,neutral,entailment,unknown,neutral,0.5000,0,1,0,1,contradiction,entailment,contradiction,unknown,neutral,0.2368,1,0,0,0,neutral,neutral,unknown,neutral,entailment,0.8684,0,0,1,0,contradiction,neutral,entailment,entailment,neutral,0.5526,1,1,0,0
223,entailment,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1,entailment,neutral,entailment,entailment,entailment,0.7500,1,0,1,1
224,contradiction,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,unknown,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,contradiction,neutral,0.3333,0,0,0,1
225,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.0833,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.5000,1,1,0,0
227,entailment,entailment,neutral,entailment,entailment,neutral,0.3333,1,0,1,0,entailment,neutral,entailment,entailment,entailment,0.3333,1,0,1,1,entailment,neutral,neutral,entailment,entailment,0.5556,1,1,1,1,entailment,neutral,entailment,entailment,unknown,0.3333,1,0,1,0
228,neutral,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7143,0,0,1,1,neutral,unknown,entailment,neutral,neutral,1.0000,0,1,1,1,neutral,neutral,unknown,neutral,neutral,0.8571,0,0,1,1
229,contradiction,contradiction,neutral,neutral,neutral,neutral,0.5385,1,1,0,0,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.3077,1,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3077,0,0,1,1
230,neutral,neutral,neutral,neutral,neutral,neutral,0.1667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1
231,entailment,entailment,neutral,entailment,entailment,neutral,0.5789,1,0,1,0,entailment,neutral,neutral,neutral,unknown,0.4737,1,1,0,0,entailment,neutral,entailment,entailment,neutral,0.3158,1,0,1,0,entailment,neutral,entailment,entailment,neutral,0.4211,1,0,1,0
232,entailment,entailment,unknown,unknown,unknown,entailment,0.8889,0,0,0,1,entailment,neutral,entailment,unknown,unknown,0.6667,1,0,0,0,entailment,neutral,unknown,unknown,unknown,0.6667,1,0,0,0,entailment,entailment,unknown,unknown,neutral,0.6667,0,0,0,0
234,contradiction,contradiction,contradiction,neutral,contradiction,neutral,0.2308,0,1,1,0,contradiction,neutral,neutral,neutral,neutral,0.2308,1,1,0,0,contradiction,contradiction,contradiction,neutral,neutral,0.1154,0,0,0,0,contradiction,contradiction,neutral,contradiction,neutral,0.2308,0,1,1,0
235,neutral,neutral,neutral,neutral,neutral,neutral,0.6667,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4444,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5556,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.6667,1,1,0,0
236,neutral,neutral,neutral,unknown,unknown,neutral,0.7500,0,0,0,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.5000,0,0,1,1
237,neutral,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.3333,0,0,1,1,neutral,neutral,neutral,neutral,neutral,0.4167,0,0,1,1,entailment,neutral,neutral,neutral,neutral,0.7500,1,1,0,0
238,neutral,neutral,neutral,neutral,neutral,neutral,0.7500,0,0,1,1,neutral,contradiction,neutral,neutral,neutral,0.5000,1,0,1,1,entailment,neutral,neutral,neutral,unknown,0.4167,1,1,0,0,entailment,neutral,neutral,neutral,neutral,0.7500,1,1,0,0
242,neutral,neutral,neutral,neutral,neutral,neutral,0.2353,0,0,1,1,entailment,neutral,neutral,entailment,neutral,0.3529,1,1,1,0,neutral,neutral,neutral,neutral,neutral,0.1176,0,0,1,1,neutral,neutral,entailment,unknown,entailment,0.2353,0,1,0,0
