id,gold_label,bucket_original,coverage_original,pred_original_raw,pred_original_nec,pred_original_suff,pred_original_gho,score_original_nec_flip,score_original_gho_flip,score_original_suff_stay,truth_original_correct,bucket_lexical,coverage_lexical,pred_lexical_raw,pred_lexical_nec,pred_lexical_suff,pred_lexical_gho,score_lexical_nec_flip,score_lexical_gho_flip,score_lexical_suff_stay,truth_lexical_correct,bucket_syntactic,coverage_syntactic,pred_syntactic_raw,pred_syntactic_nec,pred_syntactic_suff,pred_syntactic_gho,score_syntactic_nec_flip,score_syntactic_gho_flip,score_syntactic_suff_stay,truth_syntactic_correct,bucket_pragmatic,coverage_pragmatic,pred_pragmatic_raw,pred_pragmatic_nec,pred_pragmatic_suff,pred_pragmatic_gho,score_pragmatic_nec_flip,score_pragmatic_gho_flip,score_pragmatic_suff_stay,truth_pragmatic_correct
119,contradiction,Mixed,0.5500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0
120,contradiction,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0
122,contradiction,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,0
123,neutral,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1765,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1
124,neutral,Mixed,0.5882,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5882,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4118,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1
125,entailment,Mixed,0.4118,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4118,neutral,neutral,entailment,neutral,0,0,0,0,Local,0.2941,neutral,neutral,neutral,entailment,0,1,1,0,Mixed,0.4118,neutral,neutral,neutral,neutral,0,0,1,0
126,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9167,neutral,neutral,neutral,neutral,0,0,1,0
127,neutral,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
128,entailment,Local,0.3750,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.3750,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.3750,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.7500,entailment,neutral,neutral,neutral,1,1,0,1
130,neutral,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1
131,entailment,Mixed,0.5500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4500,neutral,neutral,entailment,neutral,0,0,0,0,Mixed,0.4500,neutral,neutral,neutral,neutral,0,0,1,0
132,neutral,Global,0.9000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1
133,contradiction,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,0
134,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8182,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
135,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,1
136,neutral,Local,0.3529,entailment,neutral,entailment,entailment,1,0,1,0,Local,0.1765,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.1176,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.1765,entailment,neutral,neutral,entailment,1,0,0,0
137,neutral,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1
138,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.9000,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1
141,entailment,Local,0.3684,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3684,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3158,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3158,entailment,neutral,entailment,entailment,1,0,1,1
142,neutral,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6364,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1
143,contradiction,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0
144,neutral,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4118,neutral,neutral,neutral,neutral,0,0,1,1
146,entailment,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1
148,contradiction,Local,0.0769,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1
150,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1
151,neutral,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0455,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6364,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1
152,entailment,Local,0.3000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.4000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6000,entailment,neutral,entailment,neutral,1,1,1,1,Local,0.3000,entailment,neutral,neutral,neutral,1,1,0,1
154,entailment,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,neutral,neutral,1,1,0,1
156,neutral,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1
157,entailment,Global,0.9000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6000,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1
159,entailment,Local,0.0714,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.0714,entailment,neutral,neutral,entailment,1,0,0,1
160,entailment,Local,0.2353,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1176,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2353,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1765,entailment,neutral,neutral,entailment,1,0,0,1
161,entailment,Mixed,0.5714,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4286,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.1429,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.5714,entailment,neutral,neutral,neutral,1,1,0,1
164,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1
165,entailment,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0
167,contradiction,Local,0.2727,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3182,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2727,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0455,contradiction,contradiction,contradiction,contradiction,0,0,1,1
168,contradiction,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,0
169,neutral,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1
170,entailment,Local,0.3125,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1875,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3125,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,neutral,entailment,1,0,0,1
171,entailment,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
173,entailment,Local,0.0870,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.3043,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0870,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.3043,entailment,neutral,neutral,entailment,1,0,0,1
174,entailment,Local,0.1538,contradiction,neutral,neutral,neutral,1,1,0,0,Local,0.0769,contradiction,neutral,neutral,neutral,1,1,0,0,Local,0.1538,contradiction,neutral,neutral,neutral,1,1,0,0,Local,0.0769,contradiction,neutral,neutral,contradiction,1,0,0,0
175,entailment,Mixed,0.5263,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3684,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4737,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0526,entailment,neutral,neutral,entailment,1,0,0,1
177,entailment,Local,0.3889,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3889,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3889,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3889,entailment,neutral,entailment,entailment,1,0,1,1
179,contradiction,Mixed,0.6842,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8947,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6842,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2632,neutral,unknown,neutral,neutral,0,0,1,0
180,entailment,Local,0.2778,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2778,entailment,neutral,neutral,unknown,1,0,0,1,Mixed,0.4444,entailment,neutral,entailment,entailment,1,0,1,1
181,contradiction,Mixed,0.5000,contradiction,neutral,neutral,neutral,1,1,0,1,Mixed,0.5000,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2000,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2000,contradiction,neutral,neutral,contradiction,1,0,0,1
182,contradiction,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,0
183,entailment,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1000,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2000,entailment,neutral,neutral,entailment,1,0,0,1
184,entailment,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1
185,entailment,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1500,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1
186,neutral,Mixed,0.5625,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5625,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3750,neutral,neutral,neutral,neutral,0,0,1,1
187,entailment,Local,0.0870,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0870,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0435,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.0870,entailment,neutral,entailment,entailment,1,0,1,1
188,neutral,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1
189,entailment,Local,0.1500,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1000,entailment,unknown,neutral,entailment,0,0,0,1
190,entailment,Mixed,0.4615,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3846,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4615,entailment,neutral,unknown,entailment,1,0,0,1,Mixed,0.4615,entailment,neutral,neutral,entailment,1,0,0,1
191,contradiction,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0
193,entailment,Mixed,0.4545,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2727,neutral,neutral,neutral,contradiction,0,1,1,0,Mixed,0.4545,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4545,neutral,neutral,neutral,neutral,0,0,1,0
194,neutral,Mixed,0.5882,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3529,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5882,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5882,neutral,neutral,entailment,neutral,0,0,0,1
195,neutral,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6429,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
196,entailment,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1
198,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,unknown,neutral,neutral,0,0,1,1
199,contradiction,Local,0.2381,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3810,contradiction,neutral,contradiction,neutral,1,1,1,1,Local,0.3810,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3810,contradiction,neutral,contradiction,contradiction,1,0,1,1
200,entailment,Local,0.3571,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2857,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4286,entailment,neutral,entailment,entailment,1,0,1,1
202,entailment,Local,0.1250,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.3750,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.2500,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.1250,entailment,entailment,neutral,neutral,0,1,0,1
204,neutral,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1
205,neutral,Global,0.8889,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3889,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9444,neutral,neutral,neutral,neutral,0,0,1,1
206,neutral,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0909,neutral,neutral,neutral,neutral,0,0,1,1
207,neutral,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1
208,neutral,Local,0.3667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2333,neutral,neutral,neutral,neutral,0,0,1,1
209,entailment,Local,0.3500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1500,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.0500,entailment,neutral,neutral,entailment,1,0,0,1
210,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1
211,entailment,Local,0.2632,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2632,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2632,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3158,entailment,neutral,entailment,entailment,1,0,1,1
212,contradiction,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0
213,entailment,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,neutral,1,1,1,1
214,entailment,Local,0.3684,entailment,entailment,entailment,entailment,0,0,1,1,Local,0.2105,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1579,entailment,entailment,neutral,neutral,0,1,0,1,Local,0.3684,entailment,entailment,neutral,entailment,0,0,0,1
215,neutral,Local,0.2381,neutral,neutral,neutral,unknown,0,0,1,1,Local,0.2381,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2381,neutral,neutral,neutral,neutral,0,0,1,1
217,contradiction,Local,0.3636,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3636,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3636,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3636,contradiction,neutral,neutral,neutral,1,1,0,1
218,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4118,neutral,neutral,neutral,contradiction,0,1,1,0,Mixed,0.4118,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7059,neutral,neutral,neutral,neutral,0,0,1,0
219,contradiction,Global,0.9167,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,contradiction,contradiction,0,1,0,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0
220,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5263,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6053,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2632,neutral,neutral,neutral,unknown,0,0,1,1
223,entailment,Global,0.8333,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5833,entailment,neutral,neutral,neutral,1,1,0,1
224,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8333,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0
225,neutral,Mixed,0.5833,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5833,neutral,neutral,neutral,neutral,0,0,1,1
227,entailment,Mixed,0.5556,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5556,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4444,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,neutral,neutral,1,1,0,1
228,neutral,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1
229,contradiction,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3846,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2308,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2308,contradiction,neutral,neutral,neutral,1,1,0,1
230,neutral,Local,0.2500,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,0
231,entailment,Mixed,0.6842,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6316,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4737,entailment,neutral,entailment,neutral,1,1,1,1,Mixed,0.7368,entailment,neutral,neutral,neutral,1,1,0,1
232,entailment,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6667,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1111,entailment,entailment,neutral,entailment,0,0,0,1
234,contradiction,Local,0.2308,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1923,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2308,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2308,contradiction,neutral,contradiction,contradiction,1,0,1,1
235,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8889,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,1
236,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,1
237,neutral,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1
238,neutral,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1
242,neutral,Local,0.1176,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0588,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0588,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0588,neutral,neutral,neutral,neutral,0,0,1,1
243,contradiction,Global,0.9091,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9091,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7273,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
245,entailment,Mixed,0.7333,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.9333,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7333,entailment,neutral,entailment,entailment,1,0,1,1
